Date,AVXL.US,BGMS.US,BKYI.US,BLNE.US,BOXL.US,CODX.US,CYPH.US,DVLT.US,ENTO.US,EQ.US,FRGT.US,GNPX.US,GREE.US,HBIO.US,HYPD.US,IBIO.US,IRWD.US,KALA.US,LMFA.US,PHIO.US,QCLS.US,RLMD.US,RNTX.US,SBLX.US,SLRX.US,SONN.US,SSP.US,STIM.US,TPST.US,TRAW.US,TXMD.US,WKHS.US
2018-11-01,2.52,96480.0,155.52,1616.0,74.4,2.47,43.9,1443000.0,302400.0,14.98,182600.0,3360.0,66.514,4.01,296.0,376.05,13.54,389.0,58.5,2534.0,391800.0,4.64,42.0,1399.55,43866.0,133253.0,16.699,25.43,1973.79,2141.25,248.5,201.0
2018-11-02,2.55,93600.0,158.4,1530.0,75.2,2.36,43.6,1410000.0,292320.0,15.035,235400.0,3300.0,67.008,4.06,313.6,392.5,14.1,380.0,58.5,2514.46,391800.0,4.64,43.0,1401.6,46875.0,128128.0,16.585,24.69,2310.75,2100.0,250.0,209.825
2018-11-05,2.42,92160.0,164.16,1688.0,76.8,2.34,43.5,1464000.0,286020.0,16.34,211200.0,3260.0,66.761,4.1,306.4,390.0,14.13,373.0,58.05,2546.53,399180.0,4.64,43.2,1586.69,42750.0,138378.0,16.806,24.69,2281.5,2182.5,242.5,217.0
2018-11-06,2.475,91440.0,182.88,1680.0,148.0,2.33,42.6,1503000.0,289800.0,16.98,227700.0,3100.0,67.008,4.09,319.2,398.85,12.78,375.0,57.6,2494.8,455040.0,4.68,40.6,1532.67,42000.0,144144.0,16.98,25.63,2208.31,2081.25,234.5,206.25
2018-11-07,2.53,90000.0,182.88,1660.0,108.4,2.35,43.0,1419060.0,280980.0,17.1,236500.0,3100.0,67.008,4.16,315.0,395.0,11.92,380.5,57.6,2622.56,362310.0,4.68,41.0,1536.0,41874.0,135816.0,17.077,25.38,2197.39,2175.0,233.5,186.275
2018-11-08,2.57,90000.0,180.0,1640.0,126.0,2.3101,43.3,1311000.0,309960.0,16.99,215600.0,3020.0,70.688,4.09,320.0,395.1,12.08,382.5,56.697,2872.58,324000.0,4.68,42.6,1582.08,39006.0,133894.0,17.116,25.45,2253.42,2167.5,248.5,203.05
2018-11-09,2.61,90000.0,188.64,1590.0,116.0,2.31,41.6,1284000.0,308700.0,16.5,201300.0,2900.0,68.48,4.05,316.52,375.0,11.88,360.0,53.1,2572.02,341280.0,4.6,40.0,1580.67,38580.0,147988.0,16.256,24.75,2135.25,2152.5,246.5,222.5
2018-11-12,2.52,86760.0,158.4,1530.0,134.0,2.29,39.5,1344000.0,284760.0,15.6,201300.0,3000.0,68.48,4.0,249.6,375.0,11.27,323.5,51.0,2079.0,371520.0,4.68,36.4,1536.0,35256.0,151191.0,16.834,22.01,2106.0,1916.25,235.5,205.2
2018-11-13,2.44,86400.0,155.52,1600.0,121.2,2.21,38.8,1359000.0,293580.0,15.55,196900.0,2800.0,67.497,3.84,211.2,389.604,11.44,328.0,51.9,2081.59,354240.0,4.4,44.0,1520.64,35400.0,141882.0,16.844,21.66,2047.5,1567.5,238.0,215.375
2018-11-14,2.43,79920.0,162.72,1596.0,94.0,2.48,35.9,1335000.0,270900.0,15.89,181500.0,2640.0,67.25,3.65,247.2,370.0,11.12,317.0,53.4,1969.16,326880.0,4.92,44.2,1525.63,36000.0,125566.0,16.546,18.58,1959.75,1387.5,244.5,207.6
2018-11-15,2.39,75600.0,172.8,1560.0,81.2,2.26,35.0,1281000.0,288540.0,15.85,191400.0,2900.0,67.008,3.73,255.2,367.88,11.65,330.5,45.297,1960.2,230400.0,4.6,45.0,1536.0,36000.0,121081.0,16.739,17.55,2008.24,1593.75,255.0,211.25
2018-11-16,2.43,79200.0,164.16,1500.0,85.2,2.25,38.0,1380000.0,283500.0,16.9,194700.0,2760.0,66.514,3.73,244.0,409.95,11.98,331.0,43.641,1961.39,177120.0,4.8,43.4,1451.52,33750.0,124925.0,16.874,18.1,1989.0,1642.5,243.5,195.025
2018-11-19,2.32,77040.0,170.294,1488.0,86.0,2.005,37.513,1233000.0,273420.0,14.88,182600.0,2620.0,66.514,3.56,248.0,400.0,11.96,313.5,41.796,2019.6,252000.0,4.6,44.0,1420.8,34014.0,122682.0,16.653,16.0,2017.6,1518.75,236.5,188.525
2018-11-20,2.16,72144.0,171.36,1210.0,85.792,2.0,35.6,1371000.0,268380.0,14.5,166100.0,2700.0,66.025,3.57,228.8,375.0,11.93,305.0,46.2,1874.66,236160.0,4.56,39.4,1297.54,31500.0,123003.0,16.063,16.1,1991.86,1473.75,241.5,186.775
2018-11-21,2.3,68400.0,182.88,1276.0,82.4,2.04,36.7,1350000.0,268380.0,14.6,185900.0,2840.0,66.761,3.63,212.8,400.0,12.44,322.5,47.1,1834.27,243360.0,4.92,39.6,1286.4,30975.0,119159.0,16.507,18.19,1988.61,1316.25,245.0,196.05
2018-11-23,2.35,61927.2,181.44,1282.0,83.6,2.15,37.4,1326000.0,268380.0,19.44,185900.0,2600.0,66.761,3.72,208.0,400.0,13.02,309.0,48.0,1853.93,246240.0,4.56,39.4,1305.6,33750.0,116597.0,16.43,17.81,1989.0,1481.25,245.5,207.5
2018-11-26,2.42,62280.0,184.32,1288.0,89.2,2.13,37.8,1410000.0,252000.0,16.67,201300.0,2440.0,66.272,3.79,230.4,395.0,13.35,311.0,45.0,2020.25,246240.0,4.6,38.6,1363.2,34140.0,118238.0,16.41,17.89,1983.15,1447.5,243.0,195.0
2018-11-27,2.25,64080.0,182.88,1241.0,88.0,2.25,35.9,1365000.0,249480.0,16.47,188100.0,2580.0,66.514,3.87,256.0,415.0,13.07,302.5,43.116,1891.94,230388.0,4.64,42.4,1267.2,31686.0,117533.0,16.517,17.46,1989.0,1481.25,242.5,196.975
2018-11-28,2.35,63360.0,173.664,1268.0,91.2,2.23,38.6,1335000.0,249480.0,15.58,196900.0,2647.4,65.778,4.0,264.0,405.0,13.87,317.0,42.9,1840.86,243072.0,4.6,44.0,1271.04,30525.0,112112.0,16.739,17.9,2027.22,1578.75,254.0,180.0
2018-11-29,2.33,64080.0,187.956,1270.0,92.0,2.1,37.7,1278000.0,258300.0,14.9,195800.0,3300.0,68.722,3.93,285.6,400.0,13.62,304.5,43.5,1877.04,237600.0,4.96,43.4,1344.0,29805.0,108909.0,17.028,17.99,2134.86,1485.0,250.0,182.575
2018-11-30,2.29,63720.0,191.52,1274.0,92.4,2.07,37.0,1320000.0,245700.0,16.4,179300.0,3040.0,66.025,3.95,285.6,390.0,13.82,315.0,42.9,1960.2,217440.0,4.64,43.4,1228.8,32250.0,117237.0,17.009,17.84,2134.6,1627.5,251.5,177.45
2018-12-03,2.28,65088.0,192.96,1250.0,88.8,2.11,36.1,1287000.0,254520.0,16.2,176000.0,2780.0,65.778,3.93,339.2,400.0,13.8,315.0,41.4,2031.48,208800.0,4.696,44.6,1282.56,32346.0,115956.0,17.037,18.0,2144.22,1548.75,256.5,158.725
2018-12-04,2.205,65534.4,191.034,1280.0,88.8,2.234,36.8,1277880.0,250740.0,15.9,160600.0,2460.0,65.289,3.62,321.6,380.0,12.72,301.0,38.7,2019.06,188640.0,4.6,41.2,1340.16,29991.0,119800.0,16.604,18.54,2193.75,1473.75,242.5,137.5
2018-12-06,2.21,61200.0,190.08,1260.0,84.0,2.17,34.5,1200000.0,234360.0,14.41,156200.0,2559.8,64.795,3.72,320.0,380.0,12.67,298.5,35.1,2257.2,194400.0,4.8,41.0,1248.0,30000.0,112112.0,16.653,19.89,2176.2,1380.0,231.5,136.5
2018-12-07,2.15,61344.0,191.484,1250.0,80.0,2.24,31.7,1269000.0,228060.0,15.28,137500.0,2440.0,64.059,3.54,316.0,356.2,12.31,282.0,36.9,2197.8,197280.0,4.6,39.4,1277.44,30870.0,121081.0,16.266,19.67,2026.96,1380.0,226.5,135.025
2018-12-10,2.1,60480.0,187.2,1260.0,75.2,2.3,32.0,1128000.0,233100.0,14.08,155100.0,2340.0,64.306,3.47,320.0,360.0,12.3,288.0,35.4,2138.4,190080.0,4.6,40.0,1299.07,31494.0,115956.0,15.986,19.89,1950.0,1357.5,218.0,127.5
2018-12-11,2.12,57600.0,183.906,1234.0,75.6,2.15,32.0,1353000.0,214200.0,14.39,149600.0,2420.0,64.059,3.43,303.2,345.0,12.16,286.0,33.0,2079.0,180000.0,4.92,38.8,1301.38,30642.0,133253.0,16.334,20.67,2059.2,1241.25,211.5,126.75
2018-12-12,2.12,60595.2,183.15,1226.0,74.4,2.1811,31.0,1290000.0,221760.0,13.3,140800.0,2340.0,60.503,3.46,299.2,345.0,11.54,286.0,33.6,2080.84,180000.0,4.4,33.6,1305.6,32556.0,128128.0,16.517,19.66,1879.8,1278.75,210.0,130.025
2018-12-13,2.04,58485.6,184.842,1230.0,73.2,2.07,28.7,1260000.0,217980.0,12.37,133390.0,2360.0,58.907,3.4,285.6,335.0,11.27,275.5,33.0,2022.62,178560.0,4.6,29.1,1221.12,30825.0,133253.0,16.102,19.91,1911.0,1196.25,203.0,126.75
2018-12-14,2.01,60480.0,177.138,1234.0,68.0,1.921,29.1,1260000.0,221760.0,12.0,141900.0,2340.0,58.907,3.28,272.0,345.05,11.75,257.5,36.6,2049.3,167040.0,4.64,24.0,1305.22,30150.0,128128.0,15.792,20.09,2048.54,1173.75,193.5,127.5
2018-12-17,1.9,55231.2,185.76,1226.0,67.2,1.81,28.0,1170000.0,205380.0,10.75,128700.0,2280.0,59.89,3.41,248.0,320.0,11.43,250.5,34.5,2014.31,144000.0,4.6,21.8,1382.4,28554.0,123643.0,15.366,19.16,2133.3,1005.0,180.0,126.75
2018-12-18,1.81,55440.0,176.4,1202.0,63.2,1.72,27.1,1110000.0,192150.0,11.04,117700.0,2200.0,57.678,3.27,232.8,318.5,10.95,248.5,33.9,1930.5,128994.0,4.6,18.08,1236.1,26380.5,106987.0,15.433,19.67,1899.3,986.25,180.5,107.5
2018-12-19,1.72,50018.4,167.414,1256.0,64.0,1.67,26.9,1140000.0,194040.0,9.89,112200.0,2160.0,57.925,3.11,228.0,315.0,10.17,238.0,35.7,2022.62,118398.0,4.6,15.35,1221.12,25353.9,106346.0,15.231,19.27,1717.95,978.75,191.5,113.25
2018-12-20,1.51,45360.0,184.32,1240.0,59.6,1.67,25.1,1050000.0,181440.0,6.32,94380.0,2060.0,57.678,3.19,209.6,285.0,10.07,229.5,35.1,1881.25,110880.0,4.6,16.5,1113.6,24750.0,108902.0,14.997,18.78,1575.6,885.0,178.0,142.525
2018-12-21,1.41,43200.0,172.8,1198.0,52.4,1.5,23.6,1059000.0,151200.0,7.75,79750.0,2180.0,57.678,3.03,218.4,285.0,9.31,214.5,37.8,1752.3,95028.0,4.6,14.204,1036.8,22725.0,99299.2,14.658,19.38,1503.45,708.75,184.0,150.05
2018-12-24,1.35,41047.2,158.414,1198.0,50.0,1.52,22.8,1050000.0,132300.0,9.0,92807.2,2000.0,58.414,3.05,216.0,319.95,9.31,230.0,33.9,1693.55,85536.0,4.6,14.27,927.36,20250.0,96096.0,14.514,18.66,1423.5,750.0,183.5,149.2
2018-12-26,1.34,40320.0,135.36,1230.0,49.2,1.35,23.1,1050000.0,132300.0,8.46,99000.0,2070.2,60.133,3.11,216.0,325.0,10.02,230.0,32.1,1710.72,102180.0,4.6,14.2,960.768,21000.0,87127.2,15.007,19.07,1363.05,641.25,191.5,130.5
2018-12-27,1.25,41760.0,119.664,1208.0,51.2,1.15,19.2,975000.0,146160.0,7.62,100100.0,2059.8,60.133,3.06,218.4,308.6,9.67,245.5,33.6,1752.95,143670.0,4.6,14.8,929.28,20812.5,83924.0,15.123,18.92,1366.95,755.625,198.0,130.0
2018-12-28,1.52,43920.0,124.978,1220.0,50.388,1.25,21.4,1056030.0,163800.0,7.81,91311.2,2287.0,61.362,3.03,208.0,345.0,9.91,251.0,37.2,1842.05,182202.0,4.6,17.254,921.6,22687.5,83283.2,15.086,18.99,1433.25,776.25,196.0,125.0
2018-12-31,1.56,43560.0,108.0,1236.0,48.0,1.49,20.0,1026000.0,152460.0,8.16,101200.0,2200.0,60.379,3.18,228.0,376.7,10.36,244.5,35.4,1959.66,162720.0,4.6,16.8,803.328,24742.5,82642.4,15.221,19.35,1550.25,791.25,190.5,132.0
2019-01-02,1.68,49896.0,122.4,1200.0,52.0,1.55,24.4,1071000.0,163800.0,7.43,99000.0,2800.0,60.869,3.2,240.0,390.65,10.38,259.5,39.0,2077.81,172800.0,4.6,20.4,921.6,23850.0,86486.4,15.647,19.58,1599.91,911.25,194.0,162.525
2019-01-03,1.73,50400.0,121.68,1280.0,76.448,1.2837,25.5,987000.0,205380.0,7.06,99000.0,2559.8,60.379,3.1,236.0,385.0,9.88,260.0,35.4,2019.06,167040.0,4.6,21.4,897.024,28800.0,87768.0,15.685,18.83,1491.75,933.75,193.0,173.75
2019-01-04,1.83,51120.0,136.8,1282.0,65.2,1.2479,25.9,1089000.0,209160.0,8.065,111100.0,2800.0,60.869,3.27,234.04,401.25,11.0,291.5,38.604,2078.46,171360.0,4.68,20.748,953.088,39750.0,89696.8,16.217,19.19,1716.0,941.25,208.5,197.5
2019-01-07,2.03,50832.0,140.4,1254.0,61.28,1.1963,30.1,1080000.0,223020.0,10.12,121000.0,2960.0,60.379,3.33,236.0,412.5,11.56,309.5,38.1,2113.45,178662.0,4.9,21.6,1094.02,31500.0,89689.6,16.46,17.63,1657.5,1008.75,234.5,195.0
2019-01-08,2.01,52560.0,133.056,1220.0,59.2,1.21,27.0,1167000.0,236880.0,10.9,123200.0,2940.0,60.379,3.38,228.0,404.55,11.93,318.0,39.3,2079.0,190080.0,4.88,24.8,1133.18,29616.0,90971.2,17.194,17.0,1628.25,930.0,225.0,189.0
2019-01-09,2.04,52200.0,129.168,1226.0,61.2,1.1901,27.4,1200000.0,278460.0,10.48,112760.0,2880.0,60.379,3.4,236.0,416.2,12.32,304.0,36.9,2079.0,207360.0,5.0,22.8,1413.5,27750.0,90330.4,17.145,17.37,1649.7,877.5,223.0,185.0
2019-01-10,2.03,49694.4,125.28,1226.0,64.8,1.16,27.0,1096590.0,282240.0,10.48,111110.0,2940.0,60.379,3.28,230.4,407.45,12.56,301.5,37.26,2168.1,198720.0,4.84,22.8,1313.28,26250.0,87127.2,17.184,17.5,1686.75,855.0,251.0,177.5
2019-01-11,2.01,48614.4,121.617,1230.0,61.088,1.11,25.4,1176000.0,287280.0,10.57,112210.0,2980.0,60.379,3.17,220.8,400.7,12.69,305.0,36.549,2138.4,192960.0,5.2,19.254,1378.56,25725.0,87768.0,17.61,17.2,1677.0,870.0,257.5,195.025
2019-01-14,1.95,48391.2,126.72,1218.0,71.212,1.27,25.7,1008000.0,298620.0,10.19,117710.0,3180.0,60.379,3.4,219.2,400.0,12.27,310.0,41.4,1960.2,191520.0,5.0,21.4,1569.79,26850.0,88408.0,17.697,15.77,1657.5,856.875,252.0,192.675
2019-01-15,1.83,51573.6,133.632,1260.0,67.6,1.1,25.5,1002000.0,289800.0,10.57,117700.0,3180.0,61.115,3.36,217.6,460.0,13.03,312.0,38.7,1930.5,187200.0,5.2,22.8,1411.2,25537.5,89445.6,17.765,15.32,1716.0,885.0,256.5,205.0
2019-01-16,1.84,57592.8,133.632,1266.0,68.756,1.0899,25.6,1002000.0,289800.0,10.57,111100.0,3000.0,61.605,3.43,226.4,450.0,13.4,302.0,42.6,2001.24,211680.0,5.3,29.386,1296.38,24600.0,94814.4,17.901,14.96,1838.85,806.25,259.0,210.0
2019-01-17,1.84,54720.0,129.6,1278.0,70.8,1.1,30.7,990000.0,304920.0,11.28,112200.0,3100.0,61.362,3.29,224.8,440.0,13.11,289.0,63.6,1978.02,195840.0,5.88,29.6,1382.4,25125.0,107627.0,18.171,14.76,2022.15,750.0,262.0,217.5
2019-01-18,1.82,55519.2,133.632,1280.0,70.0,1.17,30.1,1002000.0,307440.0,12.02,106730.0,3000.0,61.115,3.22,222.4,435.0,12.91,294.5,55.8,2026.73,200160.0,5.4,24.6,1436.16,24750.0,120440.0,17.862,14.4,2182.05,731.25,255.5,249.425
2019-01-22,1.72,54000.0,131.04,1246.0,96.0,1.07,27.3,993000.0,312480.0,11.53,99990.0,3140.0,61.115,2.99,232.8,425.0,12.72,276.5,48.3,2004.8,191520.0,5.58,21.4,1437.7,24742.5,115315.0,17.534,13.84,1969.5,723.75,257.0,252.5
2019-01-23,1.76,52560.0,132.077,1218.0,129.2,1.03,26.9,945000.0,298620.0,10.61,101030.0,3030.0,61.362,2.99,236.0,428.7,12.42,279.0,48.6,2019.6,197280.0,5.24,21.2,1497.6,24750.0,115692.0,17.93,13.6,2043.6,735.0,255.0,232.5
2019-01-24,1.76,51912.0,164.16,1210.0,115.6,0.9616,27.4,855000.0,296100.0,10.91,103340.0,3090.0,61.362,2.97,226.4,440.0,12.49,265.0,47.7,2049.3,195840.0,5.42,22.0,1612.8,23880.0,117910.0,17.92,13.98,2008.63,881.25,263.0,227.5
2019-01-25,1.82,54000.0,171.36,1204.0,106.4,1.0199,29.4,840000.0,283500.0,9.87,112200.0,3240.0,62.834,2.97,228.0,422.4,12.85,276.0,45.3,2138.4,187200.0,5.0,22.6,1510.4,24525.0,117878.0,18.171,15.09,1958.71,907.5,262.0,226.25
2019-01-28,1.83,53856.0,158.414,1182.0,107.2,0.9648,27.6,900000.0,272160.0,8.82,110000.0,3320.0,61.605,2.77,215.2,440.0,12.42,262.0,48.6,2138.4,172800.0,5.4,22.0,1536.0,24712.5,120448.0,18.191,16.26,1950.0,843.75,253.5,211.25
2019-01-29,1.8,55332.0,162.72,1228.0,107.6,1.1156,25.2,912000.0,257027.0,8.66,114300.0,3280.0,61.362,2.96,210.4,439.85,12.9,263.0,49.8,2108.7,171360.0,5.04,21.4,1536.0,23767.5,121081.0,18.181,16.73,1979.25,780.0,250.5,210.0
2019-01-30,1.86,56880.0,200.16,1204.0,103.2,2.24,21.75,966000.0,255780.0,8.25,103290.0,2940.0,61.301,3.35,263.2,430.0,13.3,267.0,48.6,2120.58,167040.0,5.24,21.6,1479.94,23070.0,124925.0,18.027,16.84,1998.75,915.0,254.5,217.5
2019-01-31,1.85,56880.0,224.64,1278.0,113.2,1.36,19.5,978000.0,266200.0,8.79,102860.0,3040.0,60.626,3.43,280.0,435.0,13.66,276.5,46.5,2168.1,159840.0,5.52,22.0,1459.2,23550.0,126859.0,18.171,17.12,2043.6,1162.5,262.5,227.25
2019-02-01,2.02,55800.0,231.84,1246.0,112.8,1.3,15.0,954000.0,274680.0,8.68,108130.0,3100.0,61.115,3.6,264.0,427.5,13.48,291.5,42.9,2240.03,159120.0,5.52,28.4,1516.42,25500.0,128128.0,17.659,17.12,2047.5,1260.0,269.5,242.5
2019-02-04,2.1,62712.0,214.56,1252.0,108.4,1.32,13.9,921000.0,298620.0,8.62,110210.0,3281.4,60.626,3.65,312.0,450.0,13.6,312.0,44.1,2313.9,162720.0,5.24,34.6,1535.62,25455.0,118518.0,18.017,17.23,2054.78,1263.75,288.0,249.925
2019-02-05,1.98,60480.0,197.28,1238.0,111.2,1.3,14.4,843000.0,294840.0,8.8,105930.0,3060.0,60.379,3.57,334.4,436.5,13.63,339.5,42.9,2260.22,159840.0,5.24,39.2,1459.2,25702.5,112112.0,18.424,17.13,2119.65,1241.25,291.0,250.0
2019-02-06,2.08,61200.0,194.4,1240.0,114.4,1.27,16.0,780000.0,298620.0,8.5,109450.0,3100.0,60.379,3.52,380.0,460.05,13.64,333.0,41.997,2184.19,159840.0,5.2,32.4,1459.2,24907.5,119800.0,18.22,17.09,2260.05,1282.5,279.5,250.0
2019-02-07,2.04,61200.0,177.12,1230.0,118.8,1.2,15.2,777000.0,260820.0,8.25,102080.0,2841.6,59.643,3.44,393.6,470.0,13.78,338.0,43.8,2175.88,158400.0,5.32,33.6,1435.52,24660.0,124925.0,18.056,17.15,2111.85,1271.25,271.5,235.0
2019-02-08,2.35,59040.0,177.84,1200.0,108.0,1.22,14.9,735000.0,236880.0,7.69,100100.0,2885.6,59.643,3.33,504.0,460.25,13.87,325.5,41.4,2191.86,146880.0,5.24,33.4,1363.2,23625.0,128128.0,18.181,17.21,2164.5,1271.25,261.5,237.55
2019-02-11,2.39,57758.4,174.24,1196.0,106.8,1.2,14.9,726000.0,228060.0,7.1,104390.0,2780.0,59.15,3.55,480.8,455.0,13.55,332.5,39.6,2144.34,137550.0,5.2,33.8,1393.92,23902.5,125566.0,18.141,17.34,2123.55,1132.5,264.5,230.0
2019-02-12,2.48,59400.0,230.4,1250.0,103.6,1.16,15.6,798000.0,228060.0,7.19,101360.0,2900.0,58.414,3.61,408.8,450.0,13.21,344.0,40.959,2156.22,136800.0,5.2,42.4,1397.76,23655.0,130690.0,18.307,17.59,2021.63,1200.0,280.5,232.75
2019-02-13,2.49,59400.0,205.956,1234.0,111.6,1.16,15.6,753000.0,216115.0,7.16,101540.0,2853.4,59.15,3.66,424.8,437.5,14.75,346.5,40.2,2157.41,134640.0,4.76,41.4,1454.21,24007.5,127243.0,18.521,17.45,2143.96,1203.75,281.5,249.4
2019-02-14,2.57,57744.0,204.48,1176.0,107.2,1.17,16.6,723000.0,223020.0,6.53,98990.0,3080.0,58.907,3.72,403.2,425.0,13.92,361.0,40.8,2184.19,127296.0,4.68,38.4,1486.08,26835.0,126206.0,18.656,17.43,2213.25,1200.0,286.5,250.0
2019-02-15,2.59,56880.0,198.72,1216.0,116.8,1.16,16.5,711000.0,228060.0,6.51,93808.0,3140.0,57.925,3.82,378.4,430.0,15.2,360.5,41.4,2158.6,128880.0,5.28,38.6,1551.74,27225.0,137738.0,18.685,17.99,2185.95,1237.5,282.5,245.0
2019-02-19,2.4,57024.0,180.0,1196.0,116.0,1.2,16.6,717000.0,214200.0,6.9,97350.0,2974.6,58.661,3.81,336.8,435.4,14.61,386.5,41.4,2171.12,127524.0,5.32,35.4,1519.1,26100.0,130050.0,18.704,17.25,2201.55,1350.0,299.5,250.0
2019-02-20,2.37,57038.4,174.24,1186.0,121.2,1.17,16.0,690000.0,253260.0,6.04,100140.0,2840.0,57.925,3.9,388.8,462.5,14.3,414.5,41.685,2144.34,165600.0,5.2,35.6,1459.2,25237.5,128128.0,19.158,17.65,2146.95,1350.0,273.0,247.5
2019-02-21,2.38,60818.4,172.8,1208.0,120.4,1.165,15.7,705000.0,249480.0,5.84,101090.0,2970.0,57.678,4.01,373.6,470.0,14.18,426.5,40.8,2197.8,151200.0,5.2,35.4,1574.4,26250.0,130690.0,19.111,17.0,2182.05,1387.5,254.5,238.25
2019-02-22,2.43,59047.2,174.24,1206.0,119.6,1.18,16.4,705000.0,269640.0,6.0,140800.0,2984.4,57.925,4.32,380.8,490.0,14.25,448.5,39.3,2227.5,142128.0,5.3,32.2,1708.8,25050.0,130690.0,19.265,16.15,2158.65,1383.75,270.0,242.525
2019-02-25,2.42,58320.0,172.8,1198.0,116.8,1.2099,15.3,750000.0,262080.0,6.61,308000.0,2880.0,58.907,4.08,400.0,500.0,14.51,440.0,40.638,2267.89,141090.0,5.2,29.0,1728.0,24750.0,129410.0,19.091,17.72,2234.7,1395.0,272.0,245.0
2019-02-26,2.34,57348.0,171.36,1180.0,112.4,1.24,15.7,744000.0,265860.0,7.38,232100.0,2900.0,58.171,4.04,428.0,488.3,14.08,426.0,42.0,2259.04,136800.0,5.24,33.8,2042.88,28536.0,116597.0,19.207,17.05,2291.25,1395.0,285.0,243.75
2019-02-27,2.23,57607.2,171.36,1170.0,112.804,1.245,15.4,776970.0,257040.0,7.62,209000.0,2840.0,58.907,4.05,414.4,445.0,14.42,419.5,41.7,2271.46,132738.0,5.2,31.6,1910.02,25695.0,119159.0,19.477,17.2,2293.2,1413.75,291.5,245.0
2019-02-28,2.14,57600.0,161.798,1142.0,112.4,1.24,15.6,708000.0,260820.0,7.87,246400.0,2820.0,58.414,4.02,408.8,439.95,14.24,419.5,42.3,2256.01,131400.0,5.32,33.2,2117.76,24975.0,117878.0,20.465,17.45,2285.4,1338.75,286.0,240.0
2019-03-01,2.28,58320.0,151.2,1140.0,111.6,1.2,15.1,742500.0,260820.0,7.55,357500.0,3100.0,58.171,4.06,410.4,455.0,14.81,444.5,43.5,2256.66,131616.0,5.44,31.6,2073.22,25867.5,120761.0,21.664,17.42,2269.8,1275.0,297.0,235.1
2019-03-04,2.59,60624.0,150.106,1198.0,108.96,1.23,14.8,720000.0,258300.0,7.53,545600.0,3200.0,58.661,4.16,408.0,425.6,14.37,427.0,44.22,2251.26,135348.0,7.2,32.4,2079.36,25500.0,119159.0,21.684,16.06,2447.25,1372.5,296.0,235.0
2019-03-05,2.95,62928.0,149.76,1150.0,107.2,1.22,14.8,660000.0,257040.0,7.48,525800.0,3124.8,58.661,4.16,416.0,400.05,14.13,429.5,42.0,2212.7,132510.0,6.6,31.0,2150.4,26220.0,123643.0,22.014,16.53,2433.6,1387.5,289.5,240.0
2019-03-06,3.01,62985.6,155.534,1124.0,104.0,1.18,14.2,732000.0,246960.0,7.37,495000.0,3060.0,58.661,4.01,391.2,408.304,13.25,395.5,48.9,2120.58,128028.0,7.5,30.0,1992.96,24247.5,124284.0,22.004,17.02,2384.85,1297.5,279.5,230.0
2019-03-07,2.94,62640.0,151.92,1140.0,103.6,1.23,14.8,702000.0,245120.0,7.46,489500.0,3000.0,59.643,3.79,394.4,388.55,13.44,410.5,43.47,2150.28,162720.0,7.2,29.8,1920.77,23970.0,123003.0,21.771,15.65,2494.05,1320.0,284.0,235.0
2019-03-08,2.83,57384.0,149.242,1160.0,96.8,1.2,17.5,675000.0,231840.0,7.45,349800.0,2940.0,56.453,3.72,410.4,387.5,13.29,406.5,44.7,2197.8,152640.0,7.0,29.0,2035.2,24210.0,127167.0,21.674,16.42,2486.25,1327.5,285.0,226.75
2019-03-11,3.03,59040.0,152.64,1142.0,98.0,1.19,17.5,714000.0,231840.0,7.62,360800.0,2900.0,57.146,3.73,424.0,400.0,13.66,431.0,45.3,2343.38,145440.0,7.12,28.0,2592.0,23625.0,128128.0,22.149,17.12,2486.25,1323.75,276.5,230.0
2019-03-12,2.94,59666.4,148.32,1200.0,100.0,1.19,19.9,690690.0,241920.0,7.73,336600.0,3000.0,57.435,3.79,418.4,375.05,13.63,410.5,44.1,2554.2,144000.0,7.2,42.4,2656.0,24900.0,123619.0,22.362,16.43,2373.15,1327.5,287.5,226.25
2019-03-13,3.03,57096.0,155.52,1170.0,102.8,1.2,19.7,696000.0,239400.0,7.78,298100.0,3160.0,55.47,3.74,415.2,406.2,13.81,402.5,48.0,2415.2,151200.0,7.28,40.0,2579.2,26175.0,127058.0,22.255,16.53,2496.0,1346.25,285.0,219.95
2019-03-14,2.97,57600.0,158.4,1170.0,114.4,1.15,18.5,690000.0,239400.0,7.15,291500.0,4300.0,55.223,3.67,439.2,425.0,13.87,420.5,46.962,2488.32,145440.0,7.6,38.4,3187.2,26013.0,127487.0,21.915,16.21,2548.65,1350.0,279.5,221.5
2019-03-15,3.01,62006.4,165.6,1186.0,109.6,1.15,22.5,690000.0,257040.0,7.37,303600.0,4200.0,54.487,3.64,456.8,417.75,13.62,433.5,42.3,2494.8,152856.0,7.32,38.0,2828.8,26250.0,126846.0,21.721,16.09,2652.0,1526.25,273.0,215.55
2019-03-18,3.02,64209.6,181.44,1226.0,114.0,1.16,23.3,675000.0,269640.0,7.0,331100.0,4160.0,53.015,3.63,452.0,450.0,13.4,427.0,40.2,2664.14,152784.0,7.2,41.6,2598.4,32625.0,126526.0,21.731,16.39,2652.0,1571.25,276.5,187.5
