Date,AAPL.US,MSFT.US,GOOGL.US,META.US,JNJ.US,UNH.US,PFE.US,JPM.US,BAC.US,BLK.US,GS.US,AMZN.US,HD.US,MCD.US,CAT.US,LMT.US,HON.US,XOM.US,CVX.US,COP.US
2015-11-19,26.8756,47.5799,37.8597,106.26,84.4941,95.0669,24.9589,55.5846,15.3274,282.411,169.056,33.0635,107.398,94.4568,57.6826,183.577,80.9257,57.4478,67.1685,43.9868
2015-11-20,26.9959,47.7996,38.7097,107.32,85.1081,97.0998,24.8729,55.4883,15.2911,285.064,167.656,33.4225,110.244,94.981,58.604,185.304,81.3755,57.0842,65.8225,43.4678
2015-11-23,26.6342,47.7996,38.6948,106.95,85.3542,96.3675,24.2172,54.946,15.1359,285.664,165.666,33.9495,112.178,95.4285,58.5033,185.285,80.5692,57.4343,66.5598,43.7559
2015-11-24,26.8973,47.8533,38.3426,105.74,84.7412,97.2902,24.707,54.8616,15.1359,280.626,165.234,33.5575,113.139,95.276,58.818,185.58,79.4755,58.5798,67.5527,45.4316
2015-11-25,26.7021,47.357,38.3241,105.41,84.6756,98.3049,25.4059,54.9294,15.1115,283.631,165.626,33.767,114.023,95.3803,58.891,185.069,79.8327,58.1278,67.1968,44.6594
2015-11-27,26.6479,47.5709,38.4591,105.45,85.0139,98.239,25.3434,55.1838,15.1458,281.847,166.802,33.663,114.111,95.9674,58.669,186.532,80.1569,58.1141,66.829,43.9182
2015-11-30,26.7663,47.9401,38.0047,104.24,84.0793,96.8732,25.3288,54.78,15.1045,286.07,166.989,33.24,113.355,95.9094,59.846,180.949,80.071,58.4214,67.5294,44.3889
2015-12-01,26.5366,48.7068,39.0479,107.12,85.0079,99.9296,25.9855,55.5453,15.4335,286.191,169.644,33.953,114.356,96.1602,58.9493,181.801,80.2314,58.5878,68.3907,44.8489
2015-12-02,26.3109,48.6979,38.752,106.07,84.7511,101.544,25.4283,54.7632,15.3078,283.954,167.185,33.8005,113.777,95.5436,58.5132,180.782,79.4194,56.912,66.7393,43.1587
2015-12-03,26.0655,47.8094,38.2713,104.38,83.7017,99.2562,25.033,54.0588,15.0318,278.474,162.735,33.3125,111.383,95.276,57.3689,177.907,78.8845,56.0961,65.7026,42.3835
2015-12-04,26.9318,49.3164,38.8197,106.18,85.5082,101.621,25.3492,55.7722,15.4679,285.433,166.959,33.632,114.425,97.6336,57.6481,180.311,80.5457,56.419,66.3404,42.0385
2015-12-07,26.7613,49.2286,38.5099,105.61,85.8151,100.054,25.2429,55.0472,15.244,281.228,162.98,33.4915,113.895,97.8194,56.3173,180.919,80.2564,54.9446,64.5438,40.2314
2015-12-08,26.7484,49.2108,38.617,106.49,85.054,100.025,25.1423,54.1866,14.9386,276.061,160.727,33.8665,113.806,97.9109,54.8129,180.664,79.0814,53.3925,63.9215,39.6661
2015-12-09,26.1572,48.4967,37.9898,104.6,84.8393,99.3031,24.9589,53.776,14.857,272.644,158.796,33.2395,112.158,97.9503,54.296,179.624,78.4878,54.1093,64.7808,39.8043
2015-12-10,26.2843,48.7528,37.8647,105.42,85.2443,100.301,25.0096,53.8998,14.9473,273.169,160.021,33.116,112.747,98.4617,54.6817,180.722,78.3862,54.1491,66.0351,40.4198
2015-12-11,25.6093,47.6833,37.3855,102.12,84.448,100.099,24.7783,52.6353,14.5379,255.398,155.159,32.0075,110.961,97.5254,53.9004,179.33,75.6707,53.1854,63.9215,39.527
2015-12-14,25.4448,48.6365,37.9893,104.66,84.8393,99.9981,24.8729,52.7994,14.5969,252.858,155.012,32.8955,112.266,97.6915,54.4657,178.809,76.2486,54.3932,66.0585,40.6768
2015-12-15,24.9982,48.6883,37.8672,104.55,86.4809,101.516,24.9335,54.3026,15.1349,260.723,159.923,32.932,111.648,98.2551,54.9875,177.368,75.8548,56.8294,68.5964,41.5206
2015-12-16,25.1874,49.5119,38.6893,106.79,87.4036,102.559,25.1794,55.4795,15.4246,261.876,163.628,33.7885,113.051,98.9926,55.7865,179.604,80.1734,56.6261,69.0997,40.53
2015-12-17,24.6532,49.1317,38.3524,106.22,86.0651,102.892,24.9853,54.4498,15.0318,261.276,160.472,33.5325,111.697,98.7272,53.4634,177.72,78.8128,55.7742,66.9529,38.8292
2015-12-18,23.9919,47.7459,37.7058,104.04,84.6667,99.9683,24.7237,52.9094,14.5645,254.363,154.199,33.207,110.824,98.029,53.636,175.199,78.4412,55.289,66.4155,37.7189
2015-12-21,24.2809,48.3641,37.9026,104.77,84.3647,101.335,25.0868,53.8456,14.7461,257.59,156.189,33.2255,111.657,98.9046,53.7416,177.917,79.0359,55.2753,65.9951,37.0366
2015-12-22,24.2612,48.823,38.2179,105.51,85.3022,101.363,25.1336,53.9606,14.8403,261.507,158.227,33.1575,112.139,98.9244,56.3528,179.634,80.2389,55.5535,66.754,38.0078
2015-12-23,24.5735,49.2384,38.2866,104.63,85.9435,102.448,25.1648,54.8212,15.0681,268.725,160.756,33.185,113.188,99.8288,57.5751,179.908,80.8633,57.3702,69.3709,40.2643
2015-12-24,24.4453,49.1025,38.1537,105.02,86.1328,102.133,25.2116,54.7162,15.0063,266.952,160.353,33.1395,113.051,99.6617,57.1529,180.468,80.6175,56.7574,68.0697,39.9048
2015-12-28,24.1625,49.3515,38.9707,105.93,85.7288,102.123,25.0594,54.5364,14.8846,270.953,159.599,33.76,112.864,99.78,56.4949,180.331,80.3756,56.3344,66.8203,38.7547
2015-12-29,24.5982,49.8809,39.5547,107.26,86.3937,103.417,25.3726,55.0983,15.0131,271.856,161.264,34.6985,113.689,100.882,56.996,182.028,81.1479,56.63,67.4796,39.2312
2015-12-30,24.2789,49.6689,39.3723,106.22,86.1858,102.644,25.3131,54.7072,14.8168,270.639,159.923,34.4535,113.405,100.341,56.5856,181.478,80.479,55.8812,66.6204,38.2706
2015-12-31,23.8177,48.9353,38.76,104.66,85.3101,101.544,24.9501,54.2504,14.6233,269.408,158.373,33.7945,112.492,99.2586,55.9849,179.29,79.7836,55.7675,66.5258,38.3431
2016-01-04,23.8381,48.3376,37.8348,102.22,83.4527,100.49,24.6935,52.6186,14.2776,263.559,155.649,31.8495,111.491,98.7962,56.0085,176.023,79.0121,55.4163,65.7026,38.4997
2016-01-05,23.2372,48.5564,37.9389,102.73,83.7948,100.698,24.8729,52.708,14.2776,264.233,152.984,31.6895,110.951,100.134,55.4235,180.203,79.6575,55.89,66.2672,38.9259
2016-01-06,22.7829,47.6755,37.8293,102.97,83.3752,99.6933,24.4289,51.9486,13.9712,261.23,149.22,31.6325,109.793,99.4937,54.5515,179.683,78.7557,55.4212,63.6484,37.2434
2016-01-07,21.821,46.0178,36.9162,97.92,82.4053,96.7476,24.268,49.8491,13.4695,249.807,144.644,30.397,106.663,97.1821,52.6703,176.092,76.4439,54.5353,61.3914,36.1832
2016-01-08,21.9353,46.1565,36.4135,97.33,81.5197,95.0766,23.9586,48.7281,13.2073,243.535,144.055,30.3525,105.396,97.0268,52.1365,175.768,75.8248,53.4353,60.736,35.5512
2016-01-11,22.292,46.1305,36.5211,97.51,81.0334,94.5923,24.0133,48.6574,13.3054,243.947,145.604,30.887,106.997,98.0486,50.6372,177.829,75.8188,52.7186,59.7284,33.7711
2016-01-12,22.6142,46.554,37.1324,99.37,81.5905,96.8991,23.9586,48.7625,13.3054,248.099,145.595,30.8945,108.439,98.6683,50.7447,179.938,76.3958,53.802,60.7477,33.0551
2016-01-13,22.0318,45.5509,35.8486,95.44,80.5764,94.275,23.4716,47.4225,12.947,241.01,139.704,29.0905,103.257,96.7503,50.1597,177.004,74.8013,54.1229,60.142,32.0297
2016-01-14,22.5168,46.8481,36.4374,98.37,82.1298,95.6082,24.0434,48.1357,13.0265,245.308,141.821,29.65,101.765,97.9896,51.2961,178.662,76.0647,56.6057,63.2027,33.8736
2016-01-15,21.9736,44.9789,35.3962,94.97,80.5577,94.3131,23.8102,47.1749,12.563,234.653,136.755,28.509,101.411,96.7789,49.9368,178.358,74.9228,55.5009,61.8762,32.3236
2016-01-19,21.8683,44.596,35.8241,95.26,80.9745,97.1842,23.7185,47.1484,12.3735,232.61,137.793,28.724,101.874,98.7272,49.2383,177.789,74.9807,54.6587,60.2766,29.896
2016-01-20,21.8978,44.7999,35.7982,94.35,79.5203,99.0644,23.6961,45.9114,11.8943,231.04,135.118,28.5885,99.0279,97.2805,49.0548,173.738,74.1395,52.3568,58.4048,28.5382
2016-01-21,21.7883,44.5266,36.2022,94.16,79.6742,97.9549,23.6345,45.6944,11.6085,229.366,133.245,28.751,102.256,98.9926,49.7888,174.032,74.4001,53.0133,59.9332,30.3116
2016-01-22,22.9445,46.1205,37.1384,97.94,80.349,98.6671,23.7351,47.1022,11.7803,237.822,137.823,29.819,104.385,99.4937,50.8651,175.081,75.3547,54.7804,61.7786,30.9378
2016-01-25,22.498,45.6792,36.5484,97.01,80.0596,97.8582,23.5721,46.0333,11.2609,229.229,132.795,29.8265,103.542,100.134,48.3011,174.218,74.3221,52.9267,59.8182,28.086
2016-01-26,22.6211,46.0178,36.5569,97.34,84.0303,98.3421,23.7019,47.2093,11.5644,236.761,135.706,30.0625,103.934,101.196,49.3448,173.325,75.8852,54.8737,62.2058,29.0319
2016-01-27,21.1369,45.1809,35.7494,94.45,84.8393,96.9562,23.5867,47.1749,11.6085,239.042,135.088,29.1675,103.414,101.54,48.6454,171.628,74.6909,53.8632,61.5923,29.7384
2016-01-28,21.2848,45.9195,37.2799,109.11,84.9275,96.1213,23.3398,47.3763,11.7578,236.695,138.009,31.7675,104.013,102.809,50.9479,170.647,75.4719,55.0808,63.5382,31.2228
2016-01-29,22.0199,48.5485,37.8592,112.15,86.7437,99.4063,23.5643,49.2095,12.2881,248.644,141.978,29.2805,106.987,104.008,51.9156,174.218,79.4991,55.6974,63.944,32.0954
2016-02-01,21.8171,48.2548,38.3993,115.09,86.6908,100.035,23.3183,48.6829,12.129,247.027,140.283,28.7405,107.585,104.707,52.2974,173.207,79.2531,54.5809,63.073,31.6993
2016-02-02,21.3735,46.7507,38.9044,114.61,85.8856,98.2685,23.2949,47.1651,11.4946,238.312,133.295,27.605,106.555,104.146,50.6046,173.766,77.5385,53.3633,60.0746,30.0487
2016-02-03,21.7992,46.0081,37.3336,112.69,86.4888,97.3278,23.1632,47.4814,11.3238,240.575,134.157,26.5535,105.299,102.071,52.7729,175.778,78.6926,56.1467,62.5764,31.7225
2016-02-04,21.9716,45.8667,36.3697,110.49,86.2897,98.5618,22.6392,48.3017,11.5143,248.182,137.519,26.813,103.002,101.373,55.0191,173.571,79.0043,57.1123,62.6984,29.0059
2016-02-05,21.3844,44.2441,35.0609,104.07,83.5016,96.4059,22.6607,47.7604,11.253,243.506,137.499,25.1065,98.9983,96.949,55.1513,174.994,78.6691,57.2924,61.291,27.0181
2016-02-08,21.613,43.582,35.0808,99.75,84.7127,94.9435,22.2966,46.7603,10.6638,232.167,131.11,24.405,95.1395,97.4968,53.8639,177.102,78.2208,58.0635,63.5898,28.2763
2016-02-09,21.6081,43.4678,34.9244,99.54,84.6843,95.9315,22.7152,46.4803,10.6009,233.053,130.277,24.1035,96.8421,98.3044,53.3233,178.348,79.1314,57.8117,61.3172,27.5795
2016-02-10,21.4424,43.8476,35.2148,101.0,84.4853,97.3278,23.0227,45.9194,10.4104,236.225,129.375,24.524,97.2435,98.7568,51.8298,176.67,79.0359,57.2844,61.408,26.5609
2016-02-11,21.3115,43.8301,35.1905,101.91,84.4647,95.4852,22.7396,43.8906,9.69748,232.785,123.641,25.191,96.3623,98.088,51.2231,171.068,78.2286,57.4673,61.37,26.3833
2016-02-12,21.3785,44.544,35.2168,102.01,84.5579,96.5014,22.9192,47.5473,10.382,242.739,128.405,25.354,98.9489,99.0716,52.6713,170.136,79.7118,58.4982,63.1753,27.2278
2016-02-16,21.9806,45.3898,35.7524,101.61,84.9717,99.3974,23.2706,48.2585,10.6471,248.819,130.933,26.055,101.588,100.124,54.3926,172.54,80.8555,58.6354,63.5128,27.1118
2016-02-17,22.3206,46.5698,36.4663,105.2,85.1257,102.094,23.1291,48.6043,10.9133,253.087,132.638,26.705,103.1,99.7005,56.1002,175.611,81.7486,59.1974,66.1307,28.0657
2016-02-18,21.8959,46.3659,35.7459,103.47,86.577,101.373,23.0686,47.8135,10.6383,250.012,129.836,26.25,102.04,98.442,55.1513,176.847,82.0113,59.5232,64.9505,27.8946
2016-02-19,21.8466,46.0385,35.9751,104.57,87.1174,101.563,23.0227,47.8223,10.5381,248.671,129.08,26.745,103.522,97.9109,54.5673,176.396,82.6428,59.5564,64.7798,27.2046
2016-02-22,22.0357,46.7759,36.3208,107.16,87.6332,104.66,23.456,48.4433,10.8966,250.352,130.766,27.975,104.474,98.8847,56.1426,177.515,81.0158,59.4775,66.516,28.512
2016-02-23,21.5392,45.4718,35.7349,105.46,87.0653,104.546,23.3868,46.4155,10.5656,245.179,127.336,27.647,105.907,98.2453,54.8652,177.652,80.2931,58.6431,63.5879,27.2472
2016-02-24,21.8604,45.6283,35.9148,106.88,87.8077,103.763,23.4345,46.4312,10.5381,243.673,127.944,27.702,106.86,98.3535,54.949,178.849,80.0228,58.8492,63.8571,27.2809
2016-02-25,22.0093,46.2847,36.3243,108.07,88.9924,104.593,23.8815,47.1484,10.7031,248.125,130.277,27.7575,107.899,99.4648,55.4413,181.694,80.7225,59.2042,63.8776,27.3601
2016-02-26,22.0426,45.5756,36.1121,107.92,88.4755,104.715,23.5994,47.5875,11.036,248.348,132.031,27.7615,107.359,99.0914,55.7757,180.722,79.8249,59.0176,63.1676,28.2387
2016-02-29,21.9925,45.2024,35.7319,106.93,88.0078,102.789,23.1632,46.5658,10.8789,246.822,131.981,27.626,105.563,99.1992,56.4673,179.526,78.5113,57.8612,62.4849,28.001
2016-03-01,22.8666,46.7114,36.9745,109.82,89.6779,105.019,23.4501,48.9629,11.4632,255.215,136.49,28.952,106.927,100.615,57.6244,181.458,82.0113,58.6801,64.4999,28.5219
2016-03-02,22.9167,47.0405,36.8405,109.95,89.5386,104.66,23.4032,49.4237,11.6969,258.522,136.089,29.0105,106.84,100.291,57.8681,180.684,82.5114,59.7031,65.2558,30.2004
2016-03-03,23.0913,46.5063,36.4474,109.58,89.2268,105.144,23.334,49.5897,11.7725,257.477,137.088,28.8745,107.85,98.7862,59.844,181.782,83.6548,59.4873,65.5475,31.9129
2016-03-04,23.4352,46.223,36.3791,108.39,89.1023,105.126,23.1935,49.6645,11.8098,257.951,138.44,28.757,106.81,99.1894,60.7545,181.939,83.7883,59.4056,65.8478,34.0339
2016-03-07,23.1732,45.3351,35.5112,105.73,89.2886,105.107,23.2559,49.5721,11.801,260.325,137.107,28.14,107.291,99.1696,62.3654,179.575,83.2416,60.9742,67.9011,34.2641
2016-03-08,22.9807,45.8861,35.5477,105.93,88.8571,105.01,22.9192,48.6122,11.3905,255.287,133.805,28.013,108.39,100.241,59.8272,179.173,83.3284,59.6535,66.4536,31.9622
2016-03-09,23.0025,46.9438,36.1395,107.51,89.3788,104.964,23.2159,48.8961,11.4632,261.591,132.314,27.9735,107.782,101.284,59.9476,180.016,84.4063,59.4873,69.5113,32.3187
2016-03-10,23.0145,46.2396,36.4762,107.32,89.6239,105.819,23.0997,48.4717,11.5741,258.939,133.275,27.9465,107.654,101.55,59.5214,180.154,83.965,59.3268,70.3491,32.3024
2016-03-11,23.2598,47.147,37.109,109.41,90.1084,108.419,23.8074,49.0759,12.0298,270.639,135.843,28.4805,109.861,102.897,60.7229,180.555,84.4827,59.3345,70.8291,33.5373
2016-03-14,23.319,47.2368,37.3765,109.89,90.0652,108.534,23.4969,48.8961,11.8962,269.178,135.481,28.6685,110.166,104.058,60.6657,180.183,84.0824,59.4941,70.5901,33.1149
2016-03-15,23.7919,47.6099,37.3929,110.67,90.1554,108.191,23.0598,48.9629,11.8374,266.229,134.167,28.851,110.942,104.482,60.4201,180.555,84.2171,59.7897,70.5979,32.9641
2016-03-16,24.1005,48.282,37.7313,112.18,89.8397,108.229,22.6704,48.7281,11.6085,266.182,132.864,28.7135,111.579,104.559,62.0063,181.517,84.6014,59.8257,71.4435,34.6515
2016-03-17,24.062,48.5584,37.787,111.02,89.2886,107.926,22.9027,48.5887,11.689,272.449,134.961,27.972,111.912,104.245,63.3085,182.381,86.0052,60.7126,72.5573,35.5967
2016-03-18,24.0906,47.5192,37.6341,111.45,89.921,109.816,22.9895,50.0221,12.0298,272.948,139.107,27.604,112.325,105.051,62.9484,183.774,86.8345,60.7865,73.1562,35.6024
2016-03-21,24.0877,47.8504,37.9704,111.85,89.7318,109.835,23.4735,50.0033,12.071,272.485,137.921,27.699,112.031,104.826,63.2987,184.078,87.304,60.3673,72.2208,35.242
2016-03-22,24.2729,48.0358,37.8652,112.25,89.8122,110.945,23.7145,49.8216,12.0033,271.071,136.089,28.024,111.657,104.836,63.0174,183.617,87.5318,60.7291,71.5176,34.694
2016-03-23,24.1389,47.946,37.7412,112.54,90.7713,112.476,23.5673,49.5721,11.8786,270.295,135.98,28.4815,111.393,105.15,61.4559,184.078,86.9299,60.4607,70.0887,32.9808
2016-03-24,24.0354,48.1628,37.6056,113.05,90.6086,111.46,23.4813,49.1939,11.9315,266.348,135.039,29.1475,111.579,104.353,62.8015,181.36,86.2382,60.626,71.03,33.1391
2016-03-28,23.9278,47.565,37.5279,113.69,90.5448,111.735,23.2472,49.1289,11.8786,268.438,135.765,28.9935,112.059,104.255,62.8251,182.234,86.4608,60.7992,70.9022,32.8376
2016-03-29,24.4976,48.6043,38.1562,116.14,91.2999,112.505,23.456,48.8215,11.7067,270.833,136.823,29.693,113.277,104.963,63.4013,183.647,86.6779,61.0219,71.382,32.7922
2016-03-30,24.9224,48.9043,38.2782,114.7,91.1537,112.37,23.4735,49.3815,11.7588,271.997,138.126,29.9345,114.111,106.537,63.8165,185.481,86.8957,61.017,71.3314,33.1691
2016-03-31,24.7912,49.0645,38.0072,114.1,90.5164,111.716,23.1368,48.9797,11.7912,271.369,138.538,29.682,114.121,106.409,63.8402,184.285,86.7909,60.3459,71.4435,33.3305
2016-04-01,25.0179,49.3682,38.3446,116.06,91.3362,112.589,23.4501,49.5151,11.8294,272.948,141.057,29.925,115.327,107.519,64.0503,185.599,87.7331,59.8909,70.5901,32.9246
2016-04-04,25.2741,49.2449,38.1178,112.55,90.8331,112.2,23.98,49.3265,11.7813,269.723,139.234,29.6595,115.327,108.012,63.1586,186.452,87.2163,60.0368,69.9649,32.3602
2016-04-05,24.9814,48.4716,37.7915,112.22,91.1361,110.091,24.4827,48.6221,11.5044,266.765,137.107,29.307,115.083,107.845,62.7531,187.718,86.5912,59.3501,69.3982,32.31
2016-04-06,25.2387,48.9696,38.2648,113.71,91.5352,110.955,25.7084,48.9993,11.5741,268.676,136.97,30.104,115.838,107.963,62.7383,188.532,87.6015,60.1436,71.0241,33.7248
2016-04-07,24.6879,48.3836,37.8687,113.64,91.4106,109.95,25.5727,47.7565,11.2068,261.646,132.746,29.5715,114.493,108.484,61.8643,188.395,86.5044,59.4639,70.9841,33.3605
2016-04-08,24.7173,48.3485,37.8363,110.63,91.2645,108.905,25.3707,48.1073,11.2334,264.224,132.638,29.73,114.298,108.357,62.0143,188.238,86.852,60.0727,72.138,34.1249
2016-04-11,24.7982,48.2458,37.7402,108.99,91.1537,109.484,24.8926,48.4914,11.3129,265.305,134.324,29.7965,113.709,108.002,62.249,186.874,86.713,60.1515,71.3225,34.0891
2016-04-12,25.1214,48.5505,38.078,110.61,91.6725,109.892,24.951,49.3893,11.5741,270.36,136.176,30.1585,114.906,108.05,63.4713,187.983,87.5754,60.8945,73.0236,35.9775
2016-04-13,25.4808,49.1737,38.4561,110.51,91.9206,110.727,25.4029,51.4849,12.0298,277.504,141.087,30.741,114.474,107.402,66.0016,188.307,88.8885,61.2407,73.0899,36.0663
2016-04-14,25.4938,49.1816,38.6295,110.84,91.8922,110.911,25.4877,52.148,12.3323,282.78,142.028,31.0375,114.896,107.953,65.9345,187.551,88.7224,61.6744,73.3718,36.5958
2016-04-15,24.9914,49.4365,38.8592,109.64,92.1775,110.358,25.3707,51.5497,12.2125,285.046,139.92,31.2945,115.446,108.18,66.0351,187.856,88.8013,61.3428,72.811,36.1678
2016-04-18,24.4523,50.1593,39.2418,110.45,92.7934,110.766,25.4556,51.8808,12.3578,285.246,140.341,31.7675,117.006,109.085,66.1012,188.984,89.4405,61.9254,73.9141,37.2434
2016-04-19,24.3183,50.0957,38.6723,112.29,94.2458,113.092,25.6762,52.7572,12.6033,290.571,143.556,31.395,115.838,109.094,67.0522,188.425,89.7126,62.2375,75.2631,38.9473
2016-04-20,24.3704,49.3857,38.6061,112.42,95.0254,116.074,25.9387,53.5214,13.0237,292.345,147.369,31.6495,115.603,108.798,66.5107,188.493,89.2386,62.6644,76.1515,38.9635
2016-04-21,24.1005,49.5548,38.9159,113.44,95.0156,115.231,25.9474,52.9929,12.9971,290.081,145.908,31.55,115.102,106.497,66.2502,188.051,89.0201,62.6576,75.938,38.261
2016-04-22,24.0384,46.0014,36.7553,110.56,94.7968,116.238,25.9738,53.2975,13.1797,291.2,147.143,31.025,116.034,106.252,65.9621,188.699,88.4507,63.1896,76.3915,39.4119
2016-04-25,23.9025,46.2933,36.9765,110.1,94.9685,115.933,25.924,52.9929,13.0491,289.765,145.683,31.31,116.024,107.913,64.6747,188.238,87.7506,63.0467,76.0199,38.2967
2016-04-26,23.7359,45.6976,36.1375,108.76,94.4458,116.331,25.803,53.264,13.162,291.588,146.379,30.844,115.75,108.11,65.3998,193.115,88.9329,63.2625,76.5973,39.7898
2016-04-27,22.2487,45.2552,35.9427,108.94,94.3133,115.088,25.7611,53.4154,13.1002,292.808,147.31,30.3285,116.113,108.601,66.266,194.37,89.4228,63.8616,77.7717,39.8168
2016-04-28,21.5705,44.332,35.1226,116.73,94.0869,114.469,25.6917,52.9929,12.9009,285.912,144.996,30.1,113.512,108.317,65.4817,193.625,88.7924,63.5513,76.6841,39.4534
2016-04-29,21.3214,44.3147,35.2661,117.58,93.7741,114.128,25.5347,52.655,12.7004,283.906,144.839,32.9795,114.513,107.088,65.457,193.301,88.5297,63.8197,76.5203,39.5531
2016-05-02,21.2977,44.9631,35.5915,118.57,94.3046,114.489,25.6059,53.1462,12.8852,288.029,146.682,34.1925,116.348,108.534,65.5576,194.036,88.8356,64.3459,77.364,38.7742
2016-05-03,21.6504,44.2247,35.2941,117.43,94.2555,114.783,26.3085,52.1254,12.5248,283.428,143.968,33.566,115.043,108.681,64.3128,195.252,88.7138,63.6107,75.8765,37.3119
2016-05-04,21.4236,44.3047,35.44,118.06,93.8771,114.431,26.0763,51.2982,12.3234,280.616,141.282,33.549,115.593,109.506,62.5282,196.352,87.4877,63.4842,75.3293,35.9271
2016-05-05,21.336,44.3693,35.6064,117.81,94.4164,114.668,26.2061,51.0221,12.2566,280.555,140.773,32.9525,115.17,109.467,61.303,198.098,88.0221,63.5571,75.9546,35.7608
2016-05-06,21.2198,44.7668,36.128,119.48,94.3046,114.44,26.2129,51.3237,12.3067,283.668,140.175,33.6975,116.064,110.548,61.7864,199.865,88.1532,63.8976,76.2775,35.3889
2016-05-09,21.2358,44.4826,36.3248,119.24,95.1391,114.964,26.4033,50.9985,12.2036,282.845,139.019,33.9875,116.505,110.795,59.6121,199.923,87.6718,63.9413,75.1489,34.47
2016-05-10,21.3785,45.3254,36.8355,120.5,95.9158,115.761,26.3847,51.6902,12.4766,287.002,142.458,35.1535,117.595,111.386,61.0672,203.268,89.037,64.9644,75.8356,35.4817
2016-05-11,21.1725,45.3529,36.3955,119.53,95.6765,113.272,26.1182,51.4977,12.3833,281.92,140.694,35.678,114.837,109.359,61.0031,201.18,88.3988,64.6541,75.738,36.1504
2016-05-12,20.6729,45.761,36.272,120.28,95.552,112.428,26.1397,51.4672,12.3323,283.344,139.499,35.8965,114.769,110.157,60.3895,203.759,88.4686,65.2795,76.4754,36.192
2016-05-13,20.7131,45.38,36.1106,119.81,95.0067,111.791,26.1397,50.9907,12.1064,276.716,137.098,35.496,113.826,109.065,59.0133,201.444,87.7067,64.5423,75.4464,35.6024
2016-05-16,21.485,46.0483,36.3831,118.66,95.7314,113.225,26.291,51.3739,12.1496,280.341,137.137,35.533,115.75,109.743,59.5461,202.112,88.9596,65.2066,76.5973,36.4819
2016-05-17,21.3943,45.1887,35.8764,117.35,95.2264,112.268,26.0148,51.3739,12.2222,277.929,136.49,34.7635,112.904,108.1,59.839,200.904,88.4944,65.1783,76.2453,36.2345
2016-05-18,21.6406,45.4574,35.9586,117.65,95.0351,113.102,26.1251,53.3554,12.8145,281.653,141.164,34.8725,112.707,106.861,59.4533,200.943,87.7681,65.0471,75.7233,36.074
2016-05-19,21.558,45.0187,35.6364,116.81,94.3889,112.664,26.291,52.8151,12.675,279.333,136.539,34.926,112.667,106.065,58.4777,198.746,87.4792,65.5975,75.5664,36.0934
