Date,ADTX.US,BGMS.US,BKYI.US,BLNE.US,BOXL.US,CODX.US,CYPH.US,DVLT.US,ENTO.US,EQ.US,FRGT.US,GNPX.US,GREE.US,HBIO.US,HYPD.US,IBIO.US,IRWD.US,KALA.US,LMFA.US,PHIO.US,QCLS.US,RLMD.US,RNTX.US,SBLX.US,SLRX.US,SONN.US,SSP.US,STIM.US,TPST.US,TRAW.US
2022-01-03,1306732003.0,16020.0,39.78,364.0,56.4,9.31,33.5,22200.0,20916.0,4.19,59620.0,7000.0,172.9,7.14,319.2,303.05,11.95,68.5,29.4,117.72,18150.0,23.67,11.914,221.44,1594.5,1077.75,20.17,4.52,70.85,70.5
2022-01-04,1244582003.0,14652.0,40.32,350.0,54.8,9.61,32.6,21150.0,19908.0,3.6,58520.0,5580.0,173.3,7.04,309.6,282.5,11.73,63.5,29.28,118.8,17100.0,22.94,12.076,211.2,1612.2,1083.66,20.18,4.28,70.85,64.25
2022-01-05,1107852003.0,14868.0,39.78,328.0,52.8,9.42,29.5,19800.0,19278.0,3.41,55000.0,4540.0,163.1,6.65,289.6,270.0,11.49,57.5,27.48,113.4,16200.0,21.46,11.198,193.28,1558.2,1017.63,19.55,4.13,65.0,59.0
2022-01-06,1127514003.0,14328.0,40.5,332.0,50.0,9.22,28.3,20250.0,18522.0,3.47,55000.0,4420.0,160.1,6.89,287.2,270.0,11.65,54.0,28.08,106.38,15600.0,21.35,10.572,197.12,1463.7,980.424,19.82,3.9,60.97,59.25
2022-01-07,1082540003.0,14076.0,40.86,328.0,49.2,9.28,28.9,19200.0,18270.0,3.46,59400.0,4440.0,158.9,6.66,290.4,262.45,11.8,54.0,27.78,104.36,15330.0,20.91,10.0,197.76,1462.2,960.712,20.11,3.76,60.125,57.5
2022-01-10,1042990003.0,13212.0,39.06,328.0,46.4,9.33,29.7,18750.0,17892.0,3.47,53900.0,4720.0,159.6,6.63,288.0,258.15,11.9,53.0,27.48,102.611,15150.0,20.8,9.8,193.28,1409.7,938.784,20.05,4.32,58.63,57.75
2022-01-11,1106948003.0,13212.0,42.66,374.0,48.8,9.27,31.4,20100.0,18522.0,3.58,55220.0,4700.0,158.8,6.55,288.0,260.1,11.58,52.5,27.48,111.24,15510.0,20.52,10.17,203.52,1485.6,911.68,19.79,4.28,57.72,58.75
2022-01-12,1059940003.0,13176.0,42.3,346.0,47.6,9.49,29.8,20700.0,18396.0,3.6,56100.0,5280.0,159.9,6.49,288.0,250.0,11.42,51.0,26.64,100.127,15090.0,19.87,10.294,195.84,1477.5,890.488,20.26,4.15,58.76,56.25
2022-01-13,1028300003.0,13140.0,41.22,324.0,45.6,8.87,28.3,19650.0,18270.0,3.76,59400.0,4560.0,147.9,6.28,280.0,246.25,11.36,52.5,25.56,95.58,14160.0,18.73,9.848,188.16,1463.7,874.472,21.71,3.99,54.6,55.75
2022-01-14,1033950003.0,13032.0,39.42,320.0,44.4,8.86,28.4,20100.0,17766.0,3.67,54560.0,4520.0,145.9,6.06,288.0,257.5,11.72,52.0,24.96,95.4828,14580.0,19.86,9.794,188.16,1410.0,862.4,21.54,4.01,53.43,55.5
2022-01-18,997338002.0,12744.0,39.24,308.0,43.2,8.48,27.2,19200.0,17010.0,3.7,54560.0,4260.0,142.4,5.76,280.0,240.0,10.94,46.905,24.48,95.04,13440.0,18.88,8.992,174.08,1416.9,845.648,20.62,3.77,46.41,53.5
2022-01-19,974738002.0,11952.0,39.42,292.0,44.0,8.4,28.5,18150.0,16632.0,3.86,53020.0,4160.0,145.1,5.63,272.0,240.0,11.19,46.005,24.24,95.04,13170.0,19.26,9.018,167.68,1500.0,862.152,20.38,3.71,50.83,51.75
2022-01-20,993722002.0,11628.0,39.78,284.0,42.0,8.26,23.9,17850.0,16632.0,3.88,55000.0,4040.0,141.8,5.53,262.4,225.0,10.92,43.675,24.12,95.04,12210.0,18.77,9.4,161.28,1440.0,884.328,19.65,3.71,49.79,51.25
2022-01-21,894056002.0,11268.0,37.17,248.0,42.4,7.49,21.1,17250.0,15750.0,3.95,50160.0,3640.0,119.7,5.76,256.0,220.0,10.99,40.525,21.96,92.9124,12030.0,18.57,8.302,151.04,1358.4,795.872,19.67,3.56,47.45,46.75
2022-01-24,818120002.0,11016.0,37.08,242.0,42.4,7.3,20.2,16050.0,15120.0,3.97,49940.0,3780.0,114.9,5.92,253.6,227.5,11.2,43.355,22.02,88.5708,12450.0,18.46,8.202,147.2,1403.7,773.696,20.33,3.55,48.6213,47.25
2022-01-25,1028074003.0,11232.0,37.26,242.0,43.6,7.21,19.8,17850.0,15246.0,4.0,47080.0,3900.0,113.0,5.69,261.6,240.0,11.14,44.495,20.64,94.7484,12030.0,18.8,8.202,152.32,1410.0,788.973,20.3,3.45,49.933,46.75
2022-01-26,1026718003.0,11520.0,37.26,222.0,42.8,6.93,19.2,18150.0,15498.0,4.1,44448.8,3880.0,112.4,5.62,250.4,230.0,10.85,42.635,19.74,93.528,11940.0,18.44,9.28,145.92,1318.8,757.187,19.65,3.52,48.88,46.0
2022-01-27,896994002.0,11304.0,36.9,214.0,41.6,6.56,17.6,16800.0,15120.0,3.9,41800.0,3700.0,107.3,5.59,236.8,215.0,10.64,38.55,19.02,87.4152,12210.0,17.42,8.4,134.4,1246.8,719.488,19.44,3.4,44.46,42.0
2022-01-28,938126002.0,11088.0,38.16,200.0,41.2,6.87,17.1,16891.5,15120.0,3.65,41800.0,3660.0,110.2,5.74,238.4,222.6,10.95,39.445,19.2,85.536,11880.0,17.51,8.332,142.08,1290.0,726.88,20.32,3.45,48.1,43.5
2022-01-31,995530002.0,11448.0,39.42,238.0,44.8,7.1,19.4,17700.0,16128.0,3.92,43230.0,3980.0,115.9,5.82,246.4,239.3,11.15,44.235,21.0,94.4676,13140.0,18.39,9.32,152.32,1350.0,805.728,20.5,3.58,51.61,48.75
2022-02-01,1061974003.0,12420.0,39.78,242.0,45.6,7.26,21.2,18900.0,17766.0,3.95,48180.0,4100.0,126.6,5.98,250.4,226.6,11.12,44.455,21.48,92.448,13830.0,18.29,9.204,165.12,1449.0,833.816,20.38,3.62,51.09,50.25
2022-02-02,963664002.0,12132.0,39.96,199.88,43.6,6.97,20.2,18000.0,17262.0,4.01,48400.0,4000.0,111.5,6.09,235.2,215.3,11.04,41.025,22.74,95.04,12900.0,17.16,9.134,154.88,1428.0,788.48,20.38,3.49,48.49,46.25
2022-02-03,949200002.0,11700.0,38.52,172.02,41.6,6.83,19.2,17850.0,16506.0,3.94,45320.0,4040.0,109.5,5.79,233.6,200.05,11.26,38.035,20.52,94.0248,12210.0,16.72,8.746,147.2,1368.0,757.68,20.52,3.28,47.32,43.75
2022-02-04,965698002.0,11700.0,37.62,170.0,43.2,6.87,19.9,19500.0,17136.0,4.04,44880.0,4400.0,120.5,5.92,234.8,209.2,11.05,39.4,22.56,96.7464,13080.0,16.97,8.88,152.32,1431.0,780.842,20.45,3.28,46.605,45.25
2022-02-07,944228002.0,12096.0,37.62,156.3,47.2,6.9,21.4,18300.0,18270.0,4.0,47960.0,4520.0,125.2,6.01,236.0,206.5,11.12,38.605,23.64,97.1676,12870.0,18.0,9.09,151.04,1443.0,781.088,20.71,3.27,46.15,45.5
2022-02-08,971800002.0,12528.0,37.98,175.16,46.4,6.93,20.6,19500.0,18963.0,4.1,49500.0,4520.0,126.9,6.13,247.2,210.0,11.1,37.465,23.94,94.824,12210.0,17.97,8.72,149.76,1467.3,745.36,21.28,3.15,45.89,44.5
2022-02-09,989880002.0,13500.0,39.4704,192.6,48.8,7.11,22.5,19650.0,20034.0,4.14,52360.0,4620.0,129.5,6.07,265.6,210.0,11.29,39.5,24.84,101.52,13170.0,19.03,8.88,163.84,1520.4,761.376,21.89,3.17,47.32,44.75
2022-02-10,986716002.0,13212.0,40.14,206.0,48.4,7.05,23.3,19200.0,20034.0,4.05,65450.0,4560.0,124.3,5.8,264.0,195.0,11.01,38.11,23.58,103.594,12900.0,18.55,8.802,163.84,1468.2,756.448,22.17,3.19,42.77,42.25
2022-02-11,929990002.0,12312.0,39.6,208.0,44.8,6.94,22.1,17700.0,18837.0,4.06,50160.0,4500.0,115.5,5.67,257.6,186.35,10.86,35.645,22.5,96.8004,13410.0,18.48,8.54,154.88,1410.0,731.069,22.21,3.04,42.25,40.75
2022-02-14,892926002.0,12564.0,38.34,204.0,44.0,6.55,22.4,18300.0,18018.0,3.76,50160.0,4400.0,111.6,5.59,248.0,195.2,10.67,34.92,20.34,90.1368,13260.0,19.38,8.6,149.76,1350.3,731.315,22.19,3.01,39.65,41.0
2022-02-15,958240002.0,13284.0,38.34,206.0,49.6,6.88,24.0,19350.0,20664.0,4.0,34200.0,4720.0,117.1,5.49,254.4,190.0,10.9,38.53,22.2,93.0096,15180.0,20.0,8.722,160.0,1365.3,758.912,23.13,3.19,45.11,42.75
2022-02-16,963664002.0,13536.0,38.7792,214.0,50.4,6.65,23.0,18975.0,20284.7,4.17,33000.0,4760.0,115.0,5.6,247.2,188.45,11.0,38.64,21.3,97.2,14550.0,19.35,8.848,160.0,1377.3,754.478,22.99,3.2,46.8,43.75
2022-02-17,890440002.0,13320.0,38.7,204.0,48.8,6.27,21.5,19350.0,18900.0,4.19,32000.0,4400.0,104.05,5.31,240.0,180.5,10.61,36.06,19.92,94.5432,13950.0,18.69,8.45,165.12,1320.0,727.126,22.53,3.0,43.42,41.0
2022-02-18,836652002.0,12096.4,37.5516,206.0,49.6,6.12,20.9,17850.0,18774.0,3.67,32000.0,4420.0,96.1,5.23,220.0,170.25,10.72,35.76,19.32,90.0288,13320.0,18.27,8.212,153.6,1288.8,755.709,22.01,2.89,42.77,40.5
2022-02-22,853150002.0,12168.0,36.72,200.0,48.4,5.84,20.3,17550.0,16254.0,3.69,32200.0,4280.0,87.3,5.34,218.4,163.15,10.87,33.965,17.7,89.0136,12330.0,18.27,8.0,142.08,1200.0,715.053,21.75,2.91,44.2,39.75
2022-02-23,824448002.0,11592.0,36.9,194.78,46.0,5.6,19.3,17253.0,15876.0,3.7,28400.0,4100.0,86.5,5.16,232.0,154.9,10.77,30.775,16.32,89.4672,11160.0,19.5,7.794,134.4,1180.2,704.95,21.51,2.96,43.29,38.0
2022-02-24,877558002.0,11484.0,40.14,192.0,46.4,5.75,20.4,19200.0,16002.0,3.79,25817.0,4440.0,89.6,5.2,240.0,163.65,10.97,34.3,18.48,86.9616,11790.0,20.46,8.102,147.2,1161.0,699.037,22.06,3.33,40.04,39.875
2022-02-25,825578002.0,12060.0,41.58,210.0,46.0,5.73,20.0,18450.0,15876.0,3.98,24100.0,4460.0,90.3,5.37,236.0,164.95,11.04,33.96,18.18,91.1196,12000.0,20.55,8.4,145.92,1199.7,690.166,21.78,3.35,41.47,40.25
2022-02-28,832358002.0,11700.0,39.78,218.0,46.0,5.8,19.9,18300.0,14931.0,3.76,22050.0,4560.0,95.8,5.4,224.0,160.0,10.76,33.1,17.82,87.48,11970.0,20.51,8.532,162.56,1200.3,717.024,22.26,3.34,42.38,40.5
2022-03-01,874168002.0,12240.0,40.32,204.0,45.6,5.84,19.5,18300.0,14868.0,3.59,21400.0,4540.0,97.5,5.48,224.8,165.25,10.69,32.66,18.24,88.668,11430.0,20.24,8.326,149.76,1185.0,746.592,22.23,3.29,42.38,45.5
2022-03-02,922080002.0,12312.0,40.68,202.0,46.0,5.75,18.9,19950.0,14742.0,3.59,22700.0,4400.0,96.4,5.41,245.6,164.8,10.91,32.95,17.94,100.44,11400.0,20.91,9.0,153.6,1227.3,865.112,23.5,3.32,40.17,42.75
2022-03-03,854280002.0,12240.0,40.05,202.2,44.8,5.71,18.6,18900.0,14238.0,3.5,21100.0,4240.0,90.0,5.42,246.4,154.9,11.05,31.945,16.92,99.4572,11070.0,20.49,8.55,148.48,1173.0,826.176,22.74,3.23,39.78,40.75
2022-03-04,817216002.0,12600.0,38.34,186.5,41.6,5.53,18.1,18075.0,13608.0,3.48,19100.0,4280.0,83.4,5.42,240.8,147.5,11.21,31.09,16.8,87.4368,11040.0,20.6,8.518,140.8,1148.7,723.677,21.9,3.0,37.05,38.5
2022-03-07,757100002.0,11952.0,38.52,188.0,42.4,5.39,17.4,16800.0,13356.0,3.47,19900.0,4100.0,81.4,5.4,230.4,149.95,11.51,30.505,14.88,81.0,10530.0,21.05,8.002,151.04,1110.0,677.6,21.87,2.84,33.8,37.5
2022-03-08,775180002.0,11880.0,50.76,186.74,44.4,5.41,17.3,18133.5,13482.0,3.33,20100.0,4140.0,80.7,5.79,227.2,154.9,11.37,57.5,15.54,85.6224,10440.0,21.26,8.04,175.36,1152.0,680.064,22.22,2.87,32.5,38.0
2022-03-09,847500002.0,11916.0,44.46,190.0,47.2,5.64,18.2,18300.0,14742.0,3.57,19500.0,4360.0,90.8,6.25,232.0,182.25,11.47,56.5,17.88,89.6184,11040.0,22.31,8.25,170.24,1124.4,735.258,21.66,3.07,33.8,40.5
2022-03-10,850212002.0,11016.0,42.48,179.3,45.2,5.53,17.5,19200.0,14364.0,3.5,20656.0,4420.0,87.8,6.41,233.6,174.95,11.72,63.5,17.1,87.7608,10830.0,22.66,8.4,168.96,1500.0,738.954,20.93,3.05,30.68,41.0
2022-03-11,847274002.0,10584.0,38.7,210.0,43.6,5.23,17.4,16800.0,14364.0,3.5,20100.0,4220.0,79.8,6.21,229.6,177.0,11.67,84.5,16.38,83.1384,10290.0,22.24,8.34,160.0,1100.7,739.2,21.14,2.98,29.9,40.0
2022-03-14,779474002.0,10044.0,39.96,192.5,42.0,5.03,16.0,16650.0,13230.0,3.29,17600.0,3980.0,72.8,5.83,212.8,166.65,11.64,81.5,15.72,78.8616,10230.0,21.61,7.4,144.64,1110.0,687.456,20.28,3.02,29.51,36.5
2022-03-15,804560002.0,9756.0,38.88,179.56,43.6,5.69,16.8,17400.0,13356.0,3.28,17000.0,4040.0,73.6,5.89,216.0,160.85,11.93,91.5,14.88,86.4108,10020.0,22.25,8.062,144.64,1032.3,679.571,20.38,2.89,30.03,37.5
2022-03-16,865580002.0,10188.0,39.42,178.0,45.2,6.15,17.9,17550.0,13608.0,3.27,18500.0,4280.0,78.4,6.12,220.0,174.85,12.3,90.0,15.12,89.9208,10380.0,22.65,8.362,153.6,1071.0,1268.96,21.15,3.15,32.11,40.0
2022-03-17,858800002.0,10872.0,41.58,181.4,48.2,6.56,18.2,17700.0,13608.0,3.3,19710.0,4560.0,83.9,6.21,224.0,192.4,12.57,88.0,16.14,94.1004,10950.0,24.02,8.6,161.28,1171.8,1324.65,21.45,3.57,33.8,46.5
2022-03-18,960500002.0,11016.0,41.76,191.0,49.6,6.55,18.1,17700.0,13608.0,3.29,20501.0,4860.0,82.2,6.15,224.0,215.0,12.49,78.0,16.98,91.692,10530.0,24.08,8.8,172.8,1164.0,1108.8,21.61,3.51,34.45,44.0
2022-03-21,1041860003.0,11700.0,47.79,196.0,51.6,6.39,17.5,17700.0,13986.0,3.29,26300.0,4680.0,84.0,5.93,224.0,200.55,12.34,77.0,16.32,96.1632,10860.0,22.81,8.66,198.4,1154.7,1113.73,21.3,3.33,34.19,44.0
2022-03-22,1003440003.0,11808.0,45.54,199.6,52.8,6.47,18.6,17850.0,14364.0,3.29,25500.0,4760.0,88.1,5.96,224.0,204.55,12.54,79.5,17.04,97.2216,10770.0,23.33,8.8,190.72,1173.9,1106.09,21.38,3.32,37.05,45.5
2022-03-23,1150114003.0,11628.0,44.1,206.0,52.4,6.28,17.9,18610.5,14742.0,3.3,26300.0,4580.0,84.4,5.83,224.0,225.0,12.52,76.0,17.1,101.509,10500.0,23.33,8.768,193.28,1176.0,1007.78,20.71,3.14,38.61,46.75
2022-03-24,1166612003.0,11412.0,46.26,199.96,53.2,6.51,17.9,19050.0,14364.0,3.29,26700.0,4740.0,85.6,5.8,224.0,270.0,12.76,83.0,17.1,101.768,11010.0,25.1,9.202,181.76,1218.0,1023.54,21.28,3.13,41.34,47.0
2022-03-25,1033498003.0,11484.0,45.0,196.0,50.4,5.755,17.4,20250.0,14238.0,3.26,23800.0,4740.0,82.1,5.94,228.8,250.0,12.45,92.0,17.22,97.6536,11700.0,25.75,11.552,175.36,1230.0,961.208,21.62,3.0,49.53,49.5
2022-03-28,967280002.0,11340.0,45.0,189.98,49.2,6.15,17.1,21150.0,14742.0,2.99,22400.0,4540.0,91.0,5.92,240.0,227.5,12.74,87.5,18.48,96.3252,12540.0,25.76,10.696,168.96,1217.1,898.376,21.17,3.0,51.22,48.5
2022-03-29,957562002.0,11628.0,44.1,194.14,49.6,6.53,18.0,20400.0,14112.0,3.0,22400.0,4640.0,89.4,6.2,256.0,233.25,12.88,75.0,18.06,102.6,13620.0,25.75,10.2,174.08,1260.0,945.928,21.07,3.05,49.4,48.5
2022-03-30,958466002.0,11556.0,43.56,209.0,48.8,6.34,17.4,19200.0,13608.0,3.17,21200.0,4600.0,84.5,6.35,248.8,217.5,12.66,73.0,18.06,99.0252,13290.0,26.07,9.6,170.24,1250.1,919.32,20.88,3.06,45.5,47.0
2022-03-31,1031690003.0,10980.0,43.2,191.56,48.0,6.18,17.5,18750.0,13356.0,3.15,19300.0,4520.0,86.0,6.21,244.0,214.1,12.58,69.0,17.16,95.796,13980.0,26.99,10.248,163.84,1194.3,926.464,20.79,3.03,43.94,46.0
2022-04-01,1001180003.0,11196.0,42.3,196.14,46.0,6.18,18.4,19200.0,11970.0,3.19,26300.0,4460.0,115.2,6.23,260.8,216.05,12.54,65.5,18.0,94.392,14160.0,29.4,11.0,161.28,1200.0,919.072,21.02,3.12,41.6,46.25
2022-04-04,1006830003.0,11052.0,41.04,196.72,47.6,6.29,19.1,19050.0,12348.0,3.25,25100.0,4620.0,110.3,6.29,259.6,229.5,12.65,64.0,18.06,98.928,14340.0,29.96,11.9,171.52,1212.9,948.888,21.42,3.13,50.05,47.5
2022-04-05,1050900003.0,10692.0,40.86,195.36,46.8,5.95,18.6,19050.0,10904.0,3.26,24900.0,4300.0,107.4,6.2,251.2,211.35,12.47,61.0,17.46,98.361,13080.0,29.82,12.6,163.84,1246.8,951.104,21.02,3.25,50.57,46.0
2022-04-06,952138002.0,10476.0,40.68,194.32,45.6,5.87,17.6,18450.0,10237.5,3.15,25100.0,4240.0,89.5,6.32,245.6,204.0,12.44,57.0,16.56,97.2,12840.0,30.34,13.8,156.16,1156.5,965.888,20.58,3.19,53.95,45.25
2022-04-07,971800002.0,10368.0,39.78,224.0,45.2,5.89,17.5,18000.0,9828.0,3.13,22900.0,4140.0,86.8,6.42,244.0,200.45,12.72,53.5,15.78,97.9236,12060.0,29.13,13.68,147.2,1110.3,935.336,19.16,3.05,48.62,44.0
2022-04-08,926600002.0,10188.0,39.24,270.0,44.4,5.69,17.5,17400.0,9954.0,3.13,21000.0,4120.0,85.4,6.34,232.8,187.55,12.61,51.5,15.48,253.8,11610.0,26.53,13.5,147.2,1114.5,911.432,19.02,3.0,48.23,43.25
2022-04-11,886146002.0,9792.0,38.16,254.0,44.0,5.7,16.7,18450.0,9718.38,3.11,21900.0,4040.0,86.2,6.21,221.6,224.45,12.27,48.015,14.58,189.0,11760.0,25.4,12.264,147.2,1130.7,860.92,18.53,2.93,46.28,42.0
2022-04-12,840720002.0,8460.0,37.8,242.0,43.2,5.55,15.6,18450.0,9198.0,3.09,21500.0,3940.0,81.6,6.05,217.6,187.65,12.08,44.5,14.52,130.68,11670.0,25.07,12.128,147.2,1087.8,1039.81,18.52,2.92,45.5,40.75
2022-04-13,885694002.0,7380.0,38.88,224.0,44.0,5.68,16.8,18300.0,9544.5,3.09,23300.0,3980.0,84.9,6.01,219.2,198.8,12.28,42.995,14.94,147.96,11760.0,26.02,11.62,148.48,1087.2,889.008,18.53,3.01,43.94,42.0
2022-04-14,897220002.0,7380.0,37.98,216.0,42.4,5.63,15.9,18150.0,9447.48,2.98,23100.0,3980.0,81.9,5.88,224.0,183.75,12.32,42.63,14.34,128.52,11670.0,26.03,11.412,143.36,1071.3,813.368,18.04,3.01,44.33,40.25
2022-04-18,795520002.0,7164.0,38.88,200.0,42.0,5.24,14.3,17700.0,8540.28,3.07,24000.0,3660.0,78.6,5.77,224.8,172.05,11.86,39.37,13.98,133.92,12030.0,25.67,10.6802,139.52,1026.9,777.392,18.15,2.9,37.18,37.75
2022-04-19,857444002.0,7272.0,39.06,204.0,43.6,5.29,16.5,18300.0,8801.1,2.98,22300.0,3820.0,84.7,5.72,215.2,167.85,12.02,44.27,15.0,131.76,12900.0,26.25,11.092,139.52,1020.0,793.408,18.38,2.98,36.66,37.75
2022-04-20,857218002.0,7344.0,39.4722,204.0,43.6,5.22,15.6,17400.0,8686.44,2.99,22600.0,3900.0,80.5,5.99,212.8,174.0,12.03,41.355,14.7,142.56,12930.0,26.08,11.432,135.68,1053.6,802.032,18.5,3.01,34.45,37.0
2022-04-21,775406002.0,7200.0,38.52,200.0,40.8,4.9,14.7,16950.0,8202.6,3.07,21600.0,3500.0,74.4,6.01,211.2,157.5,11.78,38.46,13.98,138.24,11880.0,24.94,10.732,130.56,1019.7,807.456,18.06,2.91,34.32,36.125
2022-04-22,783316002.0,7020.0,39.24,191.12,40.0,4.75,14.7,16950.0,8316.0,2.95,21600.0,3500.0,69.1,5.82,204.8,159.6,12.18,37.45,14.76,136.08,11010.0,24.47,10.852,131.84,810.3,784.784,17.68,2.85,31.2,35.0
2022-04-25,798910002.0,7200.0,36.36,187.12,40.0,4.82,14.8,16500.0,8653.68,2.9,21700.0,3340.0,67.3,5.64,195.2,161.75,12.18,37.26,14.64,123.12,10710.0,25.52,10.77,135.68,840.0,784.045,17.45,2.8,34.06,36.25
2022-04-26,768174002.0,6984.0,38.7,174.04,39.596,4.53,13.9,16200.0,8284.5,2.85,21200.0,3340.0,64.0,5.45,189.6,150.0,11.82,34.34,14.22,112.32,10380.0,24.79,10.514,129.28,816.0,744.128,17.01,2.65,30.68,34.75
2022-04-27,752128002.0,6912.0,37.8,184.4,38.448,4.46,13.9,17590.5,8177.4,2.73,21500.0,3260.0,64.3,5.44,204.8,149.25,11.89,33.305,13.92,102.6,10110.0,24.09,9.2,130.56,630.0,733.04,16.73,2.66,39.91,34.75
2022-04-28,733596002.0,7272.0,38.7,183.12,39.952,4.5,13.7,16800.0,8066.52,2.71,20500.0,3160.0,65.4,5.25,197.6,152.2,11.89,33.37,14.64,96.2712,10800.0,24.16,9.51,133.107,645.9,739.2,16.69,2.64,44.85,35.25
2022-04-29,723652002.0,6732.0,38.34,187.8,39.088,4.4,12.9,16950.0,7812.0,2.445,19300.0,3200.0,62.7,5.22,193.6,146.3,12.0,32.475,13.98,90.7416,11220.0,25.11,8.84,133.12,604.8,748.07,16.46,2.44,46.93,34.75
2022-05-02,737212002.0,6804.0,38.34,192.68,41.6,4.63,13.7,16650.0,5045.04,2.52,20600.0,3240.0,65.4,5.53,192.8,152.45,12.11,38.0,13.98,90.72,11160.0,25.87,8.464,134.4,570.3,714.56,16.75,2.52,49.92,34.5
2022-05-03,748964002.0,6876.0,38.7,190.02,42.4,4.46,13.6,16950.0,4983.3,2.55,20700.0,3260.0,64.8,5.65,189.6,149.25,12.15,36.145,13.8,94.0896,10200.0,25.03,8.4,136.96,657.6,750.781,16.95,2.5,50.7,35.0
2022-05-04,812018002.0,7092.0,38.7,186.12,44.4,4.65,13.4,16950.0,5414.22,2.58,20800.0,3280.0,68.9,4.63,188.0,154.5,12.4,37.0,13.68,96.6708,10470.0,24.27,8.712,139.52,639.3,749.302,17.79,2.55,48.88,35.25
2022-05-05,833488002.0,6588.0,37.8036,183.3,43.2,4.46,12.3,16350.0,5071.5,2.6,18600.0,3180.0,62.9,4.12,179.2,141.55,12.24,38.635,13.92,95.04,9990.0,22.4,8.65,129.28,626.7,730.083,17.25,2.44,43.55,34.25
2022-05-06,813826002.0,6300.0,38.1006,184.72,42.8,4.27,12.2,15900.0,4636.8,2.53,19400.0,3060.0,60.5,3.76,174.4,135.05,12.03,39.16,13.68,92.2752,9750.0,21.23,8.6,123.789,639.0,713.082,16.39,2.42,40.04,32.5
2022-05-09,763880002.0,5292.0,37.62,155.8,38.804,3.94,10.2,15300.0,4573.8,2.38,18800.0,2760.0,55.2,3.43,168.8,135.0,11.88,35.0,10.98,83.484,9000.0,20.0,7.624,112.256,559.5,694.848,14.71,2.27,35.1,29.25
2022-05-10,713256002.0,5364.0,37.3878,154.56,39.2,3.87,11.0,14103.0,4619.58,2.24,18300.0,2820.0,53.4,3.58,166.4,135.05,11.36,35.93,9.78,78.3108,9015.0,19.79,7.536,109.594,577.8,664.787,14.7,2.36,38.48,29.625
2022-05-11,680034002.0,4752.0,34.9542,145.1,35.06,3.76,10.5,10800.0,4296.6,2.18,15200.0,2560.0,45.8,3.83,152.0,122.55,11.4,32.015,6.84,73.9908,6960.0,18.58,7.698,99.2384,480.0,616.0,14.63,2.09,36.66,27.0
2022-05-12,612686002.0,5040.0,35.1,143.1,35.612,3.96,9.734,10275.0,4098.78,2.24,16200.0,2640.0,47.4,3.74,153.6,134.95,11.73,31.22,6.6,74.736,6240.0,18.48,7.102,103.68,666.0,634.973,14.88,2.26,35.36,26.0
2022-05-13,657208002.0,5004.0,36.18,150.0,39.604,4.55,13.1,10567.5,4284.0,2.26,16400.0,3040.0,51.2,3.78,175.2,125.5,11.59,34.18,7.26,76.41,6900.0,19.8,7.752,120.768,563.7,635.219,15.08,2.57,37.44,27.0
2022-05-16,666700002.0,5112.0,37.98,146.0,40.8,4.7,13.1,10441.5,4158.0,2.24,16200.0,3020.0,51.6,3.68,177.6,122.8,11.52,37.075,7.74,76.788,7020.0,20.63,7.51,119.04,532.5,629.059,15.09,2.52,39.13,27.375
2022-05-17,607940002.0,5256.0,35.46,145.68,42.0,5.03,13.2,10995.0,4446.54,2.48,19100.0,3120.0,55.0,3.74,169.6,124.5,11.65,37.015,7.56,71.064,7110.0,22.21,8.48,129.28,539.7,639.162,15.94,2.54,40.82,29.75
2022-05-18,572006001.0,4860.0,35.1,140.0,40.4,4.91,12.2,11100.0,5062.68,2.625,16600.0,2920.0,51.7,3.65,164.0,115.1,11.41,34.95,6.96,70.74,7500.0,21.7,8.74,122.906,651.0,635.958,15.88,2.36,39.91,28.0
2022-05-19,610200002.0,5040.0,34.02,141.02,40.4,4.97,12.1,11326.5,4977.0,2.53,18400.0,3020.0,52.1,3.72,161.6,116.5,11.46,34.075,7.92,75.3948,7590.0,20.17,8.79798,130.56,591.6,640.64,15.88,2.5,40.43,27.9625
2022-05-20,610200002.0,4968.0,34.02,138.0,38.492,4.99,11.7,11025.0,4571.28,2.5,16800.0,3020.0,48.0,3.68,161.6,140.0,11.39,32.325,7.38,71.6364,7800.0,20.1,8.8,125.53,567.6,626.102,15.92,2.4,46.54,27.25
2022-05-23,610426002.0,4860.0,33.93,140.0,38.4,4.99,11.4,11250.0,4488.12,2.83,15700.0,3180.0,48.3,3.83,172.0,132.25,11.37,30.29,7.56,73.548,7740.0,19.59,8.79,129.28,566.7,640.394,15.8,2.47,47.32,28.0
2022-05-24,586244001.0,4614.48,33.66,131.9,34.052,4.54,11.2,10942.5,4281.48,2.59,16400.0,3200.0,45.1,3.79,172.8,120.05,11.07,23.755,7.8,72.1656,7200.0,19.31,8.038,123.968,532.5,628.32,14.9,2.36,47.32,27.0
2022-05-25,583080001.0,4356.0,32.7582,136.0,34.136,4.63,11.9,10498.5,4032.0,2.5,15800.0,2940.0,44.6,3.75,176.0,120.05,11.07,20.0,7.32,75.6,7170.0,19.21,8.2,128.0,547.8,652.96,15.25,2.41,50.83,27.0
