Date,ADTX.US,BGMS.US,BKYI.US,BLNE.US,BOXL.US,CODX.US,CYPH.US,DVLT.US,ENTO.US,EQ.US,FRGT.US,GNPX.US,GREE.US,HBIO.US,HYPD.US,IBIO.US,IRWD.US,KALA.US,LMFA.US,PHIO.US,QCLS.US,RLMD.US,RNTX.US,SBLX.US,SLRX.US,SONN.US,SSP.US,STIM.US,TPST.US,TRAW.US
2023-05-23,25999040.0,2441.16,14.04,43.0,11.672,1.32,8.2,193.5,133.2,0.6603,1200.0,1572.0,3.03,5.68,245.6,18.206,10.97,16.72,4.6062,39.06,6300.0,3.13,1.445,78.1568,180.0,49.28,8.49,2.71,27.3,30.5
2023-05-24,27572000.0,2440.44,14.0508,39.9,11.052,1.25,7.89,180.0,126.006,0.6501,1190.0,1559.8,2.86,5.68,228.8,17.12,10.81,16.63,4.5018,38.16,6600.0,3.09,1.475,74.7392,180.0,50.864,8.26,2.78,27.17,31.25
2023-05-25,27382160.0,2412.0,14.4,37.154,10.3,1.08,7.6,204.0,111.0,0.6507,1170.0,1700.0,2.58,5.63,197.6,15.8,10.73,14.76,4.3776,33.84,6240.0,2.84,1.5382,72.9856,180.0,70.4,8.19,2.75,26.65,30.0
2023-05-26,27029600.0,2378.88,14.2164,37.5,11.2,1.08,6.854,201.0,120.6,0.6422,1140.0,1780.0,2.54,5.88,207.2,15.04,10.81,15.05,4.4118,36.36,6510.0,2.94,1.55,67.456,178.8,75.6624,8.44,2.92,24.05,27.5
2023-05-30,27110960.0,2298.96,14.58,36.5,10.752,1.07,8.1,192.0,118.2,0.6422,1189.7,1606.4,2.57,5.59,230.0,14.6,10.75,14.55,4.4106,36.27,5490.0,2.97,1.5,71.5136,171.6,87.3488,8.31,2.77,21.125,28.5
2023-05-31,27567480.0,2304.0,14.04,36.0,11.224,1.09,8.9,184.5,111.6,0.615,1190.0,1722.4,2.36,5.59,227.2,14.0,10.88,14.3,4.32,31.5,5220.0,2.84,1.4844,71.68,169.2,90.0944,7.88,2.73,19.89,29.25
2023-06-01,26301880.0,2355.48,14.04,35.6,11.588,1.09,9.332,195.0,116.4,0.621,1220.0,1868.0,2.23,5.69,248.0,14.6,10.88,14.86,4.41,30.42,5190.0,2.72,1.47,71.936,177.6,85.36,7.68,2.77,18.72,29.5
2023-06-02,26663480.0,2340.0,13.698,35.5,12.188,1.09,8.8,190.5,117.0,0.6298,1220.0,2080.0,2.18,5.73,238.4,14.96,11.03,16.52,4.3686,30.06,5430.0,2.83,1.49,74.624,193.2,88.4048,8.23,2.71,18.85,30.0
2023-06-05,27888400.0,2376.72,13.428,34.9,12.116,1.04,8.469,181.5,102.006,0.635,1150.0,1896.4,2.01,5.67,229.6,15.012,11.03,15.86,4.2141,28.35,4980.0,2.85,1.57,71.1296,193.2,84.2512,7.89,2.57,18.98,31.0
2023-06-06,27120000.0,2390.4,13.32,31.6,12.4,1.07,7.002,195.0,95.406,0.6361,1140.0,1920.0,2.06,5.83,228.0,16.4,11.27,15.84,4.176,27.99,4830.0,2.85,1.5998,71.7568,205.2,82.368,8.31,2.56,19.11,30.0
2023-06-07,27517760.0,2466.0,12.96,33.6,12.008,1.07,6.125,192.0,99.6,0.6397,1090.0,1866.4,1.93,5.8,227.2,15.562,11.51,15.03,4.086,28.44,4980.0,2.84,1.55,70.4128,210.0,76.4544,8.79,2.46,18.07,29.5
2023-06-08,27120000.0,2447.64,13.4226,33.2,12.0,1.07,6.749,193.5,84.0,0.638,1110.0,1806.0,1.84,5.87,226.4,15.2,11.6,14.96,4.161,27.81,4770.0,2.81,1.5704,72.576,219.6,85.7472,8.59,2.42,17.42,29.25
2023-06-09,27120000.0,2413.24,12.96,33.431,12.404,1.04,6.15,187.5,73.2,0.661,1100.0,1801.0,1.7,5.46,224.8,15.02,11.42,14.48,4.3308,27.18,4710.0,2.65,1.7895,71.6928,198.0,86.768,8.4,2.37,15.47,28.0
2023-06-12,27110960.0,2376.36,13.4964,34.4,13.92,1.08,6.647,181.5,68.508,0.7099,1070.0,1855.4,1.62,5.85,228.8,14.57,11.42,14.96,4.43879,26.73,5130.0,2.6,1.9,76.288,198.0,105.776,8.37,2.39,17.68,27.75
2023-06-13,27798000.0,2376.0,12.8124,62.3,13.44,1.06,7.287,193.5,91.2,0.767,1130.0,1773.0,1.59,5.8,229.6,15.03,11.03,14.76,4.2606,26.91,5070.0,2.71,1.81,75.904,207.6,104.069,8.44,2.37,18.72,28.0
2023-06-14,26668000.0,2376.0,12.96,44.8,12.3,1.04,6.5,262.5,105.0,0.7002,1100.0,1700.0,2.4,5.73,224.8,13.8,11.05,14.11,4.1406,28.35,4650.0,2.57,1.85,85.76,195.6,128.357,8.06,2.38,18.33,29.0
2023-06-15,26708680.0,2390.58,13.3164,36.75,11.1,1.08,6.05,244.5,114.0,0.723,1080.0,1700.4,2.37,5.44,211.2,14.054,11.03,14.73,4.1802,29.43,4920.0,2.55,1.834,92.16,190.8,163.504,8.1,2.34,18.46,30.25
2023-06-16,26112040.0,2736.0,12.87,37.4,11.4,1.07,6.8,222.0,105.6,0.7253,1080.0,1647.6,2.89,5.39,203.2,14.0,10.98,14.45,4.3188,29.07,5040.0,2.6,1.84,86.5024,182.4,147.453,8.28,2.2,17.55,30.5
2023-06-20,26668000.0,2556.0,13.482,35.75,10.4,1.08,5.221,219.0,107.4,0.7361,1050.0,1600.2,3.1,5.93,198.4,13.7,10.77,14.98,4.215,27.45,5220.0,2.86,1.81,80.896,174.0,119.082,8.2,2.13,16.64,29.25
2023-06-21,25004640.0,2408.76,13.4802,31.2,9.5,1.12,4.46,210.0,104.4,0.7795,810.0,1580.0,3.08,5.98,200.8,13.44,10.83,15.33,4.656,26.82,4980.0,2.73,1.7,83.264,172.944,110.88,8.3,2.17,15.34,28.0
2023-06-22,25461160.0,2408.76,12.78,32.0,10.0,1.08,4.2,202.5,98.4,0.7704,768.0,1542.0,3.05,6.07,197.6,13.0,11.0,14.56,4.6794,27.0,4860.0,2.56,1.75,83.264,167.772,124.027,7.78,2.15,15.6,27.75
2023-06-23,22595480.0,2198.16,13.14,30.9,10.05,1.1,3.79,189.0,98.4,0.71,710.0,1477.4,2.94,5.94,189.6,13.4,10.93,14.71,4.968,26.55,4830.0,2.47,1.73,75.52,166.8,126.614,7.88,2.09,15.6,26.75
2023-06-26,20801040.0,2124.36,12.96,31.3,10.1,1.11,3.17,193.5,101.4,0.7516,720.0,1481.6,2.65,5.9,176.8,13.598,10.64,14.9,4.8186,25.92,4650.0,2.47,1.79,77.7216,168.0,122.32,8.52,2.145,15.86,26.0
2023-06-27,19074400.0,2094.84,13.41,31.3,11.0,1.1,3.05,180.0,94.8,0.711,717.9,1480.2,2.76,5.83,185.6,12.594,10.58,16.1,4.6224,26.28,4560.0,2.42,1.72,80.64,170.916,118.782,9.185,2.08,15.08,27.75
2023-06-28,20114000.0,2052.0,13.32,31.6,10.9,1.1,3.37,180.0,93.0,0.7211,702.4,1576.4,2.56,5.6,189.6,11.8,10.56,15.04,4.176,25.56,4620.0,2.45,1.74,82.4576,158.4,93.28,9.15,2.15,14.56,26.75
2023-06-29,19445040.0,2121.84,13.5,31.899,10.85,1.12,3.19,184.5,96.0,0.7469,667.0,1640.0,2.47,5.59,186.4,12.012,10.65,14.37,4.2006,25.29,4380.0,2.49,1.78,83.2,159.6,91.52,9.21,2.16,15.21,27.5
2023-06-30,20340000.0,2120.76,13.5324,32.299,11.1,1.11,3.13,190.5,96.0,0.75,687.9,1897.2,2.82,5.49,189.6,12.2,10.64,14.59,4.2006,25.83,4500.0,2.46,1.79,87.6672,178.8,86.24,9.15,2.15,16.51,29.5
2023-07-03,20340000.0,2095.56,13.6481,32.001,11.4,1.14,3.19,193.5,91.2,0.7771,825.0,1920.0,3.56,5.53,192.0,12.1,10.39,14.67,4.3104,26.1,4470.0,2.53,1.8882,86.8992,174.0,91.52,9.25,2.22,18.07,27.25
2023-07-05,20340000.0,2158.56,13.68,30.5,11.55,1.11,3.21,189.0,91.2,0.7601,1100.0,1849.8,3.78,5.61,199.2,12.19,10.44,15.61,4.3194,26.91,4200.0,2.6,2.04,93.312,186.0,87.12,8.94,2.21,16.9,28.0
2023-07-06,20240560.0,2087.64,13.14,31.9,11.45,1.12,3.175,184.5,86.4,0.81,985.5,1705.8,3.87,5.53,192.8,11.802,10.07,15.37,4.26,27.0,3690.0,2.5,1.9645,88.32,181.2,81.6464,8.79,2.15,15.3894,26.75
2023-07-07,20181800.0,2088.0,13.851,32.7,11.6,1.16,3.13,181.5,84.6,0.9016,1040.0,1740.0,5.17,5.69,198.4,12.2,10.09,14.94,4.1982,26.46,3480.0,2.49,1.9939,89.2416,172.8,80.9424,9.35,2.07,15.34,27.5
2023-07-10,19729800.0,2016.0,13.2714,34.4,11.8,1.17,3.17,181.5,88.2,0.87,1020.0,1738.2,6.54,5.82,203.2,11.98,10.25,14.7,4.2444,26.28,3240.0,2.66,1.96,88.576,174.0,80.9952,9.42,2.17,14.82,28.0
2023-07-11,20330960.0,2111.76,13.986,34.3,12.4,1.24,3.07,183.0,88.8,0.8321,949.8,1734.8,6.0,5.66,190.4,11.85,10.34,14.31,4.23,26.1,3030.0,2.7,1.99,90.9056,152.4,81.488,9.48,2.16,13.78,28.75
2023-07-12,19888000.0,2160.0,13.9482,30.8,12.7,1.24,3.26,180.0,80.4,0.873,875.5,1579.6,6.13,5.68,192.8,11.87,10.34,14.57,4.4406,25.47,2880.3,2.91,1.9832,104.691,133.8,78.32,9.69,2.09,13.91,28.25
2023-07-13,19883480.0,2160.0,13.9482,29.5,12.5,1.37,3.38,181.5,54.3,0.865,927.0,1660.6,8.2,5.69,203.2,11.806,10.33,14.49,4.626,25.11,2696.7,2.82,2.01,99.2128,134.4,78.8304,9.72,2.16,14.95,28.75
2023-07-14,19187400.0,2109.96,14.04,29.2,12.25,1.35,3.15,181.5,57.0,0.865,910.0,1648.0,7.8,5.46,194.4,11.22,10.36,14.43,4.3734,24.57,2400.3,2.84,1.94,99.84,133.2,76.3664,9.67,2.04,15.145,27.75
2023-07-17,19205480.0,2070.0,13.86,29.0,11.9,1.35,3.06,186.0,48.606,0.845,850.0,1875.0,8.29,5.35,198.4,11.2,10.37,14.5,4.272,24.57,2871.0,2.84,1.96,99.9296,136.8,78.1088,9.74,2.04,15.08,27.875
2023-07-18,19395320.0,2538.0,13.5,31.9,12.25,1.41,3.03,193.5,41.406,0.85,820.4,2080.0,7.98,5.2,194.4,11.4,10.43,14.79,4.26,24.345,2967.6,2.78,1.8,113.92,132.0,66.5984,10.14,2.09,14.56,28.0
2023-07-19,19359160.0,2700.0,13.932,32.799,12.15,1.51,3.02,204.0,41.94,0.84,783.0,1720.0,8.15,5.12,186.4,11.004,10.48,14.47,4.446,24.3,3480.0,2.75,1.8154,115.072,135.6,63.36,10.32,2.0,14.3,27.75
2023-07-20,18974960.0,2520.0,13.518,31.1,11.55,1.66,3.03,190.5,40.26,0.825,752.5,1730.0,7.14,5.1,181.6,11.16,10.64,14.49,4.44,23.895,2928.3,2.97,1.765,108.723,130.8,64.0816,10.0,2.06,13.52,27.5
2023-07-21,18419000.0,2598.84,13.32,33.45,11.3,1.85,3.08,187.5,38.22,0.8231,781.0,1660.0,7.01,5.14,178.4,11.0,10.63,14.73,4.272,23.94,2820.0,2.89,1.79,111.296,126.0,65.6656,9.64,2.06,13.13,26.25
2023-07-24,17722920.0,2592.0,12.5514,32.9,11.0,1.44,2.95,187.5,36.66,0.7921,820.0,1572.0,6.55,4.99,169.6,11.0,10.75,14.88,4.3212,24.84,3180.0,2.84,1.84,112.64,114.6,65.6128,9.74,1.92,13.39,25.625
2023-07-25,18080000.0,2307.6,12.474,32.5,11.1,1.47,2.75,201.0,34.44,0.745,812.6,1510.0,6.61,4.84,163.2,10.378,10.54,14.81,4.14,24.975,3720.0,2.61,1.86,110.08,104.4,65.472,9.41,1.98,12.935,25.25
2023-07-26,17863040.0,2260.08,13.5,31.0,11.25,1.45,2.58,214.5,34.2,0.753,844.2,1520.0,6.62,4.82,164.0,10.4,10.81,15.1,4.19879,24.84,3450.0,2.55,1.86,113.792,102.24,65.384,9.6,2.0,12.22,25.25
2023-07-27,17628000.0,2334.6,12.4992,30.858,11.1,1.35,2.37,208.5,33.6,0.7435,791.0,1406.7,6.22,4.74,164.8,10.1,10.85,15.02,4.02,24.21,3240.0,2.48,1.76,112.909,102.024,63.184,9.53,2.02,12.6483,24.2475
2023-07-28,18080000.0,2336.4,12.6018,29.8,11.35,1.32,2.82,210.0,33.0,0.7406,770.8,1490.0,6.24,4.775,171.2,10.134,11.05,14.82,4.1394,24.93,3300.0,2.57,1.77,108.8,102.36,59.928,9.65,1.97,12.9974,25.4975
2023-07-31,17967000.0,2408.4,12.618,30.5,11.75,1.56,2.74,201.0,32.838,0.74,771.1,1520.0,6.01,4.65,170.4,10.064,11.09,15.03,4.1424,24.03,4350.0,2.62,1.73,107.52,110.28,58.5376,9.86,1.97,12.61,26.0
2023-08-01,18351200.0,2210.4,12.42,30.6,11.45,1.405,2.54,201.0,31.14,0.741,764.8,1500.0,5.12,4.52,167.2,10.42,11.25,14.97,4.1952,24.12,5010.0,2.56,1.72,105.344,105.972,57.1824,9.77,1.96,11.96,26.0
2023-08-02,17899200.0,2232.0,12.528,33.6,11.35,1.37,2.56,187.5,31.2,0.75,750.0,1442.0,5.55,4.57,168.8,10.026,11.14,15.15,4.14,22.77,5100.0,2.57,1.68,99.84,113.52,57.904,9.71,1.95,12.48,25.75
2023-08-03,17849480.0,2214.0,11.6118,32.9,11.4,1.32,2.57,187.5,31.164,0.7664,725.0,1462.0,6.03,4.83,168.8,9.9,11.01,14.35,4.0998,22.77,5610.0,2.61,1.69,97.536,111.36,61.248,9.54,1.95,11.96,25.25
2023-08-04,17587320.0,2245.68,11.7954,31.2,11.3995,1.32,2.57,184.5,31.14,0.796,704.2,1433.8,6.44,4.83,172.0,13.46,11.13,14.12,4.2,22.32,5100.0,2.54,1.67,92.1856,106.44,65.824,10.82,1.92,11.57,24.75
2023-08-07,16995200.0,2131.2,11.394,29.0,11.25,1.3,2.47,184.5,28.746,0.819,679.0,1361.6,6.02,4.52,165.6,11.16,11.35,13.42,4.2,22.32,4230.0,2.64,1.65,92.16,103.2,64.064,10.37,1.9,11.05,24.5
2023-08-08,16724000.0,2105.64,12.5982,31.3,11.35,1.37,2.21,184.5,27.732,0.769,580.0,1322.0,7.04,4.43,164.8,10.01,10.31,13.35,4.1406,22.23,4080.0,2.54,1.655,86.4,101.22,60.544,10.47,1.89,7.8,24.5
2023-08-09,16366920.0,1987.2,11.8818,31.2,11.2,1.3,2.23,175.5,28.14,0.772,560.0,1280.0,6.71,4.35,164.0,9.74,9.61,13.15,4.3224,21.06,3810.0,2.72,1.65,81.92,91.14,61.424,9.87,1.83,7.5166,24.525
2023-08-10,15469700.0,1980.0,12.24,30.2,10.9,1.21,2.24,178.5,24.0,0.802,540.0,1284.2,6.84,4.23,162.4,9.2,9.71,13.69,4.20541,20.52,3570.0,2.86,1.7,83.072,82.644,60.544,9.88,1.84,7.93,25.5
2023-08-11,14825600.0,1911.6,12.51,30.2,11.1,1.16,2.36,177.0,25.614,0.8148,560.0,1260.0,6.83,4.3,166.4,8.882,10.07,13.46,4.20061,20.16,4320.0,3.1,1.7284,79.5008,77.748,58.96,10.05,1.76,8.06,24.0025
2023-08-14,14509200.0,1818.0,11.52,29.5,11.25,1.3,2.4,180.0,25.344,0.785,600.0,1259.6,6.59,4.0,163.2,8.998,10.02,13.59,3.771,20.16,3990.0,3.18,1.76,78.3232,77.748,59.84,9.3,1.735,8.5163,23.125
2023-08-15,13786000.0,1684.8,11.2608,21.85,10.85,1.21,2.54,168.0,25.398,0.7382,470.0,1132.0,5.02,4.24,161.6,8.41,9.86,13.7,3.768,20.61,3825.0,3.41,1.64,75.7376,85.608,57.5696,9.11,1.8,8.528,21.8275
2023-08-16,13731760.0,1688.4,10.7136,20.6,10.25,1.23,2.33,153.0,24.024,0.82,457.0,1142.4,5.28,4.4,151.2,8.196,9.76,13.71,3.5226,19.89,3390.0,3.11,1.61,77.44,90.012,66.88,8.68,1.78,8.372,19.675
2023-08-17,18057400.0,1548.0,11.358,20.7,9.7,1.25,2.21,159.0,24.0,0.842,450.0,1095.6,4.87,4.33,146.4,8.62,9.64,13.55,3.525,20.52,3390.0,2.85,1.5849,80.064,105.48,61.0544,8.71,1.74,8.32,19.89
2023-08-18,19097000.0,1605.96,11.34,20.6,9.3,1.21,2.15,151.5,21.924,0.8362,467.0,1026.0,4.55,4.25,146.4,8.0,9.96,13.65,3.486,21.24,3360.0,2.92,1.5501,83.2512,108.0,55.7568,8.51,1.68,8.19,19.6875
2023-08-21,13560000.0,1620.36,11.502,20.3,9.3,1.22,2.2,151.5,21.3,0.842,485.2,898.6,4.61,4.16,147.2,7.556,9.72,13.82,3.57,21.96,3360.0,3.0,1.57,84.1728,108.0,53.0288,8.16,1.64,8.255,19.5025
2023-08-22,11311300.0,1767.24,10.8468,19.7,9.55,1.28,2.2,154.5,21.0,0.85,472.0,969.2,4.76,4.21,147.2,7.14,9.36,14.18,3.564,20.34,3360.0,3.03,1.56,83.2,108.0,48.7696,7.87,1.63,8.0587,19.95
2023-08-23,11932800.0,1663.2,11.2482,19.3,9.35,1.24,2.21,144.63,20.598,0.8595,420.3,918.8,4.99,4.22,151.2,6.918,9.15,14.22,3.6624,20.88,3330.0,2.93,1.569,82.3424,104.4,51.0048,7.85,1.6,8.0587,20.375
2023-08-24,11141800.0,1620.0,10.44,19.5,9.95,1.22,2.18,145.05,19.86,0.8595,409.8,916.2,4.65,4.21,148.8,6.424,9.13,13.69,3.63,20.88,3390.0,3.19,1.6,80.512,105.6,49.632,7.63,1.63,7.93,20.575
2023-08-25,10294300.0,1346.4,10.44,19.1,9.95,1.19,2.12,139.5,19.5,0.83,415.8,930.8,4.51,4.31,152.8,6.702,9.24,13.6,3.6324,21.15,3180.0,3.26,1.6,75.52,108.0,51.04,7.615,1.61,7.657,20.6375
2023-08-28,8610600.0,1346.4,10.08,17.1,9.55,1.26,2.2,126.75,19.68,0.8246,429.5,935.0,4.43,4.29,149.6,6.4,9.11,13.38,3.7584,20.34,3060.0,3.47,1.62,76.8,104.412,52.5536,7.74,1.62,7.67,20.75
2023-08-29,9831000.0,1617.48,9.63,17.1,10.1,1.28,2.29,128.25,18.564,0.8,420.0,929.4,5.15,4.43,157.6,6.4,9.44,13.53,3.84,21.51,2877.0,3.34,1.62,67.8528,106.8,48.5584,7.78,1.64,7.735,21.1625
2023-08-30,11074000.0,1410.84,9.6498,17.9,11.55,1.34,2.3,124.515,18.0,0.802101,432.6,1088.0,5.21,4.45,154.4,6.198,9.14,13.5,3.78,20.88,2954.4,3.38,1.64,64.1536,104.4,49.1216,7.75,1.63,7.28,20.5025
2023-08-31,62150000.0,1425.6,9.18,16.8,11.65,1.24,2.23,117.0,18.6,0.81,429.3,1039.4,4.66,4.41,151.2,6.04,8.8,13.42,3.4572,19.17,2854.5,3.38,1.66,60.288,105.588,35.2,7.64,1.64,6.994,19.65
2023-09-01,46736800.0,1440.0,10.062,19.7,10.45,1.2,2.22,121.65,17.4,0.79,406.5,1052.0,4.52,4.41,156.0,5.84,9.26,13.21,3.462,19.17,2671.5,3.79,1.66,60.16,106.2,37.36,7.15,1.63,7.02,19.875
2023-09-05,41584000.0,1368.0,9.7911,17.9,10.3,1.22,2.33,117.24,27.0,0.82,403.3,1104.0,4.69,4.27,152.8,5.698,8.79,11.68,3.543,20.79,2550.0,3.78,1.66,57.728,103.992,35.04,6.515,1.64,7.007,19.5
2023-09-06,37233500.0,1260.0,9.8496,17.5,9.95,1.22,2.08,111.0,25.782,0.8,400.0,1037.4,4.63,4.28,149.6,5.456,8.69,11.92,3.513,20.88,2430.0,3.67,1.65,65.5232,104.4,33.84,6.11,1.6,7.0148,19.5025
2023-09-07,33255900.0,1224.0,9.9,16.6,9.5985,1.25,1.99,105.0,27.528,0.815,390.0,1012.0,4.46,4.4,148.0,5.8,8.6,11.98,3.5388,20.25,2340.0,3.55,1.58,63.2832,104.4,32.56,5.88,1.53,6.0073,19.5
2023-09-08,32205000.0,1108.8,9.8982,16.1,9.85,1.23,1.85,105.0,24.912,0.8226,385.2,1080.0,4.43,4.18,140.8,5.8,8.25,11.07,3.48,19.53,2190.0,3.55,1.5801,61.824,102.0,30.8,6.17,1.485,5.3287,19.55
2023-09-11,28815000.0,1063.08,9.54,15.7,10.5,1.21,1.93,99.6,24.192,0.8,371.0,1029.8,4.02,4.16,146.4,5.6,8.26,11.31,3.366,19.71,2190.0,3.42,1.55,60.2112,100.8,29.84,6.81,1.52,5.6992,19.505
2023-09-12,25865700.0,1044.0,9.54,15.8,10.3,1.21,1.73,98.7,24.036,0.7959,392.4,1099.8,4.33,4.21,146.4,6.4,8.66,11.4,3.36,18.9,2103.6,3.385,1.609,60.16,96.012,31.52,6.64,1.48,7.41,19.8225
2023-09-13,25888300.0,1009.08,9.2322,15.8,10.55,1.22,1.69,98.25,26.106,0.7802,365.0,1040.0,4.24,4.18,141.6,7.928,8.53,11.15,3.324,16.92,2040.0,3.33,1.6,59.52,93.756,30.0,6.55,1.46,6.5,19.5
2023-09-14,23119800.0,1036.08,9.09,16.8,11.1,1.25,1.65,109.47,30.48,0.7997,373.7,1030.2,4.5,4.33,137.6,7.088,8.52,10.48,3.456,15.705,2100.0,3.31,1.61,62.464,92.736,29.12,7.34,1.45,6.435,19.3775
2023-09-15,22057600.0,1169.64,9.378,16.7,11.3,1.17,1.57,108.0,26.4,0.8301,367.2,1019.0,4.33,4.55,139.2,6.768,8.34,10.63,3.69,14.85,1838.4,3.09,1.61,62.1312,102.828,28.8,7.09,1.43,6.3284,20.2475
2023-09-18,20554700.0,1157.4,9.3294,16.55,10.25,1.13,1.55,103.8,23.34,0.82,369.0,891.2,4.21,4.34,131.2,6.798,8.61,10.66,3.3612,13.59,1691.4,2.96,1.57,46.88,96.048,28.224,6.9,1.39,6.4662,20.2
2023-09-19,20622500.0,1101.6,9.1062,16.5,10.3,1.04,1.44,100.5,21.66,0.8036,358.0,905.0,4.28,4.24,135.2,6.55,9.26,10.75,3.3336,12.96,1572.3,2.79,1.57,46.72,97.32,28.64,6.68,1.35,6.2712,19.7125
2023-09-20,20306100.0,1184.4,8.9118,17.2,10.65,1.03,1.4,100.5,21.3,0.7855,351.0,896.0,4.29,4.1,132.8,6.628,9.18,10.66,3.3594,13.41,1410.0,2.96,1.57,48.48,95.16,26.72,6.45,1.36,6.357,19.0525
2023-09-21,20328700.0,1202.4,8.64,16.0,10.7,1.05,1.35,96.66,21.54,0.799,341.8,859.6,4.07,4.12,130.4,6.52,9.41,10.69,3.144,12.6,1710.3,2.87,1.5399,41.28,92.88,25.68,6.4,1.33,6.2205,19.625
2023-09-22,20441700.0,1166.4,9.36,16.0,10.45,1.05,1.35,89.25,20.928,0.79,311.0,775.2,3.76,4.09,128.0,6.2,9.29,10.3443,3.06,12.51,1680.0,2.79,1.5261,41.9952,86.52,24.56,6.06,1.31,5.031,19.4975
2023-09-25,17322900.0,1141.2,9.21886,13.6,10.4,1.06,1.31,89.28,19.494,0.7501,296.1,772.2,4.05,4.09,125.6,5.95,9.43,9.86,2.862,12.33,1500.0,3.1,1.49,41.44,86.4,24.16,5.89,1.33,4.9036,18.0675
2023-09-26,14723900.0,1188.0,9.36,13.101,9.4,1.08,1.36,85.545,18.486,0.7206,315.0,796.2,4.01,4.11,131.2,5.954,9.4,9.51,2.97425,12.24,1530.3,3.15,1.49,38.88,91.68,23.52,5.655,1.29,4.5526,18.215
2023-09-27,14735200.0,1191.6,9.8298,12.5,9.75,1.07,1.41,87.0,18.0,0.725,369.9,747.0,3.8,4.21,136.0,5.88,9.63,8.96,2.856,12.96,1563.9,3.15,1.54,37.12,85.32,22.84,5.52,1.34,4.42,18.135
2023-09-28,15356700.0,1238.4,9.576,12.5,9.75,1.08,1.4,91.5,17.994,0.726,353.9,760.2,4.28,4.23,137.6,5.818,9.55,8.83,2.8686,13.23,1638.0,2.94,1.52,36.48,84.0892,22.64,5.58,1.35,4.355,18.0025
2023-09-29,14113700.0,1276.92,9.7182,13.3,9.55,1.06,1.38,88.5,17.4,0.74,356.0,789.8,4.09,4.3,132.8,6.07,9.63,8.9,2.928,13.59,1776.0,3.0,1.52,37.4288,78.9478,22.92,5.48,1.35,3.9611,17.785
2023-10-02,13492200.0,1270.8,9.0018,16.4,9.65,1.05,1.3,81.315,17.748,0.7249,364.8,748.2,4.5,4.26,124.8,6.16,9.24,8.96,3.0624,13.68,1755.0,3.05,1.47,35.84,83.88,22.8,5.22,1.31,4.004,18.475
2023-10-03,12995000.0,1260.72,8.82,17.8,9.15,1.0,1.65,79.185,18.12,0.721,363.5,704.0,4.035,4.28,124.0,6.048,9.7,8.82,2.886,13.6791,1626.0,3.1,1.46,31.2208,81.6,22.72,5.01,1.22,3.8987,18.0
2023-10-04,13774700.0,1296.0,9.333,18.7,9.45,1.03,1.49,73.515,17.82,0.7399,355.2,740.0,4.31,4.3,126.4,5.58,9.65,8.44,2.88,13.32,1679.4,2.99,1.475,30.4,76.8,20.4,5.0,1.17,3.8194,17.825
2023-10-05,13311400.0,1314.0,9.0,18.5,9.1,1.03,1.48,72.015,17.94,0.7132,341.9,740.0,4.15,4.29,127.2,5.57,9.74,8.68,2.8068,13.14,1446.6,3.0,1.46,29.28,75.636,20.08,5.005,1.14,3.445,17.7
2023-10-06,13729500.0,1354.32,9.216,18.5,9.3,1.05,1.42,70.5,19.8,0.7299,331.1,704.0,4.24,4.37,124.8,5.476,9.62,8.8599,2.7012,12.78,1320.0,3.04,1.43,31.04,80.172,20.08,5.06,1.16,3.2695,17.63
2023-10-09,12938500.0,1349.64,8.95318,18.3,9.15,1.04,1.52,65.04,18.606,0.7217,326.8,700.0,3.78,4.4,121.6,5.6,9.59,8.54,2.52,12.375,1253.4,3.12,1.4325,33.3648,81.36,19.96,5.04,1.15,2.99,17.5025
2023-10-10,11763300.0,1454.04,9.684,19.5,9.15,1.06,1.6,64.815,18.474,0.698,380.0,700.0,4.02,4.48,122.4,6.0,9.39,8.65,2.69939,12.51,1326.0,3.39,1.39,35.1984,84.36,20.32,5.63,1.2,3.1187,17.5
2023-10-11,12028850.0,1584.0,9.198,19.8,9.05,1.06,1.58,60.0,19.26,0.651,359.8,700.2,3.9,4.29,118.4,6.608,9.44,8.45,2.4132,23.4,1335.9,3.53,1.41,35.36,81.888,19.2,5.38,1.2,127.01,17.25
2023-10-12,11718100.0,1623.6,9.225,18.7,9.1,1.07,1.45,63.015,22.74,0.66,394.0,659.0,3.91,4.19,115.2,7.02,9.26,8.38,2.52006,15.84,1326.3,3.2,1.22,34.56,84.0,18.96,5.2,1.17,51.74,16.8275
2023-10-13,11322600.0,2246.4,9.342,19.4,8.8,1.06,1.52,62.205,21.03,0.661,377.4,650.0,3.73,4.14,110.4,7.212,9.35,8.1699,2.52,13.41,1267.2,3.1,1.2511,33.52,82.8,18.56,5.07,1.12,47.32,16.7525
2023-10-16,11085300.0,2174.4,9.3654,18.9,8.8,1.08,1.51,37.2,20.886,0.705,379.8,656.4,4.2,4.2,110.4,6.92,9.8,8.0,2.5422,12.33,1350.0,3.13,1.32,32.8,83.46,19.04,5.9,1.12,87.62,16.5025
2023-10-17,11254800.0,2418.12,6.147,18.2,9.15,1.1,1.55,34.35,20.16,0.7,370.0,660.0,4.31,4.24,112.0,6.34,9.86,8.02,2.514,12.51,1401.0,3.53,1.29,33.6,88.2,19.92,6.17,1.15,93.21,16.1
