Date,AAPL.US,MSFT.US,GOOGL.US,META.US,JNJ.US,UNH.US,PFE.US,JPM.US
2018-04-16,41.4856,87.6591,52.1161,164.83,116.178,205.984,30.7363,96.3107
2018-04-17,42.0593,89.4279,53.7731,168.66,115.119,213.364,30.5674,96.3107
2018-04-18,41.9637,89.7738,53.5753,166.36,112.638,211.427,30.7021,95.5395
2018-04-19,40.7731,89.464,54.2758,168.1,112.471,210.838,30.7363,97.6479
2018-04-20,39.1007,88.4308,53.6714,166.28,111.677,210.219,30.8201,97.414
2018-04-23,38.9914,88.7569,53.4965,165.84,111.834,209.574,30.9607,96.9405
2018-04-24,38.4395,86.6816,50.9473,159.69,111.284,209.47,31.1804,96.5043
2018-04-25,38.612,85.9284,50.9648,159.69,111.765,210.081,30.8612,96.1379
2018-04-26,38.7489,87.7403,51.977,174.16,112.864,211.969,31.0057,96.2253
2018-04-27,38.3015,89.1935,51.3862,173.59,113.109,214.799,31.1316,95.6161
2018-04-30,38.9953,87.0545,50.745,172.0,111.53,211.427,30.8026,95.0847
2018-05-01,39.9018,88.4308,51.8495,173.86,111.119,211.834,29.7847,95.0847
2018-05-02,41.6572,87.0449,51.1172,176.07,108.882,208.796,29.3564,94.3095
2018-05-03,41.734,87.5673,51.1297,174.02,108.49,209.404,29.245,93.7329
2018-05-04,43.3778,88.5804,52.3602,176.61,109.519,210.971,29.3134,94.7635
2018-05-07,43.6882,89.5666,52.7817,177.97,108.961,209.081,29.3895,95.5867
2018-05-08,43.901,89.1866,52.7383,178.92,108.117,207.515,29.4315,96.9985
2018-05-09,44.2055,90.2376,54.2508,182.66,108.882,204.968,29.5915,99.1281
2018-05-10,44.8374,91.1392,55.0738,185.53,110.53,209.015,29.77,99.8853
2018-05-11,44.6697,90.9449,54.9698,186.99,112.206,213.108,30.1595,99.5018
2018-05-14,44.5644,91.2516,55.1302,186.64,111.166,217.219,30.467,99.5315
2018-05-15,44.1573,90.5942,54.0476,184.32,110.314,214.181,30.3225,98.7748
2018-05-16,44.5723,90.8258,54.0088,183.2,110.53,216.212,30.3137,99.0694
2018-05-17,44.2904,89.9183,53.8677,183.76,109.215,217.279,30.3411,98.7158
2018-05-18,44.1286,90.0875,53.2888,182.68,109.559,218.795,30.2775,97.1311
2018-05-21,44.4429,91.2447,54.0048,184.49,109.088,221.731,30.4152,98.0084
2018-05-22,44.3328,91.1519,53.5713,183.8,108.391,219.272,30.3488,98.755
2018-05-23,44.6156,92.2392,54.1019,186.9,108.833,218.446,30.5616,98.3326
2018-05-24,44.5644,91.9089,54.0765,185.93,107.793,217.059,30.4904,97.2185
2018-05-25,44.6677,91.9557,54.0083,184.92,107.901,219.08,30.3137,96.7077
2018-05-29,44.5033,91.6296,53.2106,185.74,106.067,216.575,30.3322,92.5863
2018-05-30,44.4117,92.5086,53.6789,187.67,107.449,219.07,30.6269,94.6985
2018-05-31,44.2608,92.4031,54.8013,191.78,106.244,216.014,30.5265,93.5275
2018-06-01,45.0611,94.2236,56.545,193.99,107.706,217.62,30.7967,94.7359
2018-06-04,45.4384,95.0489,57.4438,193.28,108.333,218.786,30.9646,94.7791
2018-06-05,45.7865,95.5453,57.3431,192.94,107.91,218.606,30.9578,94.2437
2018-06-06,45.947,95.8295,57.1404,191.34,109.068,222.366,30.908,96.4552
2018-06-07,45.8228,94.3077,56.5161,188.18,109.559,222.662,31.0017,96.8334
2018-06-08,45.4089,95.0099,56.4309,189.1,110.197,224.209,31.154,97.1114
2018-06-11,45.2946,94.467,56.839,191.54,108.941,226.974,30.8417,96.8629
2018-06-12,45.538,94.7131,57.2021,192.4,108.833,226.813,30.8417,96.3009
2018-06-13,45.1723,94.2804,57.0049,192.41,108.912,226.15,30.7705,96.128
2018-06-14,45.1961,94.8176,57.796,196.81,108.745,228.332,30.7217,94.4147
2018-06-15,44.7298,93.6134,57.7542,195.85,108.892,229.737,30.8905,94.2909
2018-06-18,44.7073,94.2894,58.9653,198.31,107.763,228.747,30.7217,94.5571
2018-06-19,43.9819,94.2894,58.7216,197.49,108.862,227.087,30.7705,93.9863
2018-06-20,44.1722,95.2376,58.9896,202.0,108.421,226.916,30.9744,93.9765
2018-06-21,43.9306,94.553,58.2608,201.5,107.882,226.071,30.8417,93.9667
2018-06-22,43.8014,93.878,58.2533,201.74,109.118,228.274,31.0192,92.4213
2018-06-25,43.1483,91.9842,56.7583,196.35,108.882,224.998,30.908,91.5882
2018-06-26,43.6834,92.6287,56.4264,199.0,108.685,224.18,30.908,91.6461
2018-06-27,43.6172,91.19,55.6453,195.84,108.029,222.719,30.7626,90.2274
2018-06-28,43.9396,92.2096,56.1355,196.23,108.381,219.795,30.8905,91.6992
2018-06-29,43.8459,92.1903,56.2556,194.32,107.783,220.181,30.8241,91.0674
2018-07-02,44.3378,93.503,56.8992,197.36,108.01,222.121,30.8642,91.8288
2018-07-03,43.5611,92.6023,55.6124,192.73,108.99,221.683,30.8806,90.5516
2018-07-05,43.9169,93.2646,56.8584,198.45,111.039,224.807,31.3248,91.1422
2018-07-06,44.521,94.5714,57.5454,203.23,111.697,225.035,31.5288,91.4438
2018-07-09,45.1429,95.2181,58.1532,204.74,111.971,227.658,31.5706,94.2633
2018-07-10,45.0865,95.4788,58.1463,203.54,113.158,229.338,31.8009,93.7063
2018-07-11,44.4983,95.3411,58.3615,202.54,112.148,228.482,31.6136,93.4901
2018-07-12,45.2532,97.4099,59.846,206.92,113.482,229.806,31.8751,93.9028
2018-07-13,45.3202,98.5823,60.0035,207.32,111.854,232.187,31.8849,93.4617
2018-07-16,45.2237,98.094,59.6094,207.23,110.765,230.64,31.7571,97.1802
2018-07-17,45.3499,99.0312,60.4349,209.99,114.687,224.648,31.9874,97.1016
2018-07-18,45.0984,98.2982,60.4264,209.36,113.52,229.244,31.9972,97.9986
2018-07-19,45.4502,97.6151,59.7384,208.09,111.864,227.003,31.7424,96.5613
2018-07-20,45.3469,99.3243,59.6776,209.94,111.784,226.823,31.7171,97.7923
2018-07-23,45.3891,100.957,60.3314,210.91,112.491,226.859,31.6136,99.59
2018-07-24,45.7125,100.663,62.6803,214.67,114.913,227.744,32.0303,100.327
2018-07-25,46.1431,103.622,63.5666,217.5,114.246,228.74,32.2773,101.221
2018-07-26,46.003,102.487,64.0428,176.26,115.717,230.659,32.4197,100.916
2018-07-27,45.2404,100.681,62.4183,174.89,116.865,229.708,32.6334,101.958
2018-07-30,44.9811,98.534,61.2799,171.06,117.404,227.819,32.7847,102.577
2018-07-31,45.071,99.1478,61.1394,172.58,117.727,227.26,33.9265,101.014
2018-08-01,47.7306,99.3342,61.4268,171.65,117.845,227.382,34.2134,101.634
2018-08-02,49.1233,100.575,61.8324,176.37,116.6,229.833,33.9713,102.066
2018-08-03,49.2652,101.024,61.6844,177.78,117.198,230.847,34.7356,102.891
2018-08-06,49.5225,101.11,61.66,185.69,117.266,230.438,35.1629,102.92
2018-08-07,49.0544,101.776,62.5652,183.81,116.786,231.239,34.9923,103.304
2018-08-08,49.0877,102.363,62.8387,185.18,116.531,232.292,35.4811,103.5
2018-08-09,49.4762,102.537,62.9946,183.09,116.561,234.789,35.1288,102.714
2018-08-10,49.3304,101.885,62.3993,180.26,116.139,233.659,35.0692,101.683
2018-08-13,49.6415,101.189,62.2065,180.05,115.658,234.144,34.9669,100.072
2018-08-14,49.8574,102.431,62.6798,181.11,115.04,236.451,34.8809,100.74
2018-08-15,49.9718,101.053,61.3884,179.53,115.855,233.869,35.2654,99.9141
2018-08-16,50.7031,101.034,60.9819,174.7,117.688,236.111,35.4889,100.848
2018-08-17,51.714,100.977,60.5729,173.8,119.473,235.445,36.0658,100.848
2018-08-20,51.2114,100.29,60.8768,172.5,121.581,235.511,36.2678,100.71
2018-08-21,51.1131,99.4405,60.6506,172.62,120.228,234.886,36.1233,101.358
2018-08-22,51.1151,100.478,60.8668,173.64,119.58,233.992,36.0471,101.034
2018-08-23,51.2183,100.957,60.8375,172.9,120.002,234.629,36.1594,100.818
2018-08-24,51.3801,101.718,61.6141,174.645,120.787,237.202,36.3302,100.769
2018-08-27,51.7997,102.869,62.5867,177.46,120.659,239.689,35.6275,102.557
2018-08-28,52.2198,103.486,62.068,176.26,120.101,240.989,35.5572,102.056
2018-08-29,52.9974,105.146,63.0041,175.9,120.611,241.438,35.5572,101.692
2018-08-30,53.486,105.078,62.4955,177.64,120.689,240.878,35.5572,101.231
2018-08-31,54.1049,105.409,61.3676,175.73,120.454,240.945,35.5748,100.671
2018-09-04,54.2834,104.844,60.3467,171.16,119.58,240.989,35.447,101.192
2018-09-05,53.9245,101.805,59.7384,167.18,121.474,240.183,35.8589,100.68
2018-09-06,53.0268,102.039,58.9856,162.53,122.395,242.807,35.7993,100.278
2018-09-07,52.6032,101.56,58.6669,163.04,122.788,241.609,36.1594,100.454
2018-09-10,51.8955,102.656,58.5407,164.18,122.689,233.869,36.0374,99.924
2018-09-11,53.2102,104.394,59.2846,165.94,123.848,235.084,36.2531,100.534
2018-09-12,52.5488,104.844,58.3684,162.0,124.622,236.528,36.3389,99.3739
2018-09-13,53.8143,105.957,58.8935,161.36,125.083,239.083,36.7157,99.7476
2018-09-14,53.2072,106.396,58.6862,162.32,124.739,238.911,36.8083,99.7277
2018-09-17,51.7861,105.253,57.782,160.58,125.141,237.621,36.8514,100.052
2018-09-18,51.8737,106.249,58.1448,160.3,125.691,237.108,37.2817,100.445
2018-09-19,51.9054,104.834,58.5015,163.06,125.612,238.931,37.065,103.353
2018-09-20,52.2955,106.581,59.3633,166.02,126.955,239.888,37.4856,104.237
2018-09-21,51.7338,107.237,58.3943,162.93,127.779,240.126,37.7521,103.559
2018-09-24,52.4798,107.608,58.765,165.41,125.622,240.753,37.6408,102.567
2018-09-25,52.811,107.4,59.4789,164.91,123.975,237.316,37.5208,102.282
2018-09-26,52.3912,106.981,59.4874,166.95,123.544,236.746,37.4261,101.084
2018-09-27,53.4692,107.363,60.15,168.84,123.601,238.314,37.6144,100.612
2018-09-28,53.6576,107.335,60.136,164.46,123.553,239.586,37.7609,99.1678
2018-10-01,54.0152,108.505,60.2082,162.44,124.916,242.333,37.9307,99.7277
2018-10-02,54.4973,108.066,60.1639,159.33,125.631,243.709,37.8906,100.15
2018-10-03,55.1624,108.086,60.3577,162.43,124.328,243.945,38.3932,101.103
2018-10-04,54.1936,105.839,58.6409,158.85,124.622,241.638,38.3005,101.997
2018-10-05,53.3186,105.243,58.1806,157.33,124.396,242.415,38.4792,101.428
2018-10-08,53.1903,104.024,57.5872,157.25,124.641,242.255,38.7963,102.046
2018-10-09,53.9245,105.35,57.0517,157.9,124.485,243.243,38.9593,101.358
2018-10-10,51.4273,99.6173,54.4107,151.38,123.17,236.908,38.1365,98.6274
2018-10-11,50.9703,99.3739,54.34,153.35,119.689,231.532,36.6795,95.6829
2018-10-12,52.7914,102.841,55.8246,153.74,119.708,233.765,37.512,94.6407
2018-10-15,51.6649,100.995,54.9229,153.52,119.757,234.354,36.9451,94.0905
2018-10-16,52.8011,104.168,56.4494,158.78,122.121,245.456,37.6408,96.128
2018-10-17,52.5784,103.895,56.1759,159.42,124.71,240.696,38.1893,97.1999
2018-10-18,51.3474,101.815,54.6972,154.92,124.749,240.252,37.6994,95.6535
2018-10-19,52.1291,101.961,55.0595,154.05,124.346,238.901,38.1278,95.4815
2018-10-22,52.4454,102.899,55.3677,154.78,124.014,236.082,38.0166,94.1111
2018-10-23,52.9382,101.473,55.5441,154.39,124.229,238.512,37.7872,93.1345
2018-10-24,51.1249,96.0345,52.665,146.04,122.936,230.812,36.3975,91.4044
2018-10-25,52.2424,101.629,54.9802,150.95,123.808,237.942,37.1968,92.7917
2018-10-26,51.4147,100.378,53.9918,145.37,122.474,232.501,36.5018,91.5164
2018-10-29,50.4506,97.4684,51.5496,142.09,122.993,231.001,37.0396,92.7828
2018-10-30,50.7001,97.3512,52.2859,146.22,125.867,232.598,36.7488,94.4147
2018-10-31,52.0227,100.233,54.332,151.79,125.161,235.37,36.8963,96.4748
2018-11-01,52.8189,99.3839,54.1029,151.75,125.935,234.98,37.4174,96.4365
2018-11-02,49.3194,99.6173,53.381,150.35,125.798,235.056,36.7829,95.907
2018-11-05,47.919,100.907,52.5958,148.68,127.171,235.056,37.2895,96.5436
2018-11-06,48.4323,101.11,53.2853,149.94,127.505,237.345,36.8514,96.9788
2018-11-07,49.9018,105.088,55.2119,151.53,129.427,247.317,38.0429,98.6372
2018-11-08,49.7282,104.883,54.5339,147.87,129.936,249.13,37.8614,99.4423
2018-11-09,48.7727,102.841,53.6565,144.96,129.966,249.035,38.2322,98.48
2018-11-12,46.3147,100.29,52.2785,141.55,130.22,245.284,38.0878,96.408
2018-11-13,45.8524,100.359,52.2092,142.16,129.368,242.435,37.5763,96.969
2018-11-14,44.5544,98.9147,52.5386,144.22,129.005,238.608,37.0485,94.9893
2018-11-15,45.6513,101.13,53.359,143.85,129.221,238.589,37.308,97.3846
2018-11-16,46.1598,102.059,53.2206,139.53,130.554,244.135,37.5686,97.3266
2018-11-19,44.3328,98.6215,51.1854,131.55,132.104,239.596,38.1464,98.0772
2018-11-20,42.2141,95.8784,51.3364,132.43,130.956,235.492,37.5853,95.9738
2018-11-21,42.1685,97.1853,51.983,134.82,126.964,234.638,37.2135,95.2458
2018-11-23,41.0923,97.1499,51.319,131.73,127.191,235.589,37.2476,94.3665
2018-11-26,41.6453,100.35,52.6063,136.38,127.231,239.67,37.4203,96.6792
2018-11-27,41.5595,100.995,52.424,135.0,128.887,244.173,38.0517,97.0918
2018-11-28,43.1581,104.734,54.3923,136.76,131.8,253.005,38.768,98.1754
2018-11-29,42.8247,103.865,54.5314,138.68,131.25,254.449,39.294,97.3846
2018-11-30,42.5943,104.512,55.2821,140.61,132.182,254.173,39.9166,98.4014
2018-12-03,44.0834,105.644,55.6164,141.09,131.584,258.668,39.7098,99.3343
2018-12-04,42.149,102.284,52.9316,137.93,131.417,251.647,38.975,94.8951
2018-12-06,41.67,102.929,53.7092,139.63,131.3,250.11,38.8373,93.0795
2018-12-07,40.1886,98.7965,52.1399,137.42,130.868,243.176,37.9219,91.4044
2018-12-10,40.4528,101.424,52.4688,141.85,130.701,240.773,38.3366,89.694
2018-12-11,40.2233,102.354,52.8907,142.08,131.839,241.411,37.9999,88.8138
2018-12-12,40.3345,102.821,53.4926,144.5,132.379,244.496,38.1278,89.3944
2018-12-13,40.7761,103.155,53.4831,145.01,133.055,245.853,38.482,89.4848
2018-12-14,39.4702,99.93,52.3956,144.06,119.689,239.432,37.8165,88.745
2018-12-17,39.1027,96.983,51.0972,140.19,116.217,233.149,37.2232,87.6122
2018-12-18,39.613,98.0059,51.982,143.66,117.355,228.529,36.6103,87.1976
2018-12-19,38.3734,97.7419,51.586,133.24,114.844,226.13,36.2404,86.0905
2018-12-20,37.4046,95.689,50.9942,133.4,115.432,219.032,36.2209,85.3467
2018-12-21,35.9502,92.5868,49.3835,124.95,115.295,215.31,36.2033,83.3288
2018-12-24,35.0237,88.7209,49.0557,124.06,110.539,210.439,35.0137,81.5338
2018-12-26,37.4874,94.7804,52.2032,134.18,114.04,219.841,36.4288,84.9135
2018-12-27,37.2431,95.3705,52.4548,134.52,114.658,222.198,36.9996,85.8674
2018-12-28,37.2628,94.6183,52.1449,133.2,114.531,222.444,37.0943,85.6837
2018-12-31,37.6255,95.7437,52.0592,131.09,116.129,225.035,37.6877,86.3831
2019-01-02,37.6668,95.3129,52.5435,135.68,114.962,219.965,37.3441,87.8804
2019-01-03,33.9151,91.8045,51.0882,131.74,113.138,213.971,36.2979,86.6297
2019-01-04,35.3619,96.0834,53.7087,137.95,115.04,216.459,37.1285,89.8286
2019-01-07,35.2809,96.2065,53.6017,138.05,114.285,216.879,37.3266,89.8797
2019-01-08,35.9531,96.8953,54.0725,142.53,116.943,219.785,37.4993,89.7186
2019-01-09,36.5659,98.2982,53.8871,144.23,116.021,220.108,37.4203,89.5653
2019-01-10,36.6833,97.6639,53.7467,144.2,116.747,221.209,36.5322,89.5574
2019-01-11,36.3257,96.8953,53.0312,143.8,116.786,223.745,37.0241,89.1272
2019-01-14,35.7816,96.1968,52.3856,145.39,115.442,224.116,36.583,90.0448
2019-01-15,36.5138,98.9542,54.1293,148.95,116.433,232.055,36.8963,90.7079
2019-01-16,36.9592,99.3054,54.2787,147.54,115.247,236.185,36.3575,91.4339
2019-01-17,37.176,100.018,54.7575,148.3,116.168,234.687,36.6698,91.8102
2019-01-18,37.4026,101.54,55.165,150.04,117.61,239.852,36.7225,93.3104
2019-01-22,36.5639,99.5984,53.7367,147.57,115.893,240.024,36.4981,91.8288
2019-01-23,36.7088,100.585,54.0246,144.3,115.893,241.229,36.4024,91.598
2019-01-24,36.4222,100.086,54.0043,145.83,114.295,240.41,35.3572,91.655
2019-01-25,37.6304,101.024,54.8766,149.01,115.404,242.159,35.0907,92.2326
2019-01-28,37.2795,99.0215,53.7979,147.47,116.08,240.999,34.1325,92.6708
2019-01-29,36.8962,97.0241,53.3098,144.19,117.276,241.522,35.203,92.9213
2019-01-30,39.4133,100.261,54.7012,150.42,118.434,244.24,35.9017,93.1434
2019-01-31,39.7009,98.4454,56.0912,166.69,119.747,244.087,36.9732,92.324
2019-02-01,39.7176,96.8755,55.729,165.71,120.787,242.739,37.348,92.6708
2019-02-04,40.8489,99.6575,56.8649,169.25,119.58,242.303,36.9635,92.995
2019-02-05,41.5446,101.071,57.3855,171.16,119.58,240.575,36.6767,92.5863
2019-02-06,41.5595,99.93,55.9417,170.49,119.689,243.471,36.8679,92.5421
2019-02-07,40.7731,99.1973,55.0958,166.38,118.835,243.006,36.3195,91.3347
2019-02-08,40.8222,99.5885,54.9199,167.33,119.159,236.595,36.7811,90.417
2019-02-11,40.585,99.1776,54.907,165.79,118.787,232.302,36.3019,89.9898
2019-02-12,40.9347,100.76,56.1754,165.04,120.748,238.029,36.4677,91.5243
2019-02-13,40.7661,100.681,56.2277,164.07,121.003,238.304,36.3195,91.9674
2019-02-14,40.9138,100.77,56.2561,163.95,120.876,239.689,36.5536,91.37
2019-02-15,40.8252,101.989,55.7793,162.5,122.729,244.953,36.9294,94.1592
2019-02-19,40.9437,101.941,56.122,162.29,122.111,244.278,37.105,93.8271
2019-02-20,41.2106,101.444,55.8271,162.56,122.699,243.48,36.7548,94.2722
2019-02-21,40.9751,103.573,55.0111,160.04,121.885,240.659,36.704,94.0807
2019-02-22,41.4334,105.048,55.6263,161.89,122.936,241.314,37.4174,93.6778
2019-02-25,41.734,105.624,55.6648,164.62,123.387,239.046,37.5218,94.6505
2019-02-26,41.7587,106.357,55.8978,164.13,123.307,237.572,37.4701,93.9303
2019-02-27,41.8887,106.18,55.9417,162.81,123.083,225.92,37.391,93.8075
2019-02-28,41.4787,106.044,56.124,161.45,123.778,218.825,37.7579,93.0982
2019-03-01,41.9125,106.514,57.2186,162.28,125.327,222.366,37.7667,93.163
2019-03-04,42.1262,106.269,57.4627,167.37,125.455,213.23,37.513,92.94
2019-03-05,42.0494,105.721,58.2483,171.26,125.711,218.114,37.3568,92.8663
2019-03-06,41.8029,105.769,58.0366,172.51,126.005,215.995,36.459,92.5225
2019-03-07,41.3231,104.482,57.3346,169.13,125.22,213.84,36.0501,91.8554
2019-03-08,41.4197,104.598,57.2908,169.6,125.063,215.178,35.6158,91.8917
2019-03-11,42.8546,106.807,58.7501,172.07,125.524,220.486,36.1457,93.0893
2019-03-12,43.3384,107.538,59.6463,171.92,126.082,222.965,36.3477,92.8103
2019-03-13,43.5277,108.387,59.7364,173.37,126.289,228.757,36.5898,93.1257
2019-03-14,44.0114,108.476,59.4111,170.17,125.024,229.68,35.8763,93.9765
2019-03-15,44.584,109.707,59.3,165.98,124.641,227.981,36.3887,95.066
2019-03-18,45.0394,111.288,59.2128,160.47,124.259,231.247,36.4151,95.626
2019-03-19,44.6817,111.367,59.9058,161.57,125.415,233.184,36.8415,95.2645
2019-03-20,45.074,111.24,61.1,165.44,124.376,227.162,36.7303,93.2455
2019-03-21,46.7294,113.808,61.5832,166.08,125.102,228.539,36.8865,91.765
2019-03-22,45.7635,110.8,60.1644,164.34,124.032,224.088,36.4512,88.9936
2019-03-25,45.2158,111.377,59.6528,166.29,123.758,223.867,36.4844,88.2528
2019-03-26,44.7456,111.601,59.2772,167.68,125.534,220.706,36.9451,89.136
2019-03-27,45.1499,110.537,58.6877,165.87,125.661,219.197,36.5985,88.8324
2019-03-28,45.2109,110.684,58.4018,165.55,125.808,219.662,36.8337,89.8463
2019-03-29,45.4996,111.63,58.6319,166.69,126.623,224.239,36.9918,90.3012
2019-04-01,45.811,112.657,59.7324,168.7,125.906,222.662,37.3119,93.3497
2019-04-02,46.4782,112.822,60.0593,174.2,124.749,221.657,37.3734,93.7898
2019-04-03,46.7935,113.576,60.3219,173.54,124.259,222.926,37.3119,93.9765
2019-04-04,46.8733,112.989,60.7523,176.02,122.807,224.363,37.226,94.8951
2019-04-05,47.1908,113.497,60.3537,175.72,123.367,225.598,37.4437,94.6701
2019-04-08,47.9368,113.536,60.1957,174.93,123.327,225.569,37.5736,94.9795
2019-04-09,47.79,112.911,59.9173,177.58,122.807,225.607,37.3119,94.2633
2019-04-10,48.0562,113.779,60.1046,177.82,122.816,223.099,37.2162,94.6985
2019-04-11,47.6567,113.908,60.261,177.51,122.484,213.487,36.8162,95.4815
2019-04-12,47.637,114.483,60.9157,179.1,123.19,202.425,36.3292,99.9735
2019-04-15,47.7257,114.572,61.105,179.65,123.671,208.766,36.659,98.814
2019-04-16,47.7306,114.318,61.3731,178.87,125.024,200.383,35.6402,99.8655
2019-04-17,48.6581,115.275,61.783,178.78,125.494,196.64,34.7336,102.744
2019-04-18,48.8317,116.768,61.8492,178.28,124.583,201.104,34.3003,101.988
2019-04-22,48.9931,117.14,62.4615,181.44,124.857,205.957,33.9499,102.125
2019-04-23,49.6989,118.76,63.3001,183.78,126.73,209.091,34.3334,102.252
2019-04-24,49.6219,118.34,62.775,182.58,126.102,208.891,34.2915,102.076
2019-04-25,49.1746,122.25,63.1381,193.26,126.504,209.289,34.5003,102.134
2019-04-26,48.9399,122.951,63.6404,191.49,127.191,214.922,34.8126,102.901
2019-04-29,49.0127,122.834,64.5759,194.78,126.67,215.328,34.4828,104.374
2019-04-30,48.0687,123.646,59.7314,193.4,127.896,211.359,35.3699,104.316
2019-05-01,50.4311,121.046,58.454,193.03,128.603,210.347,35.5095,103.51
2019-05-02,50.1008,119.477,58.1148,192.53,127.976,210.8,35.7193,103.746
2019-05-03,50.7228,122.005,59.2627,195.47,128.652,210.347,36.0501,104.374
2019-05-06,49.9373,121.301,59.4575,193.88,128.721,218.104,36.2745,103.442
2019-05-07,48.5952,118.829,58.7301,189.77,126.799,215.89,35.5621,101.752
2019-05-08,48.602,118.819,58.3276,189.54,126.623,216.86,35.6666,101.231
2019-05-09,48.0815,118.819,58.1876,188.65,125.691,215.814,35.7104,101.162
2019-05-10,47.4155,120.324,58.1711,188.34,125.975,218.189,35.7807,101.152
2019-05-13,44.6599,116.749,56.6243,181.54,124.289,217.219,35.648,98.4014
2019-05-14,45.3695,118.069,56.0399,180.73,123.945,214.399,35.7281,99.1678
2019-05-15,45.9104,119.737,58.3286,186.27,124.032,214.077,36.1604,98.7748
2019-05-16,45.7045,122.493,59.0111,186.99,125.19,214.723,36.5888,100.062
2019-05-17,45.4482,121.663,58.2279,185.3,125.572,218.902,36.4414,99.5602
2019-05-20,44.0262,119.906,57.0262,182.72,125.397,223.062,36.5459,100.082
2019-05-21,44.8689,120.548,57.5135,184.82,125.121,226.669,36.6171,100.435
2019-05-22,43.9494,121.291,57.5837,185.32,125.711,226.111,36.8982,99.6098
2019-05-23,43.2023,119.877,57.0601,180.87,126.623,223.527,36.8357,97.6577
2019-05-24,43.0349,119.924,56.7248,181.06,126.633,224.571,36.8601,98.6077
2019-05-28,42.8586,119.867,56.7722,184.31,125.014,219.51,36.8181,97.5506
2019-05-29,42.6535,118.722,55.7948,182.19,119.767,219.824,36.659,97.2873
2019-05-30,42.8754,119.467,55.868,183.01,120.492,220.81,36.8181,96.2439
2019-05-31,42.0996,117.511,55.1252,177.47,119.63,219.272,36.4834,95.2458
2019-06-03,41.67,113.858,51.7495,164.15,119.865,214.504,36.8357,95.6928
2019-06-04,43.1973,117.004,52.5341,167.5,121.974,218.33,37.1099,98.6372
2019-06-05,43.8972,119.554,52.0434,168.17,122.572,220.153,37.3276,98.9908
2019-06-06,44.5377,121.437,52.1988,168.33,124.66,219.289,37.5295,99.2173
2019-06-07,45.7223,124.837,53.2256,173.35,126.366,223.783,37.7131,98.1263
2019-06-10,46.3087,125.968,53.9424,174.82,126.799,225.007,37.8457,99.1876
2019-06-11,46.8419,125.49,53.8568,178.1,127.505,222.955,37.4944,99.4919
2019-06-12,46.6941,124.926,53.7601,175.04,129.231,221.741,37.8546,98.2344
2019-06-13,46.6872,125.695,54.3535,177.47,128.338,222.14,37.3451,98.4702
2019-06-14,46.3481,125.824,54.1188,181.33,127.789,223.489,37.5726,98.706
2019-06-17,46.6249,126.203,54.4969,189.01,127.191,224.059,37.6799,98.1852
2019-06-18,47.7208,128.402,55.0624,188.47,127.887,223.803,37.8457,99.5117
2019-06-19,47.579,128.919,55.026,187.48,128.093,227.895,38.2225,98.7846
2019-06-20,47.9674,130.11,55.4589,189.53,129.702,225.674,38.3122,99.0498
2019-06-21,47.8016,130.13,56.0652,191.14,129.594,229.796,38.3727,98.3916
2019-06-24,47.7525,130.894,55.6333,192.6,130.496,227.372,38.4528,97.6774
2019-06-25,47.0281,126.77,54.1826,188.84,131.564,225.578,38.4528,96.8629
2019-06-26,48.0442,127.259,53.8209,187.66,129.368,221.788,37.7765,97.5113
2019-06-27,48.0293,127.454,53.637,189.5,128.319,224.401,38.1619,97.8218
2019-06-28,47.5918,127.288,53.9444,193.0,127.034,222.254,38.0653,100.484
2019-07-01,48.4671,128.909,54.8013,193.0,127.112,221.011,38.4606,102.194
2019-07-02,48.7508,129.759,55.4291,195.0,127.73,222.218,38.8548,102.292
2019-07-03,49.1549,130.589,55.9467,197.2,129.632,223.346,39.0139,102.144
2019-07-05,49.1105,130.218,56.4289,196.4,128.201,224.961,38.5903,102.734
2019-07-08,48.0953,130.12,55.6378,195.76,128.583,225.746,38.0477,102.184
2019-07-09,48.3922,129.644,56.0115,199.21,128.985,224.088,38.1093,102.606
2019-07-10,48.8689,130.959,56.8395,202.73,128.799,225.417,38.7163,102.312
2019-07-11,48.5163,131.488,56.9974,201.23,127.799,237.867,37.7677,103.304
2019-07-12,48.8859,131.967,57.0601,204.87,122.493,242.207,37.2573,104.374
2019-07-15,49.3478,131.967,57.3178,203.91,122.866,242.264,37.5656,103.117
2019-07-16,49.1766,130.238,57.4647,203.84,120.866,241.068,37.6535,104.218
2019-07-17,48.8986,129.486,57.1299,201.8,120.268,242.861,37.5559,103.196
2019-07-18,49.4543,129.614,57.1548,200.78,120.463,237.391,37.837,103.805
2019-07-19,48.717,129.799,56.3731,198.36,118.855,233.755,37.5813,102.783
2019-07-22,49.83,131.516,56.7548,202.32,117.326,232.568,37.6261,103.432
2019-07-23,50.2181,132.347,57.1952,202.36,117.512,232.292,37.8634,105.338
2019-07-24,50.1767,133.686,56.7807,204.66,118.355,228.747,37.6857,105.76
2019-07-25,49.7817,133.186,56.5918,200.71,119.6,226.537,37.4944,104.758
2019-07-26,49.9533,134.29,62.0361,199.75,119.248,230.392,37.8634,105.21
2019-07-29,50.4232,133.989,61.8677,195.94,121.317,231.19,36.4219,104.896
2019-07-30,50.2045,133.344,61.1782,197.04,120.473,232.217,34.0827,104.64
2019-07-31,51.2283,129.486,60.69,194.23,118.767,226.832,34.1295,105.013
