Date,AAPL.US,MSFT.US,GOOGL.US,META.US,JNJ.US,UNH.US,PFE.US,JPM.US
2015-11-02,27.2974,46.6449,37.2519,103.31,84.2303,101.981,26.8785,53.8456
2015-11-03,27.6167,47.445,37.3057,102.58,84.0568,101.117,26.8102,54.0412
2015-11-04,27.4817,47.6638,37.6291,103.94,84.0401,98.5145,26.3847,54.0962
2015-11-05,27.3595,47.647,37.8962,108.76,84.3647,99.8998,26.3944,54.5816
2015-11-06,27.3929,48.12,37.9424,107.1,84.0224,98.6574,26.2236,56.2428
2015-11-09,27.2747,47.4519,37.6021,106.49,83.1319,98.1734,26.006,55.3655
2015-11-10,26.4184,46.8823,37.776,107.91,83.6449,99.6049,26.1153,55.6003
2015-11-11,26.2714,47.0064,38.1243,109.01,83.9715,98.4305,26.0792,55.3302
2015-11-12,26.1818,46.7164,37.6898,108.02,82.6692,96.9562,25.8079,54.222
2015-11-13,25.412,46.2953,36.8698,103.95,82.3406,95.7417,25.7143,53.8614
2015-11-16,25.831,47.102,37.3855,104.04,83.4527,97.8123,25.6283,54.6424
2015-11-17,25.7245,46.7231,37.1642,105.13,83.6832,98.2871,25.4059,54.329
2015-11-18,26.5297,47.4987,37.8632,107.77,84.6373,100.765,25.7425,55.4146
2015-11-19,26.8756,47.5799,37.8597,106.26,84.4941,95.0669,24.9589,55.5846
2015-11-20,26.9959,47.7996,38.7097,107.32,85.1081,97.0998,24.8729,55.4883
2015-11-23,26.6342,47.7996,38.6948,106.95,85.3542,96.3675,24.2172,54.946
2015-11-24,26.8973,47.8533,38.3426,105.74,84.7412,97.2902,24.707,54.8616
2015-11-25,26.7021,47.357,38.3241,105.41,84.6756,98.3049,25.4059,54.9294
2015-11-27,26.6479,47.5709,38.4591,105.45,85.0139,98.239,25.3434,55.1838
2015-11-30,26.7663,47.9401,38.0047,104.24,84.0793,96.8732,25.3288,54.78
2015-12-01,26.5366,48.7068,39.0479,107.12,85.0079,99.9296,25.9855,55.5453
2015-12-02,26.3109,48.6979,38.752,106.07,84.7511,101.544,25.4283,54.7632
2015-12-03,26.0655,47.8094,38.2713,104.38,83.7017,99.2562,25.033,54.0588
2015-12-04,26.9318,49.3164,38.8197,106.18,85.5082,101.621,25.3492,55.7722
2015-12-07,26.7613,49.2286,38.5099,105.61,85.8151,100.054,25.2429,55.0472
2015-12-08,26.7484,49.2108,38.617,106.49,85.054,100.025,25.1423,54.1866
2015-12-09,26.1572,48.4967,37.9898,104.6,84.8393,99.3031,24.9589,53.776
2015-12-10,26.2843,48.7528,37.8647,105.42,85.2443,100.301,25.0096,53.8998
2015-12-11,25.6093,47.6833,37.3855,102.12,84.448,100.099,24.7783,52.6353
2015-12-14,25.4448,48.6365,37.9893,104.66,84.8393,99.9981,24.8729,52.7994
2015-12-15,24.9982,48.6883,37.8672,104.55,86.4809,101.516,24.9335,54.3026
2015-12-16,25.1874,49.5119,38.6893,106.79,87.4036,102.559,25.1794,55.4795
2015-12-17,24.6532,49.1317,38.3524,106.22,86.0651,102.892,24.9853,54.4498
2015-12-18,23.9919,47.7459,37.7058,104.04,84.6667,99.9683,24.7237,52.9094
2015-12-21,24.2809,48.3641,37.9026,104.77,84.3647,101.335,25.0868,53.8456
2015-12-22,24.2612,48.823,38.2179,105.51,85.3022,101.363,25.1336,53.9606
2015-12-23,24.5735,49.2384,38.2866,104.63,85.9435,102.448,25.1648,54.8212
2015-12-24,24.4453,49.1025,38.1537,105.02,86.1328,102.133,25.2116,54.7162
2015-12-28,24.1625,49.3515,38.9707,105.93,85.7288,102.123,25.0594,54.5364
2015-12-29,24.5982,49.8809,39.5547,107.26,86.3937,103.417,25.3726,55.0983
2015-12-30,24.2789,49.6689,39.3723,106.22,86.1858,102.644,25.3131,54.7072
2015-12-31,23.8177,48.9353,38.76,104.66,85.3101,101.544,24.9501,54.2504
2016-01-04,23.8381,48.3376,37.8348,102.22,83.4527,100.49,24.6935,52.6186
2016-01-05,23.2372,48.5564,37.9389,102.73,83.7948,100.698,24.8729,52.708
2016-01-06,22.7829,47.6755,37.8293,102.97,83.3752,99.6933,24.4289,51.9486
2016-01-07,21.821,46.0178,36.9162,97.92,82.4053,96.7476,24.268,49.8491
2016-01-08,21.9353,46.1565,36.4135,97.33,81.5197,95.0766,23.9586,48.7281
2016-01-11,22.292,46.1305,36.5211,97.51,81.0334,94.5923,24.0133,48.6574
2016-01-12,22.6142,46.554,37.1324,99.37,81.5905,96.8991,23.9586,48.7625
2016-01-13,22.0318,45.5509,35.8486,95.44,80.5764,94.275,23.4716,47.4225
2016-01-14,22.5168,46.8481,36.4374,98.37,82.1298,95.6082,24.0434,48.1357
2016-01-15,21.9736,44.9789,35.3962,94.97,80.5577,94.3131,23.8102,47.1749
2016-01-19,21.8683,44.596,35.8241,95.26,80.9745,97.1842,23.7185,47.1484
2016-01-20,21.8978,44.7999,35.7982,94.35,79.5203,99.0644,23.6961,45.9114
2016-01-21,21.7883,44.5266,36.2022,94.16,79.6742,97.9549,23.6345,45.6944
2016-01-22,22.9445,46.1205,37.1384,97.94,80.349,98.6671,23.7351,47.1022
2016-01-25,22.498,45.6792,36.5484,97.01,80.0596,97.8582,23.5721,46.0333
2016-01-26,22.6211,46.0178,36.5569,97.34,84.0303,98.3421,23.7019,47.2093
2016-01-27,21.1369,45.1809,35.7494,94.45,84.8393,96.9562,23.5867,47.1749
2016-01-28,21.2848,45.9195,37.2799,109.11,84.9275,96.1213,23.3398,47.3763
2016-01-29,22.0199,48.5485,37.8592,112.15,86.7437,99.4063,23.5643,49.2095
2016-02-01,21.8171,48.2548,38.3993,115.09,86.6908,100.035,23.3183,48.6829
2016-02-02,21.3735,46.7507,38.9044,114.61,85.8856,98.2685,23.2949,47.1651
2016-02-03,21.7992,46.0081,37.3336,112.69,86.4888,97.3278,23.1632,47.4814
2016-02-04,21.9716,45.8667,36.3697,110.49,86.2897,98.5618,22.6392,48.3017
2016-02-05,21.3844,44.2441,35.0609,104.07,83.5016,96.4059,22.6607,47.7604
2016-02-08,21.613,43.582,35.0808,99.75,84.7127,94.9435,22.2966,46.7603
2016-02-09,21.6081,43.4678,34.9244,99.54,84.6843,95.9315,22.7152,46.4803
2016-02-10,21.4424,43.8476,35.2148,101.0,84.4853,97.3278,23.0227,45.9194
2016-02-11,21.3115,43.8301,35.1905,101.91,84.4647,95.4852,22.7396,43.8906
2016-02-12,21.3785,44.544,35.2168,102.01,84.5579,96.5014,22.9192,47.5473
2016-02-16,21.9806,45.3898,35.7524,101.61,84.9717,99.3974,23.2706,48.2585
2016-02-17,22.3206,46.5698,36.4663,105.2,85.1257,102.094,23.1291,48.6043
2016-02-18,21.8959,46.3659,35.7459,103.47,86.577,101.373,23.0686,47.8135
2016-02-19,21.8466,46.0385,35.9751,104.57,87.1174,101.563,23.0227,47.8223
2016-02-22,22.0357,46.7759,36.3208,107.16,87.6332,104.66,23.456,48.4433
2016-02-23,21.5392,45.4718,35.7349,105.46,87.0653,104.546,23.3868,46.4155
2016-02-24,21.8604,45.6283,35.9148,106.88,87.8077,103.763,23.4345,46.4312
2016-02-25,22.0093,46.2847,36.3243,108.07,88.9924,104.593,23.8815,47.1484
2016-02-26,22.0426,45.5756,36.1121,107.92,88.4755,104.715,23.5994,47.5875
2016-02-29,21.9925,45.2024,35.7319,106.93,88.0078,102.789,23.1632,46.5658
2016-03-01,22.8666,46.7114,36.9745,109.82,89.6779,105.019,23.4501,48.9629
2016-03-02,22.9167,47.0405,36.8405,109.95,89.5386,104.66,23.4032,49.4237
2016-03-03,23.0913,46.5063,36.4474,109.58,89.2268,105.144,23.334,49.5897
2016-03-04,23.4352,46.223,36.3791,108.39,89.1023,105.126,23.1935,49.6645
2016-03-07,23.1732,45.3351,35.5112,105.73,89.2886,105.107,23.2559,49.5721
2016-03-08,22.9807,45.8861,35.5477,105.93,88.8571,105.01,22.9192,48.6122
2016-03-09,23.0025,46.9438,36.1395,107.51,89.3788,104.964,23.2159,48.8961
2016-03-10,23.0145,46.2396,36.4762,107.32,89.6239,105.819,23.0997,48.4717
2016-03-11,23.2598,47.147,37.109,109.41,90.1084,108.419,23.8074,49.0759
2016-03-14,23.319,47.2368,37.3765,109.89,90.0652,108.534,23.4969,48.8961
2016-03-15,23.7919,47.6099,37.3929,110.67,90.1554,108.191,23.0598,48.9629
2016-03-16,24.1005,48.282,37.7313,112.18,89.8397,108.229,22.6704,48.7281
2016-03-17,24.062,48.5584,37.787,111.02,89.2886,107.926,22.9027,48.5887
2016-03-18,24.0906,47.5192,37.6341,111.45,89.921,109.816,22.9895,50.0221
2016-03-21,24.0877,47.8504,37.9704,111.85,89.7318,109.835,23.4735,50.0033
2016-03-22,24.2729,48.0358,37.8652,112.25,89.8122,110.945,23.7145,49.8216
2016-03-23,24.1389,47.946,37.7412,112.54,90.7713,112.476,23.5673,49.5721
2016-03-24,24.0354,48.1628,37.6056,113.05,90.6086,111.46,23.4813,49.1939
2016-03-28,23.9278,47.565,37.5279,113.69,90.5448,111.735,23.2472,49.1289
2016-03-29,24.4976,48.6043,38.1562,116.14,91.2999,112.505,23.456,48.8215
2016-03-30,24.9224,48.9043,38.2782,114.7,91.1537,112.37,23.4735,49.3815
2016-03-31,24.7912,49.0645,38.0072,114.1,90.5164,111.716,23.1368,48.9797
2016-04-01,25.0179,49.3682,38.3446,116.06,91.3362,112.589,23.4501,49.5151
2016-04-04,25.2741,49.2449,38.1178,112.55,90.8331,112.2,23.98,49.3265
2016-04-05,24.9814,48.4716,37.7915,112.22,91.1361,110.091,24.4827,48.6221
2016-04-06,25.2387,48.9696,38.2648,113.71,91.5352,110.955,25.7084,48.9993
2016-04-07,24.6879,48.3836,37.8687,113.64,91.4106,109.95,25.5727,47.7565
2016-04-08,24.7173,48.3485,37.8363,110.63,91.2645,108.905,25.3707,48.1073
2016-04-11,24.7982,48.2458,37.7402,108.99,91.1537,109.484,24.8926,48.4914
2016-04-12,25.1214,48.5505,38.078,110.61,91.6725,109.892,24.951,49.3893
2016-04-13,25.4808,49.1737,38.4561,110.51,91.9206,110.727,25.4029,51.4849
2016-04-14,25.4938,49.1816,38.6295,110.84,91.8922,110.911,25.4877,52.148
2016-04-15,24.9914,49.4365,38.8592,109.64,92.1775,110.358,25.3707,51.5497
2016-04-18,24.4523,50.1593,39.2418,110.45,92.7934,110.766,25.4556,51.8808
2016-04-19,24.3183,50.0957,38.6723,112.29,94.2458,113.092,25.6762,52.7572
2016-04-20,24.3704,49.3857,38.6061,112.42,95.0254,116.074,25.9387,53.5214
2016-04-21,24.1005,49.5548,38.9159,113.44,95.0156,115.231,25.9474,52.9929
2016-04-22,24.0384,46.0014,36.7553,110.56,94.7968,116.238,25.9738,53.2975
2016-04-25,23.9025,46.2933,36.9765,110.1,94.9685,115.933,25.924,52.9929
2016-04-26,23.7359,45.6976,36.1375,108.76,94.4458,116.331,25.803,53.264
2016-04-27,22.2487,45.2552,35.9427,108.94,94.3133,115.088,25.7611,53.4154
2016-04-28,21.5705,44.332,35.1226,116.73,94.0869,114.469,25.6917,52.9929
2016-04-29,21.3214,44.3147,35.2661,117.58,93.7741,114.128,25.5347,52.655
2016-05-02,21.2977,44.9631,35.5915,118.57,94.3046,114.489,25.6059,53.1462
2016-05-03,21.6504,44.2247,35.2941,117.43,94.2555,114.783,26.3085,52.1254
2016-05-04,21.4236,44.3047,35.44,118.06,93.8771,114.431,26.0763,51.2982
2016-05-05,21.336,44.3693,35.6064,117.81,94.4164,114.668,26.2061,51.0221
2016-05-06,21.2198,44.7668,36.128,119.48,94.3046,114.44,26.2129,51.3237
2016-05-09,21.2358,44.4826,36.3248,119.24,95.1391,114.964,26.4033,50.9985
2016-05-10,21.3785,45.3254,36.8355,120.5,95.9158,115.761,26.3847,51.6902
2016-05-11,21.1725,45.3529,36.3955,119.53,95.6765,113.272,26.1182,51.4977
2016-05-12,20.6729,45.761,36.272,120.28,95.552,112.428,26.1397,51.4672
2016-05-13,20.7131,45.38,36.1106,119.81,95.0067,111.791,26.1397,50.9907
2016-05-16,21.485,46.0483,36.3831,118.66,95.7314,113.225,26.291,51.3739
2016-05-17,21.3943,45.1887,35.8764,117.35,95.2264,112.268,26.0148,51.3739
2016-05-18,21.6406,45.4574,35.9586,117.65,95.0351,113.102,26.1251,53.3554
2016-05-19,21.558,45.0187,35.6364,116.81,94.3889,112.664,26.291,52.8151
2016-05-20,21.7933,45.2835,35.9551,117.35,94.9116,113.5,26.5759,52.9163
2016-05-23,22.0674,44.758,35.7329,115.97,94.4919,113.018,26.5174,52.874
2016-05-24,22.4043,46.1516,36.5191,117.69,94.9488,114.887,26.859,53.77
2016-05-25,22.7927,46.644,36.7717,117.89,95.4941,115.628,27.0551,54.5884
2016-05-26,22.9787,46.4254,36.7134,119.47,95.1303,115.24,27.1176,54.1798
2016-05-27,22.9654,46.7994,37.2469,119.38,95.2539,116.124,27.2602,54.5158
2016-05-31,22.8527,47.4166,37.3072,118.84,94.9488,115.848,27.3284,54.384
2016-06-01,22.5334,47.2906,37.2879,118.78,95.0351,116.597,27.3723,54.7338
2016-06-02,22.3651,46.9498,37.079,118.93,96.4581,117.899,27.466,54.832
2016-06-03,22.4093,46.3325,36.6601,118.47,96.6896,118.571,27.3225,53.8604
2016-06-06,22.5729,46.6344,36.3712,118.79,97.528,119.741,27.5109,54.3929
2016-06-07,22.6626,46.6088,36.4225,117.76,97.4888,118.669,27.4415,54.2062
2016-06-08,22.6419,46.554,37.0123,118.39,97.5564,121.679,27.7636,54.3674
2016-06-09,22.8045,46.1791,36.9919,118.56,98.5557,121.935,27.8105,53.9478
2016-06-10,22.6191,46.056,36.5271,116.62,98.5557,120.654,27.7949,53.1904
2016-06-13,22.2762,44.8567,36.4618,113.95,98.4086,119.684,27.3636,52.7149
2016-06-14,22.3048,44.5763,36.5301,114.93,98.6538,119.485,27.5597,51.7226
2016-06-15,22.2309,44.4541,36.4772,114.6,98.0752,119.503,27.4025,51.6313
2016-06-16,22.3246,45.0804,36.0817,114.39,98.2615,120.68,27.3723,51.8395
2016-06-17,21.8171,44.8467,35.0858,113.02,97.2838,119.903,26.9537,51.8887
2016-06-20,21.7659,44.7931,35.179,113.37,98.1831,120.566,27.1752,51.9682
2016-06-21,21.9481,45.7952,35.316,114.38,97.8889,120.31,27.3723,52.4516
2016-06-22,21.8703,45.6264,35.4127,113.91,98.1144,120.084,27.1488,52.2502
2016-06-23,21.9915,46.4427,35.6144,115.08,98.889,121.166,27.2435,53.3643
2016-06-24,21.3735,44.5763,34.1402,112.08,97.4104,119.532,26.7575,49.6585
2016-06-27,21.065,43.3272,33.934,108.97,98.1929,119.388,26.6208,47.9992
2016-06-28,21.4181,44.2296,34.4381,112.7,99.6041,120.728,27.1264,49.5907
2016-06-29,21.6051,45.214,34.634,114.16,100.536,122.359,27.5743,50.9907
2016-06-30,21.879,45.7769,35.0494,114.28,102.184,122.932,27.7324,51.7737
2016-07-01,21.9432,45.7679,35.3842,114.19,102.175,122.645,28.0194,51.4367
2016-07-05,21.7521,45.7769,35.1172,114.2,103.027,123.227,28.2038,50.0013
2016-07-06,21.8623,45.9671,35.3205,116.7,103.331,123.957,28.2448,50.5388
2016-07-07,21.955,45.9671,35.2353,115.85,103.234,122.589,28.1745,50.8639
2016-07-08,22.1255,46.7916,35.7594,117.24,103.488,122.989,28.4498,51.9162
2016-07-11,22.1946,47.0482,36.2207,117.87,103.558,122.192,28.4712,52.2875
2016-07-12,22.295,47.6022,36.4932,117.93,103.548,121.774,28.5444,53.0686
2016-07-13,22.1688,47.8717,36.3422,116.78,103.605,123.16,28.5971,53.0322
2016-07-14,22.6044,48.076,36.6561,117.29,103.752,122.627,29.0772,53.8398
2016-07-15,22.6044,48.0418,36.6486,116.86,103.605,123.046,28.962,53.8908
2016-07-18,22.8458,48.2712,37.524,119.37,103.715,122.543,28.8596,53.7062
2016-07-19,22.8557,47.4948,37.5344,120.61,105.528,124.139,28.8596,53.6217
2016-07-20,22.8755,50.0187,37.7173,121.92,105.421,124.528,28.8889,53.6796
2016-07-21,22.7551,49.9179,37.5843,120.61,105.43,124.395,28.9152,53.4802
2016-07-22,22.5789,50.6096,37.8268,121.0,105.322,125.117,28.9376,53.77
2016-07-25,22.2762,50.7531,37.7392,121.63,105.205,123.367,28.9679,53.6286
2016-07-26,22.1225,50.7787,37.7457,121.22,105.43,123.341,29.009,53.8496
2016-07-27,23.5585,50.2676,37.9609,123.34,105.097,123.323,29.0254,54.0166
2016-07-28,23.8787,50.2864,38.1537,125.0,104.841,124.291,28.8811,53.8221
2016-07-29,23.85,50.7073,39.424,123.94,105.509,124.669,29.0568,53.713
2016-08-01,24.2689,50.6186,39.9169,124.31,105.656,124.954,29.3865,53.5716
2016-08-02,23.9102,50.6186,39.8614,123.06,105.165,124.641,28.6634,53.4448
2016-08-03,24.2099,50.9652,39.7967,122.51,104.41,124.405,28.0282,54.2898
2016-08-04,24.3605,51.3421,39.7185,124.36,104.37,124.242,27.9178,54.2092
2016-08-05,24.7272,51.852,40.2007,125.15,104.674,124.498,28.1452,55.671
2016-08-08,24.9362,51.9428,40.116,125.26,104.176,123.72,27.7412,55.503
2016-08-09,25.0377,52.067,40.2282,125.06,103.979,123.445,27.8603,55.3076
2016-08-10,24.8534,51.9078,40.2785,124.88,103.919,123.776,27.8994,54.8124
2016-08-11,24.8355,52.1558,40.2641,124.9,104.283,124.168,27.9178,54.9628
2016-08-12,24.8927,51.8335,40.2067,124.88,103.792,124.405,27.7802,54.8488
2016-08-15,25.1874,51.9937,40.1525,123.9,103.067,123.273,27.8827,55.1838
2016-08-16,25.1677,51.7074,39.9149,123.3,101.37,122.836,27.63,55.175
2016-08-17,25.1272,51.8167,40.1255,124.37,102.194,123.349,27.9091,55.3242
2016-08-18,25.0988,51.851,39.9926,123.91,101.723,123.756,27.9472,55.3793
2016-08-19,25.1629,51.8695,39.8381,123.56,101.723,123.644,27.7802,55.3007
2016-08-22,24.9686,51.9155,39.7036,124.15,101.037,123.692,27.67,55.2506
2016-08-23,25.0475,52.1118,39.6856,124.37,101.292,123.615,27.8671,55.226
2016-08-24,24.8574,52.1664,39.5367,123.5,100.674,121.774,27.6544,55.3793
2016-08-25,24.7469,52.3647,39.422,123.89,100.566,119.541,27.6133,55.4766
2016-08-26,24.6022,52.2465,39.5177,124.96,100.958,118.935,27.6544,55.6003
2016-08-29,24.5804,52.3022,39.6473,126.54,101.723,119.513,27.8827,56.2124
2016-08-30,24.3882,52.1118,39.453,125.84,101.311,119.171,27.7002,56.6771
2016-08-31,24.4157,51.7248,39.3498,126.12,101.204,118.42,27.6377,56.6771
2016-09-01,24.5605,51.8325,39.427,126.17,100.997,118.174,27.5421,56.4344
2016-09-02,24.7862,51.9155,39.6996,126.51,101.194,118.935,27.6133,56.6722
2016-09-06,24.7785,51.8608,40.2551,129.73,101.566,118.355,27.6133,56.627
2016-09-07,24.9342,51.9068,40.2536,131.05,101.439,118.061,27.67,56.3922
2016-09-08,24.2789,51.6976,39.9971,130.26,101.311,118.44,27.5743,56.4678
2016-09-09,23.729,50.6017,39.2816,127.1,100.272,116.882,27.0825,55.9648
2016-09-12,24.263,51.3567,39.8057,128.69,101.057,118.526,27.5177,56.3077
2016-09-13,24.8405,50.8869,39.2936,127.22,99.7521,117.165,27.0326,55.8656
2016-09-14,25.7195,50.6436,39.3825,127.79,99.9678,116.948,26.9556,55.7516
2016-09-15,26.5859,51.4818,39.9198,128.34,100.616,118.591,27.1117,55.955
2016-09-16,26.4439,51.5355,39.7544,129.07,100.292,121.091,26.9556,55.2673
2016-09-19,26.1325,51.2484,39.6259,128.65,99.8008,120.406,26.7244,55.5777
2016-09-20,26.1305,51.1378,39.8446,128.64,100.027,120.235,26.8522,55.8037
2016-09-21,26.1247,51.9937,40.0828,129.93,100.84,122.389,27.2249,56.123
2016-09-22,26.369,52.0484,40.6501,130.08,101.311,123.332,27.1206,56.5847
2016-09-23,25.9334,51.6976,40.6009,127.96,100.763,122.912,27.2074,56.4678
2016-09-26,25.9699,51.221,39.9811,127.32,99.8992,122.231,26.7165,55.2338
2016-09-27,26.0191,52.1664,40.39,128.71,101.115,123.121,26.8687,55.7212
2016-09-28,26.2212,52.2388,40.3567,129.22,101.243,122.817,26.9946,56.0139
2016-09-29,25.8144,51.6693,39.9871,128.09,99.457,120.955,26.4618,55.1238
2016-09-30,26.0094,51.851,40.0578,128.27,100.184,122.458,26.8981,55.9118
2016-10-03,25.8922,51.6878,39.8744,128.77,100.763,121.11,26.7497,55.8499
2016-10-04,25.9964,51.5276,39.9946,128.19,100.763,120.805,26.7789,56.3293
2016-10-05,26.0094,51.8871,39.9169,128.47,101.076,120.35,26.9205,57.2508
2016-10-06,26.2093,51.975,40.0089,128.74,100.713,119.379,26.7244,57.4021
2016-10-07,26.2489,52.0307,39.8909,128.99,101.135,119.532,26.6541,57.6055
2016-10-10,26.7021,52.2465,40.5719,130.24,101.605,120.738,26.6911,58.0535
2016-10-11,26.7613,51.4818,40.3323,128.86,99.781,117.851,26.3125,57.7745
2016-10-12,27.0029,51.4115,40.442,129.05,100.037,118.154,26.2627,57.6222
2016-10-13,26.917,51.2385,40.0588,127.82,100.302,117.378,26.0158,57.2931
2016-10-14,27.0678,51.6878,40.0847,127.88,99.7035,117.14,25.9357,57.1054
2016-10-17,27.05,51.5103,40.1963,127.54,100.497,117.33,25.8109,56.8097
2016-10-18,27.0302,51.9068,40.9261,128.55,97.8889,125.402,25.9631,57.2597
2016-10-19,26.9514,51.7896,41.2052,130.11,97.177,126.276,25.8919,57.8118
2016-10-20,26.9368,51.5355,40.9331,130.0,97.4201,126.872,25.8411,57.7313
2016-10-21,26.8292,53.7048,41.0542,132.07,96.2237,127.13,25.5562,57.9297
2016-10-24,27.0717,54.9112,41.6361,133.28,96.3698,126.55,25.5161,58.2489
2016-10-25,27.2045,54.9013,41.2779,132.29,96.6503,125.742,25.6362,58.1871
2016-10-26,26.5909,54.5791,40.9566,131.04,97.1476,124.414,25.7308,58.4691
2016-10-27,26.3424,54.0995,40.7198,129.69,98.1242,124.139,25.7962,58.5525
2016-10-28,26.167,53.8963,40.83,131.29,97.8202,122.771,25.3571,58.4503
2016-10-31,26.1227,53.9422,40.3488,130.99,98.3792,123.588,25.1824,58.5781
2016-11-01,25.6544,53.8298,40.1285,129.5,97.83,121.965,24.6749,58.3315
2016-11-02,25.6774,53.5015,39.2786,127.17,97.4104,121.554,24.3245,58.0889
2016-11-03,25.4001,53.3004,38.9682,120.0,97.5564,120.528,23.7389,57.8344
2016-11-04,25.1697,52.8502,38.9139,120.75,97.6241,120.433,23.8248,57.3098
2016-11-07,25.5336,54.3924,39.9566,122.15,98.9285,124.139,24.1264,59.1037
2016-11-08,25.6872,54.4364,40.4524,124.22,99.2818,125.002,24.0631,59.2305
2016-11-09,25.6448,54.1629,40.134,123.18,102.018,124.111,25.7641,61.9538
2016-11-10,24.9293,52.8423,38.8736,120.8,101.38,127.814,26.8639,64.8294
2016-11-11,25.08,53.1296,38.4481,119.02,100.478,128.05,26.1387,64.8648
2016-11-14,24.4523,52.3178,37.5249,115.08,98.889,133.189,25.9738,67.2501
2016-11-15,24.7685,53.3523,38.618,117.2,98.6342,133.15,25.8518,67.1205
2016-11-16,25.4348,54.0585,38.8582,116.34,98.6734,132.505,25.6352,65.4631
2016-11-17,25.4248,54.9551,39.166,117.79,98.8594,131.878,25.4507,65.9867
2016-11-18,25.4498,54.6923,38.6583,117.02,98.5361,130.7,25.2497,65.7254
2016-11-21,25.8406,55.1542,39.1287,121.77,98.2026,131.544,25.3229,66.0142
2016-11-22,25.8584,55.3829,39.1082,121.47,96.2924,133.18,25.1296,66.419
2016-11-23,25.7265,54.7392,38.8092,120.84,96.564,134.3,25.2029,66.6961
2016-11-25,25.8555,54.8565,38.8667,120.38,97.4593,133.644,25.4185,66.6725
2016-11-28,25.8044,54.9298,39.1476,120.41,96.6131,133.055,25.2985,66.2402
2016-11-29,25.7776,55.3634,39.3294,120.87,96.0501,137.834,25.603,66.7491
2016-11-30,25.5598,54.6112,38.6538,118.42,95.0636,139.002,25.7795,67.8071
2016-12-01,25.3214,53.6492,38.0785,115.07,95.1303,141.309,25.234,69.1767
2016-12-02,25.412,53.6959,38.085,115.4,95.6079,141.13,25.3698,69.0165
2016-12-05,25.232,54.5762,38.7705,117.43,95.5882,138.433,25.3385,70.4205
2016-12-06,25.4248,54.3319,38.6688,117.31,95.6961,138.167,25.3151,70.782
2016-12-07,25.6804,55.6195,39.4305,117.95,94.893,139.959,25.0164,71.1042
2016-12-08,25.9304,55.292,39.6134,118.9,94.788,139.904,24.8164,71.9924
2016-12-09,26.3552,56.1625,40.3263,119.68,95.86,140.626,25.4263,72.3068
2016-12-12,26.2064,56.344,40.2204,117.77,98.5361,140.046,25.9904,71.6642
2016-12-13,26.637,57.0757,40.6197,120.31,98.9581,140.965,26.3319,71.6878
2016-12-14,26.637,56.8157,40.7468,120.21,98.1929,140.379,26.3252,71.6642
2016-12-15,26.7858,56.7132,40.6351,120.57,98.9581,141.043,26.2676,72.736
2016-12-16,26.8233,56.4601,40.3458,119.87,98.9482,143.939,26.3418,71.8382
2016-12-19,26.981,57.6598,40.4787,119.24,99.0755,141.832,26.3319,72.2566
2016-12-20,27.05,57.5843,40.6128,119.09,98.7616,141.879,26.3486,73.184
2016-12-21,27.0747,57.5941,40.4632,119.04,98.4871,141.643,25.9904,73.3678
2016-12-22,26.8973,57.5941,40.3378,117.4,98.5656,141.869,25.9387,73.4886
2016-12-23,26.9514,57.3129,40.2441,117.27,99.0163,143.152,26.0519,73.6242
2016-12-27,27.119,57.352,40.3503,118.01,98.9778,142.819,26.0929,73.694
2016-12-28,27.0058,57.0853,40.0833,116.92,98.2909,141.745,25.9474,73.1605
2016-12-29,27.0029,57.0052,39.9966,116.35,98.6145,141.395,26.0607,72.6438
2016-12-30,26.7858,56.3176,39.4795,115.05,98.3988,140.548,26.0519,72.9817
2017-01-03,26.8638,56.7132,40.2546,116.86,98.9285,141.755,26.4696,73.7745
2017-01-04,26.8342,56.4601,40.2426,118.69,98.7518,142.181,26.6999,73.9121
2017-01-05,26.9731,56.4601,40.5042,120.67,99.8108,142.428,26.9604,73.2302
2017-01-06,27.2688,56.9496,41.1115,123.41,99.3203,142.63,26.855,73.24
2017-01-09,27.5182,56.7698,41.2097,124.9,99.3104,142.21,26.8473,73.2941
2017-01-10,27.5477,56.7503,41.1513,124.35,99.2029,141.869,26.8219,73.5034
2017-01-11,27.6955,57.2681,41.3431,126.09,97.9771,142.165,26.3319,74.0584
2017-01-12,27.5832,56.7415,41.3267,126.62,97.8889,142.582,26.1476,73.3403
2017-01-13,27.5309,56.8245,41.3965,128.33,97.879,142.077,26.0841,73.7332
2017-01-17,27.7525,56.6684,41.2236,127.87,98.085,141.082,25.7161,71.0551
2017-01-18,27.7506,56.641,41.3013,127.92,97.9575,138.517,25.6917,71.3862
2017-01-19,27.7034,56.4601,41.0695,127.55,97.5182,139.343,25.4263,70.8518
2017-01-20,27.7525,56.8578,41.2589,127.04,97.4789,139.304,25.483,71.1583
2017-01-23,27.7744,57.0591,42.069,128.93,97.274,139.676,25.234,71.1917
2017-01-24,27.7446,57.5611,42.3231,129.37,95.4352,140.883,24.9843,72.0484
2017-01-25,28.1883,57.7105,42.7675,131.48,96.3404,141.575,25.0975,73.1654
2017-01-26,28.201,58.2457,42.6943,132.78,95.4941,142.914,25.0896,73.7745
2017-01-27,28.2039,59.6161,42.099,132.18,96.8151,143.113,25.2029,73.9298
2017-01-30,28.1261,59.0261,41.0428,130.98,96.6131,142.344,25.1122,73.1654
2017-01-31,28.0669,58.5894,40.8614,130.34,96.7091,142.353,25.4507,71.9756
