Date,AAPL.US,MSFT.US,GOOGL.US,META.US,NVDA.US,ADBE.US,CSCO.US,CRM.US,JNJ.US,UNH.US,PFE.US,ABBV.US,MRK.US,LLY.US,TMO.US,JPM.US,BAC.US,BLK.US,GS.US,WFC.US,C.US,SPGI.US,AMZN.US,HD.US,MCD.US,LOW.US,NKE.US,SBUX.US,CAT.US,LMT.US,HON.US,GE.US,UNP.US,BA.US,XOM.US,CVX.US,COP.US,SLB.US,EOG.US,MPC.US
2015-11-16,25.831,47.102,37.3855,104.04,0.738896,89.76,21.4852,76.26,83.4527,97.8123,25.6283,44.1927,40.5543,70.0607,132.731,54.6424,15.1045,277.106,168.292,45.0735,44.7253,88.5491,32.3905,102.325,92.5861,63.2356,57.1594,53.0118,57.9864,180.849,78.8538,171.916,71.8756,129.51,57.8768,67.626,44.6518,63.126,69.821,41.8806
2015-11-17,25.7245,46.7231,37.1642,105.13,0.738896,90.29,21.5,77.24,83.6832,98.2871,25.4059,44.4663,40.5638,70.1201,132.631,54.329,15.0957,277.947,166.9,44.8218,44.5608,88.4548,32.165,106.86,92.4857,64.3047,56.7489,52.9,57.1607,182.272,78.7995,171.686,72.5133,130.99,57.2077,67.3177,44.267,61.8449,68.3296,42.2615
2015-11-18,26.5297,47.4987,37.8632,107.77,0.75713,91.27,21.7484,77.35,84.6373,100.765,25.7425,44.9146,40.9552,72.1479,134.868,55.4146,15.4599,283.631,169.596,45.3991,45.8021,88.9691,33.177,107.144,93.7998,64.8596,58.2363,53.9936,57.9262,182.969,80.1569,172.811,74.2268,132.97,57.7639,68.1877,44.7405,63.3058,70.1155,43.3681
2015-11-19,26.8756,47.5799,37.8597,106.26,0.759296,91.76,21.9487,80.64,84.4941,95.0669,24.9589,44.59,40.9942,72.2074,134.548,55.5846,15.3274,282.411,169.056,45.6448,45.8687,89.5619,33.0635,107.398,94.4568,64.7794,58.2363,53.6942,57.6826,183.577,80.9257,171.385,74.165,133.83,57.4478,67.1685,43.9868,62.7958,68.0588,43.4691
2015-11-20,26.9959,47.7996,38.7097,107.32,0.765897,91.81,22.1098,80.99,85.1081,97.0998,24.8729,45.0039,40.8571,72.8563,134.968,55.4883,15.2911,285.064,167.656,45.5225,45.6102,90.0226,33.4225,110.244,94.981,66.879,61.4125,54.1585,58.604,185.304,81.3755,173.612,73.9075,133.97,57.0842,65.8225,43.4678,62.1741,68.0398,43.5644
2015-11-23,26.6342,47.7996,38.6948,106.95,0.754435,91.96,21.9989,80.78,85.3542,96.3675,24.2172,45.0313,40.7896,73.087,134.748,54.946,15.1359,285.664,165.666,45.3458,45.2167,89.4954,33.9495,112.178,95.4285,67.6702,61.3273,54.726,58.5033,185.285,80.5692,173.215,72.5212,133.03,57.4343,66.5598,43.7559,62.2333,67.9914,43.9395
2015-11-24,26.8973,47.8533,38.3426,105.74,0.760545,92.0,21.8692,80.39,84.7412,97.2902,24.707,45.0185,40.3888,72.3431,135.088,54.8616,15.1359,280.626,165.234,45.0804,45.1345,90.3245,33.5575,113.139,95.276,68.311,61.349,54.1311,58.818,185.58,79.4755,173.612,72.2568,133.33,58.5798,67.5527,45.4316,63.0034,70.1071,44.5442
2015-11-25,26.7021,47.357,38.3241,105.41,0.759546,91.77,21.8427,80.41,84.6756,98.3049,25.4059,44.3987,40.57,72.2262,135.786,54.9294,15.1115,283.631,165.626,45.036,45.0522,90.3245,33.767,114.023,95.3803,68.5069,62.1017,54.3304,58.891,185.069,79.8327,171.916,72.582,132.19,58.1278,67.1968,44.6594,62.4825,68.7808,45.2138
2015-11-27,26.6479,47.5709,38.4591,105.45,0.765897,92.17,21.9095,79.97,85.0139,98.239,25.3434,44.1869,40.7516,72.1479,137.064,55.1838,15.1458,281.847,166.802,45.1702,45.1609,90.2968,33.663,114.111,95.9674,68.2666,62.1939,54.3225,58.669,186.532,80.1569,171.916,72.469,131.79,58.1141,66.829,43.9182,62.3193,67.5391,45.6194
2015-11-30,26.7663,47.9401,38.0047,104.24,0.773925,91.46,21.8525,79.69,84.0793,96.8732,25.3288,42.8227,40.0342,70.7601,135.526,54.78,15.1045,286.07,166.989,44.9344,45.061,89.9422,33.24,113.355,95.9094,67.6148,61.2429,53.6344,59.846,180.949,80.071,169.54,71.9974,130.43,58.4214,67.5294,44.3889,62.5793,68.702,45.4956
2015-12-01,26.5366,48.7068,39.0479,107.12,0.799046,92.55,22.1098,81.01,85.0079,99.9296,25.9855,43.466,41.2124,74.6078,135.476,55.5453,15.4335,286.191,169.644,45.4317,45.7189,90.8736,33.953,114.356,96.1602,68.0816,61.72,53.6157,58.9493,181.801,80.2314,170.823,72.3855,132.49,58.5878,68.3907,44.8489,63.4066,69.2103,46.2203
2015-12-02,26.3109,48.6979,38.752,106.07,0.792936,92.02,22.0067,80.88,84.7511,101.544,25.4283,42.5069,40.6434,72.9315,133.929,54.7632,15.3078,283.954,167.185,44.9186,45.1012,90.828,33.8005,113.777,95.5436,67.3468,61.4125,53.4871,58.5132,180.782,79.4194,169.706,70.395,131.8,56.912,66.7393,43.1587,61.4931,66.5834,45.1824
2015-12-03,26.0655,47.8094,38.2713,104.38,0.791339,89.91,21.6129,79.93,83.7017,99.2562,25.033,41.326,39.7158,71.6368,129.846,54.0588,15.0318,278.474,162.735,44.2001,44.5794,89.272,33.3125,111.383,95.276,66.3084,59.7793,52.0263,57.3689,177.907,78.8845,170.03,67.926,130.52,56.0961,65.7026,42.3835,60.6825,66.6908,42.4019
2015-12-04,26.9318,49.3164,38.8197,106.18,0.823471,92.58,22.0371,82.14,85.5082,101.621,25.3492,42.1066,40.5099,74.7067,134.218,55.7722,15.4679,285.433,166.959,45.3991,45.8941,91.6779,33.632,114.425,97.6336,67.7572,61.2667,53.9486,57.6481,180.311,80.5457,172.645,67.1605,133.18,56.419,66.3404,42.0385,60.5995,66.2804,43.3298
2015-12-07,26.7613,49.2286,38.5099,105.61,0.807844,89.6,22.0459,80.68,85.8151,100.054,25.2429,41.4387,40.5387,74.5017,132.721,55.0472,15.244,281.228,162.98,45.1958,45.3186,90.4546,33.4915,113.895,97.8194,67.4794,61.0743,54.0693,56.3173,180.919,80.2564,171.972,66.2871,133.14,54.9446,64.5438,40.2314,59.0497,62.7386,41.8206
2015-12-08,26.7484,49.2108,38.617,106.49,0.818809,91.72,21.772,81.08,85.054,100.025,25.1423,41.734,40.3814,74.5264,133.241,54.1866,14.9386,276.061,160.727,44.367,44.4757,89.3544,33.8665,113.806,97.9109,68.1162,61.124,54.3058,54.8129,180.664,79.0814,170.943,64.8388,130.03,53.3925,63.9215,39.6661,57.998,63.4958,41.0705
2015-12-09,26.1572,48.4967,37.9898,104.6,0.798069,89.56,21.4372,79.71,84.8393,99.3031,24.9589,41.2613,39.8907,72.3282,131.623,53.776,14.857,272.644,158.796,44.138,43.9941,88.0596,33.2395,112.158,97.9503,67.1885,59.7932,53.4497,54.296,179.624,78.4878,172.534,66.5003,129.35,54.1093,64.7808,39.8043,58.5012,64.5418,40.4854
2015-12-10,26.2843,48.7528,37.8647,105.42,0.80469,88.96,21.4676,79.38,85.2443,100.301,25.0096,41.0808,40.5462,73.2356,132.321,53.8998,14.9473,273.169,160.021,44.3156,43.8609,88.6315,33.116,112.747,98.4617,67.2341,59.7059,54.0535,54.6817,180.722,78.3862,173.564,66.4257,131.3,54.1491,66.0351,40.4198,57.9792,64.3766,40.7741
2015-12-11,25.6093,47.6833,37.3855,102.12,0.792706,91.42,20.9815,76.87,84.448,100.099,24.7783,39.7951,39.7242,71.8379,131.583,52.6353,14.5379,255.398,155.159,43.4798,42.5776,86.3994,32.0075,110.961,97.5254,66.2076,58.6131,52.2609,53.9004,179.33,75.6707,171.338,66.2793,129.7,53.1854,63.9215,39.527,56.636,61.6659,38.6474
2015-12-14,25.4448,48.6365,37.9893,104.66,0.794655,93.26,21.2447,76.99,84.8393,99.9981,24.8729,40.8268,39.7639,73.0356,132.751,52.7994,14.5969,252.858,155.012,43.3871,42.5688,88.0229,32.8955,112.266,97.6915,66.7752,59.341,52.3502,54.4657,178.809,76.2486,171.338,65.9364,128.25,54.3932,66.0585,40.6768,56.7961,63.2887,37.379
2015-12-15,24.9982,48.6883,37.8672,104.55,0.80444,94.02,21.5354,77.37,86.4809,101.516,24.9335,41.528,40.297,73.7596,134.788,54.3026,15.1349,260.723,159.923,44.7814,43.7543,88.6821,32.932,111.648,98.2551,66.1146,59.691,52.4062,54.9875,177.368,75.8548,171.686,65.5346,131.42,56.8294,68.5964,41.5206,58.2718,63.6516,38.29
2015-12-16,25.1874,49.5119,38.6893,106.79,0.809302,95.56,21.8427,78.89,87.4036,102.559,25.1794,42.4392,41.1487,74.4235,137.713,55.4795,15.4246,261.876,163.628,45.5481,44.9025,89.9879,33.7885,113.051,98.9926,67.1985,60.766,52.7253,55.7865,179.604,80.1734,175.434,67.6745,132.82,56.6261,69.0997,40.53,57.7707,62.4165,38.7122
2015-12-17,24.6532,49.1317,38.3524,106.22,0.797101,94.2,21.4293,78.43,86.0651,102.892,24.9853,41.5192,40.1118,74.3651,135.436,54.4498,15.0318,261.276,160.472,45.2373,44.0205,88.8699,33.5325,111.697,98.7272,66.1146,60.4358,51.9909,53.4634,177.72,78.8128,174.285,66.3214,130.52,55.7742,66.9529,38.8292,56.131,60.3587,39.9709
2015-12-18,23.9919,47.7459,37.7058,104.04,0.78418,91.31,21.0669,77.03,84.6667,99.9683,24.7237,41.0474,39.3343,73.1129,131.893,52.9094,14.5645,254.363,154.199,43.8676,42.6578,87.5085,33.207,110.824,98.029,65.2205,59.6473,51.2143,53.636,175.199,78.4412,172.74,64.6925,125.16,55.289,66.4155,37.7189,54.6226,58.8207,39.2178
2015-12-21,24.2809,48.3641,37.9026,104.77,0.802721,91.62,21.3654,77.29,84.3647,101.335,25.0868,41.3868,39.5094,74.2075,134.838,53.8456,14.7461,257.59,156.189,44.0551,43.1453,88.7198,33.2255,111.657,98.9046,66.1046,60.2404,52.0173,53.7416,177.917,79.0359,173.429,64.7446,126.36,55.2753,65.9951,37.0366,55.1178,57.8459,40.0347
2015-12-22,24.2612,48.823,38.2179,105.51,0.80344,93.82,21.5638,77.86,85.3022,101.363,25.1336,42.4088,39.688,74.0975,136.795,53.9606,14.8403,261.507,158.227,44.3156,43.3294,89.41,33.1575,112.139,98.9244,66.342,61.1914,52.414,56.3528,179.634,80.2389,173.952,66.0896,127.68,55.5535,66.754,38.0078,56.3652,57.4859,40.1899
2015-12-23,24.5735,49.2384,38.2866,104.63,0.806655,94.7,21.9743,78.04,85.9435,102.448,25.1648,43.1365,40.3563,74.3481,138.272,54.8212,15.0681,268.725,160.756,44.886,43.8452,91.3493,33.185,113.188,99.8288,67.2251,59.7386,52.7163,57.5751,179.908,80.8633,176.573,67.5556,129.19,57.3702,69.3709,40.2643,57.5987,60.6779,41.0558
2015-12-24,24.4453,49.1025,38.1537,105.02,0.809302,94.3,21.9557,77.83,86.1328,102.133,25.2116,43.0511,40.2581,74.0441,138.572,54.7162,15.0063,266.952,160.353,44.7054,43.9089,90.8914,33.1395,113.051,99.6617,67.331,58.6438,52.6987,57.1529,180.468,80.6175,175.884,67.583,128.71,56.7574,68.0697,39.9048,57.2083,60.4575,41.0029
2015-12-28,24.1625,49.3515,38.9707,105.93,0.808573,94.2,21.9016,78.2,85.7288,102.123,25.0594,43.264,40.25,73.7329,137.963,54.5364,14.8846,270.953,159.599,44.5949,43.6347,90.8736,33.76,112.864,99.78,67.4694,59.227,52.5878,56.4949,180.331,80.3756,176.273,67.1881,129.62,56.3344,66.8203,38.7547,57.1223,58.0435,40.1899
2015-12-29,24.5982,49.8809,39.5547,107.26,0.821744,95.33,22.2708,79.44,86.3937,103.417,25.3726,43.7808,40.6322,74.3898,140.239,55.0983,15.0131,271.856,161.264,45.0893,44.1369,93.2368,34.6985,113.689,100.882,68.0816,59.6473,53.4076,56.996,182.028,81.1479,178.442,67.7284,132.14,56.63,67.4796,39.2312,57.1945,58.5385,40.6287
2015-12-30,24.2789,49.6689,39.3723,106.22,0.814695,95.28,22.0773,79.14,86.1858,102.644,25.3131,44.0368,40.5638,74.3481,140.069,54.7072,14.8168,270.639,159.923,44.7636,43.5692,93.1008,34.4535,113.405,100.341,67.8403,58.7064,53.1356,56.5856,181.478,80.479,177.128,67.3325,131.3,55.8812,66.6204,38.2706,56.4886,58.1432,40.7367
2015-12-31,23.8177,48.9353,38.76,104.66,0.80419,93.94,21.7749,78.4,85.3101,101.544,24.9501,43.6249,40.2342,72.674,139.08,54.2504,14.6233,269.408,158.373,44.3324,43.1101,91.9082,33.7945,112.492,99.2586,67.1174,58.0112,52.4455,55.9849,179.29,79.7836,177.706,67.0682,129.67,55.7675,66.5258,38.3431,56.5756,58.2904,40.3774
2016-01-04,23.8381,48.3376,37.8348,102.22,0.789852,91.97,21.3438,76.71,83.4527,100.49,24.6935,42.4264,39.9777,71.4753,136.026,52.6186,14.2776,263.559,155.649,43.1492,42.5942,88.3843,31.8495,111.491,98.7962,66.4489,57.1029,50.8972,56.0085,176.023,79.0121,175.195,67.7284,126.01,55.4163,65.7026,38.4997,56.1131,57.3804,39.9091
2016-01-05,23.2372,48.5564,37.9389,102.73,0.802462,92.34,21.2496,77.05,83.7948,100.698,24.8729,42.2509,40.4867,72.5442,135.786,52.708,14.2776,264.233,152.984,43.1364,42.3691,88.6821,31.6895,110.951,100.134,66.5883,57.9022,51.2418,55.4235,180.203,79.6575,175.37,67.077,126.52,55.89,66.2672,38.9259,56.3751,57.7509,39.4113
2016-01-06,22.7829,47.6755,37.8293,102.97,0.769331,91.02,21.0227,76.29,83.3752,99.6933,24.4289,42.2567,39.9306,72.0865,134.748,51.9486,13.9712,261.23,149.22,42.3094,41.7503,87.714,31.6325,109.793,99.4937,65.265,57.0742,50.7873,54.5515,179.683,78.7557,172.566,64.1777,124.51,55.4212,63.6484,37.2434,54.9161,55.4365,37.9494
2016-01-07,21.821,46.0178,36.9162,97.92,0.738777,89.11,20.5376,74.3,82.4053,96.7476,24.268,42.1302,39.5818,70.2171,131.693,49.8491,13.4695,249.807,144.644,41.1026,39.6193,84.9527,30.397,106.663,97.1821,63.6135,55.551,49.5268,52.6703,176.092,76.4439,165.295,62.6783,119.28,54.5353,61.3914,36.1832,53.6905,53.9033,37.379
2016-01-08,21.9353,46.1565,36.4135,97.33,0.72296,87.85,20.0271,73.23,81.5197,95.0766,23.9586,40.9808,38.9088,70.0775,131.543,48.7281,13.2073,243.535,144.055,40.4167,38.431,82.521,30.3525,105.396,97.0268,62.5652,54.6437,49.4767,52.1365,175.768,75.8248,162.293,63.3454,116.58,53.4353,60.736,35.5512,52.7881,53.9498,35.9769
2016-01-11,22.292,46.1305,36.5211,97.51,0.72419,89.38,20.4248,73.18,81.0334,94.5923,24.0133,39.6813,39.0392,69.2316,132.232,48.6574,13.3054,243.947,145.604,40.849,39.0271,82.4842,30.887,106.997,98.0486,64.1535,55.2782,50.5153,50.6372,177.829,75.8188,163.03,64.16,116.79,52.7186,59.7284,33.7711,52.5855,52.4297,35.6106
2016-01-12,22.6142,46.554,37.1324,99.37,0.73636,89.82,20.4876,74.46,81.5905,96.8991,23.9586,40.3845,39.4289,69.3435,134.268,48.7625,13.3054,248.099,145.595,41.8851,39.0544,82.7176,30.8945,108.439,98.6683,64.6736,55.6362,51.9486,50.7447,179.938,76.3958,163.385,65.4157,118.31,53.802,60.7477,33.0551,52.5153,51.8113,36.132
2016-01-13,22.0318,45.5509,35.8486,95.44,0.713934,88.3,19.8817,72.35,80.5764,94.275,23.4716,38.0875,38.5894,68.3954,131.164,47.4225,12.947,241.01,139.704,40.5579,37.6458,78.6604,29.0905,103.257,96.7503,61.6998,54.5603,50.5575,50.1597,177.004,74.8013,161.121,63.3366,114.9,54.1229,60.142,32.0297,51.8728,52.9818,32.9312
2016-01-14,22.5168,46.8481,36.4374,98.37,0.699516,89.8,19.9318,73.07,82.1298,95.6082,24.0434,40.6031,39.4578,71.19,133.131,48.1357,13.0265,245.308,141.821,41.2979,37.8044,79.156,29.65,101.765,97.9896,61.7097,54.3084,51.5304,51.2961,178.662,76.0647,165.793,64.6836,115.87,56.6057,63.2027,33.8736,52.4629,53.8805,34.0054
2016-01-15,21.9736,44.9789,35.3962,94.97,0.661433,89.17,19.0913,70.86,80.5577,94.3131,23.8102,42.6696,38.9567,70.0686,130.186,47.1749,12.563,234.653,136.755,39.8138,35.3777,77.591,28.509,101.411,96.7789,61.142,53.4289,50.6704,49.9368,178.358,74.9228,162.515,63.5597,112.66,55.5009,61.8762,32.3236,51.1108,51.9918,32.2588
2016-01-19,21.8683,44.596,35.8241,95.26,0.666765,89.18,19.2768,70.8,80.9745,97.1842,23.7185,40.9219,39.1086,71.7834,132.262,47.1484,12.3735,232.61,137.793,39.3175,34.9382,77.6923,28.724,101.874,98.7272,61.5544,54.1329,51.1525,49.2383,177.789,74.9807,162.515,63.5498,113.03,54.6587,60.2766,29.896,50.9566,50.3462,32.0909
2016-01-20,21.8978,44.7999,35.7982,94.35,0.670461,87.94,18.509,70.33,79.5203,99.0644,23.6961,42.5265,38.5051,71.2583,130.474,45.9114,11.8943,231.04,135.118,39.0382,33.7293,76.9259,28.5885,99.0279,97.2805,60.3252,54.7983,49.7289,49.0548,173.738,74.1395,159.735,63.1323,109.54,52.3568,58.4048,28.5382,49.5293,49.7363,31.5469
2016-01-21,21.7883,44.5266,36.2022,94.16,0.678326,88.0,18.509,69.51,79.6742,97.9549,23.6345,43.4287,38.7883,70.2084,129.137,45.6944,11.6085,229.366,133.245,39.1526,33.4463,76.2387,28.751,102.256,98.9926,61.4318,56.2114,51.5727,49.7888,174.032,74.4001,163.091,60.8902,110.65,53.0133,59.9332,30.3116,49.8445,52.635,30.8528
2016-01-22,22.9445,46.1205,37.1384,97.94,0.694124,89.63,18.888,71.55,80.349,98.6671,23.7351,43.7788,39.1141,71.1405,132.651,47.1022,11.7803,237.822,137.823,39.9776,34.205,79.7159,29.819,104.385,99.4937,62.482,56.507,51.6944,50.8651,175.081,75.3547,161.121,60.0276,111.73,54.7804,61.7786,30.9378,52.886,54.5074,33.3593
2016-01-25,22.498,45.6792,36.5484,97.01,0.693424,86.77,18.7289,69.92,80.0596,97.8582,23.5721,43.6455,38.7883,70.4748,132.112,46.0333,11.2609,229.229,132.795,38.8675,32.9451,78.1918,29.8265,103.542,100.134,61.9461,56.3434,50.4191,48.3011,174.218,74.3221,159.947,58.9968,111.23,52.9267,59.8182,28.086,51.345,50.8507,31.7541
2016-01-26,22.6211,46.0178,36.5569,97.34,0.700264,86.89,19.1688,69.87,84.0303,98.3421,23.7019,43.3551,39.1929,70.6878,131.483,47.2093,11.5644,236.761,135.706,39.3549,33.7361,78.6505,30.0625,103.934,101.196,62.0381,56.7221,51.2065,49.3448,173.325,75.8852,161.501,60.0707,114.79,54.8737,62.2058,29.0319,52.9927,54.5151,32.3717
2016-01-27,21.1369,45.1809,35.7494,94.45,0.691937,84.85,18.9371,67.43,84.8393,96.9562,23.5867,42.4999,38.368,70.5173,133.171,47.1749,11.6085,239.042,135.088,39.6105,33.789,77.8591,29.1675,103.414,101.54,61.6375,55.3071,50.3494,48.6454,171.628,74.6909,159.735,59.2298,104.55,53.8632,61.5923,29.7384,53.1706,54.5503,31.0482
2016-01-28,21.2848,45.9195,37.2799,109.11,0.684479,84.52,18.673,65.69,84.9275,96.1213,23.3398,41.5624,37.4766,66.2467,125.673,47.3763,11.7578,236.695,138.009,39.8958,33.6881,76.8056,31.7675,104.013,102.809,61.3547,56.8083,51.7935,50.9479,170.647,75.4719,160.946,60.1729,105.82,55.0808,63.5382,31.2228,56.3829,56.6621,31.328
2016-01-29,22.0199,48.5485,37.8592,112.15,0.714653,89.13,19.2287,68.06,86.7437,99.4063,23.5643,40.8533,38.5966,68.2211,129.487,49.2095,12.2881,248.644,141.978,40.9645,35.5138,79.2661,29.2805,106.987,104.008,63.5067,57.56,53.0935,51.9156,174.218,79.4991,166.024,61.7509,107.73,55.6974,63.944,32.0954,58.6218,58.6374,32.5484
2016-02-01,21.8171,48.2548,38.3993,115.09,0.714913,89.61,18.9773,68.44,86.6908,100.035,23.3183,40.4748,38.6597,67.6188,128.169,48.6829,12.129,247.027,140.283,40.7246,35.4335,78.4469,28.7405,107.585,104.707,64.3927,58.6251,53.6431,52.2974,173.207,79.2531,163.385,62.6852,109.01,54.5809,63.073,31.6993,57.9654,57.0431,32.5337
2016-02-02,21.3735,46.7507,38.9044,114.61,0.684719,87.95,18.451,64.52,85.8856,98.2685,23.2949,40.1481,38.3975,65.8049,124.405,47.1651,11.4946,238.312,133.295,39.8217,33.7135,76.1523,27.605,106.555,104.146,63.6936,58.0578,53.2004,50.6046,173.766,77.5385,161.121,61.5013,105.39,53.3633,60.0746,30.0487,55.8394,55.4518,31.3642
2016-02-03,21.7992,46.0081,37.3336,112.69,0.688043,87.99,18.668,65.34,86.4888,97.3278,23.1632,42.2979,38.1246,65.6286,123.576,47.4814,11.3238,240.575,134.157,39.1171,33.6646,75.3043,26.5535,105.299,102.071,59.7515,58.0013,52.1804,52.7729,175.778,78.6926,163.528,61.9748,109.28,56.1467,62.5764,31.7225,57.4544,57.9514,28.9756
2016-02-04,21.9716,45.8667,36.3697,110.49,0.688292,86.36,19.0255,67.2,86.2897,98.5618,22.6392,42.2381,37.015,64.0654,125.313,48.3017,11.5143,248.182,137.519,39.6549,34.0219,81.112,26.813,103.002,101.373,60.2292,55.8505,51.0896,55.0191,173.571,79.0043,166.467,64.7671,110.85,57.1123,62.6984,29.0059,57.2182,56.5083,27.2122
2016-02-05,21.3844,44.2441,35.0609,104.07,0.644868,79.2,18.501,58.51,83.5016,96.4059,22.6607,39.5293,37.6146,64.1011,120.731,47.7604,11.253,243.506,137.499,39.3352,33.2476,79.9543,25.1065,98.9983,96.949,58.3502,53.0659,47.7605,55.1513,174.994,78.6691,162.8,64.3505,109.92,57.2924,61.291,27.0181,55.8136,55.3692,25.1592
2016-02-08,21.613,43.582,35.0808,99.75,0.61539,74.94,18.5334,54.05,84.7127,94.9435,22.2966,39.3596,37.1962,63.9901,119.553,46.7603,10.6638,232.167,131.11,38.2162,31.5355,77.7261,24.405,95.1395,97.4968,56.3209,51.0877,47.4553,53.8639,177.102,78.2208,160.709,65.2083,107.13,58.0635,63.5898,28.2763,56.6034,56.4998,23.9358
2016-02-09,21.6081,43.4678,34.9244,99.54,0.621882,73.85,18.3047,57.33,84.6843,95.9315,22.7152,39.7971,37.4499,63.6008,121.979,46.4803,10.6009,233.053,130.277,38.1727,31.2858,77.9347,24.1035,96.8421,98.3044,56.8509,51.6797,47.7017,53.3233,178.348,79.1314,161.342,66.1407,106.62,57.8117,61.3172,27.5795,54.9952,54.1521,24.4572
2016-02-10,21.4424,43.8476,35.2148,101.0,0.620514,75.53,18.1927,58.76,84.4853,97.3278,23.0227,39.2321,37.7277,63.4611,122.987,45.9194,10.4104,236.225,129.375,37.9428,31.2027,79.0338,24.524,97.2435,98.7568,56.7718,53.2891,48.3299,51.8298,176.67,79.0359,161.438,65.9893,105.31,57.2844,61.408,26.5609,54.9398,54.3193,24.6692
