Date,AAPL.US,MSFT.US,GOOGL.US,META.US,JNJ.US,UNH.US,PFE.US,JPM.US,BAC.US,BLK.US,GS.US,AMZN.US,HD.US,MCD.US,CAT.US,LMT.US,HON.US,XOM.US,CVX.US,COP.US
2012-08-24,20.043,24.5904,16.9047,19.41,51.0392,44.1848,16.6353,27.9593,6.91806,128.102,87.9202,12.287,45.1026,66.4802,65.8951,67.1597,41.9882,56.8606,73.446,40.2227
2012-08-27,20.4234,24.6959,16.6701,19.15,50.9567,44.5495,16.5524,28.0016,6.84176,127.196,88.0614,12.196,44.8769,66.9444,65.2627,67.0352,42.0108,56.663,73.2557,40.2353
2012-08-28,20.3959,24.6471,16.8699,19.34,50.9724,44.3234,16.5261,27.925,6.74858,128.138,88.3602,12.3055,44.9947,66.6453,64.7971,67.1824,42.1294,56.8936,73.6595,40.2942
2012-08-29,20.3554,24.6626,17.1379,19.1,50.8635,44.5732,16.6042,28.0576,6.78215,127.307,88.7787,12.356,45.239,67.025,64.8553,66.7771,42.2527,56.7662,73.3026,40.217
2012-08-30,20.0628,24.3968,16.9804,19.09,50.744,44.6161,16.5172,27.75,6.70604,127.576,88.1132,12.311,45.0634,66.8401,63.637,66.784,41.8086,56.313,72.7427,40.0469
2012-08-31,20.1044,24.7974,17.0651,18.06,50.9116,44.2968,16.5348,27.9338,6.77371,127.815,88.9374,12.4135,45.1693,67.4351,64.2852,66.937,42.0512,56.3781,73.5347,40.531
2012-09-04,20.4007,24.4545,16.9646,17.73,50.7842,44.5105,16.4782,27.8394,6.78215,128.222,89.5412,12.394,45.1979,67.1037,62.2737,66.4867,41.3823,56.2614,72.9182,40.1154
2012-09-05,20.2569,24.4545,16.9566,18.58,50.791,44.2777,16.5758,27.9092,6.74858,127.567,92.4853,12.311,45.0025,67.1105,62.3418,67.2235,41.2736,56.3966,72.6286,39.1607
2012-09-06,20.4403,25.2153,17.4219,18.96,51.2215,44.7823,16.8637,29.099,7.08844,130.569,95.5282,12.569,45.8838,68.3242,63.8767,68.1773,42.462,57.4703,74.1131,39.8139
2012-09-07,20.5644,24.9049,17.5902,18.98,51.2499,44.7727,16.7964,29.5577,7.46996,131.917,97.8667,12.957,45.5737,68.5849,66.3705,67.6984,43.094,58.0684,74.7374,40.4208
2012-09-10,20.0294,24.7182,17.4557,18.81,51.4755,43.8382,16.6988,29.154,7.28318,128.877,96.472,12.8545,45.607,68.7953,65.6188,67.5895,42.8472,57.7843,74.707,40.0942
2012-09-11,19.965,24.7738,17.2425,19.43,51.4911,43.0812,16.7486,29.7847,7.66558,128.065,98.2096,12.7835,45.1459,68.7226,66.7474,67.7465,43.0154,57.8729,74.8564,40.2295
2012-09-12,20.2432,24.7662,17.2096,20.93,51.4549,43.2655,16.6784,30.0215,7.61442,128.045,99.4339,12.7815,45.4058,68.4354,67.14,67.8789,43.2387,57.832,75.0669,40.3541
2012-09-13,20.6393,24.8873,17.5872,20.71,52.0885,44.1439,16.8042,31.1375,7.97964,131.817,101.521,13.012,46.4029,68.9989,68.3159,68.398,43.9724,58.9115,76.4217,41.1457
2012-09-14,20.8927,25.1128,17.6779,22.0,51.6961,44.4383,16.4928,31.2681,8.10652,132.621,102.1,13.0635,47.3225,69.0982,70.1892,67.9486,43.9005,59.6069,76.8724,41.5419
2012-09-17,21.1498,25.1128,17.6854,21.52,51.5334,44.6245,16.6433,30.9813,7.89468,132.424,100.874,12.9,46.8876,69.4307,69.3034,67.721,44.4031,59.356,76.8051,41.6086
2012-09-18,21.2148,25.0786,17.8921,21.87,51.7569,45.1563,16.6353,31.0305,7.83488,132.444,100.857,12.9375,46.8495,70.1359,70.1143,67.4011,44.1695,59.1847,76.69,41.2655
2012-09-19,21.2198,24.9849,18.1217,23.29,51.7942,45.013,16.7417,31.0973,7.88575,132.131,100.14,13.084,47.3322,69.95,70.7703,67.7465,44.0845,58.4885,76.4462,40.9021
2012-09-20,21.1183,25.3061,18.1372,22.59,52.0197,45.0034,16.9144,31.0245,7.8011,132.621,98.9639,13.0405,47.1812,70.189,69.7157,66.9654,43.5645,59.1021,77.2644,41.1022
2012-09-21,21.1598,25.0964,18.2837,22.86,52.1414,46.0167,16.9926,30.7485,7.73324,132.621,98.239,12.8735,47.2921,70.6109,69.0982,67.0449,43.5408,59.3608,77.2343,40.9351
2012-09-24,20.8788,24.7662,18.6668,20.79,52.0972,45.8514,17.1477,31.0098,7.7248,131.218,98.1214,12.74,47.2694,70.6109,68.4559,66.8635,43.2598,59.3345,77.2167,41.364
2012-09-25,20.3584,24.4545,18.6613,20.28,52.3375,46.0339,17.2092,30.4989,7.58033,128.951,95.5008,12.623,47.5305,69.9726,65.5508,67.2001,42.6694,59.2461,76.6578,40.9736
2012-09-26,20.1024,24.2731,18.7685,20.62,52.0972,45.6919,17.2043,30.2631,7.48685,128.036,95.1441,12.4835,47.0938,70.2313,65.5074,67.5012,42.764,58.9115,76.2453,40.6895
2012-09-27,20.592,24.2671,18.8442,20.32,52.106,46.0642,17.295,30.5962,7.61442,129.691,96.9277,12.8295,47.6581,70.2805,65.4827,67.9074,43.3393,59.2839,76.8432,40.9591
2012-09-28,20.1615,23.9466,18.7944,21.66,52.0286,45.3852,17.2219,30.4469,7.49559,129.219,95.643,12.716,48.0496,69.1356,64.8208,68.5814,42.9873,59.0545,76.4217,40.8092
2012-10-01,19.9289,23.7297,18.9758,21.99,52.1953,46.2468,17.3537,30.8153,7.60577,130.363,98.3665,12.6005,48.2095,69.3185,64.3887,68.6266,43.7424,59.2831,76.8724,40.9736
2012-10-02,19.985,23.8645,18.8566,22.27,52.0658,46.5249,17.4063,30.7779,7.58033,128.396,98.6701,12.53,48.0182,68.5169,64.3887,68.4224,44.2087,59.2306,77.3415,40.9426
2012-10-03,20.2944,24.0287,18.9936,21.83,52.0972,46.5751,17.54,30.9617,7.73324,131.596,99.17,12.796,49.1625,68.0833,64.2446,68.3676,43.8568,59.2189,76.1428,40.5166
2012-10-04,20.1525,24.1645,19.1317,21.95,52.3012,47.4803,17.5615,31.6847,7.98788,133.377,100.874,13.0235,49.1398,68.5937,64.7576,69.4203,44.0794,59.5534,76.8109,40.9659
2012-10-05,19.7239,24.0199,19.1217,20.91,52.5856,46.7954,17.6834,31.6051,7.91148,135.8,100.405,12.9255,50.3048,68.572,64.362,69.3094,44.1967,59.7683,77.0402,41.0934
2012-10-08,19.2884,23.9642,18.8776,20.4,52.4287,47.1804,17.6015,31.5659,7.87769,136.759,100.543,12.953,49.2517,68.9753,64.368,69.0446,44.0845,59.851,77.1093,41.1214
2012-10-09,19.2174,23.5616,18.5349,20.23,51.652,47.0737,17.5371,31.3527,7.81799,136.973,100.66,12.548,48.5119,69.4071,63.8461,68.8306,43.6538,59.4951,76.9495,41.249
2012-10-10,19.369,23.3205,18.5468,19.64,51.5078,46.7805,17.4347,31.6465,7.81799,135.782,101.032,12.2495,47.5481,69.6254,62.6475,68.0898,43.3393,58.7841,73.7239,40.8501
2012-10-11,18.9827,23.2942,18.7191,19.75,51.3206,47.2287,17.4033,31.8979,7.92828,134.644,102.63,12.211,46.9662,69.5989,62.4186,68.0948,43.3752,58.8755,74.1335,40.8876
2012-10-12,19.0319,23.4935,18.5518,19.52,51.3206,46.7452,17.4033,31.5345,7.74148,133.582,101.15,12.118,47.4029,69.7071,62.394,68.2704,43.3105,58.7841,73.4888,40.5522
2012-10-15,19.1847,23.7453,18.4576,19.52,51.7942,47.0891,17.7185,32.1131,8.01292,134.358,104.737,12.209,48.2704,70.4556,62.3872,67.9359,43.7773,59.0964,73.962,41.0026
2012-10-16,19.6391,23.7297,18.5503,19.48,52.514,46.5896,17.8787,32.454,8.03,137.675,103.688,12.197,48.4401,70.8991,64.0059,68.5736,44.2579,59.6594,74.7968,41.6027
2012-10-17,19.4814,23.8098,18.8187,19.88,53.6075,45.8592,17.904,32.8243,8.01292,137.075,105.079,12.3745,48.8612,70.5912,65.2627,68.7286,44.5248,60.31,75.5128,41.9632
2012-10-18,19.1207,23.7386,17.3123,18.98,54.7558,45.8778,18.0445,32.5905,8.03845,137.684,105.286,12.2425,49.1879,69.9726,65.6524,69.272,44.1903,60.3673,75.1801,42.0705
2012-10-19,18.4319,23.0441,16.9834,19.0,54.2547,45.5895,17.8484,32.0669,8.01292,136.936,104.012,12.0,49.2587,66.8519,63.559,68.2224,44.9603,59.5135,74.3403,41.482
2012-10-22,19.1629,22.5324,16.9056,19.32,54.1948,46.3111,17.7392,31.8921,8.10652,137.167,103.306,11.689,49.3774,66.6502,64.4824,68.1339,44.8086,59.5369,73.9122,41.1842
2012-10-23,18.5372,22.5713,16.9476,19.5,53.5211,46.0167,17.4581,31.3143,7.94526,136.161,100.12,11.7155,49.1468,66.2805,63.3459,67.5317,44.2817,58.2386,71.7147,40.4759
2012-10-24,18.6427,22.4513,16.8714,23.23,53.4094,45.8013,17.5371,31.6051,7.90284,135.523,100.767,11.4245,48.7738,65.7661,62.7037,68.9778,43.9005,58.045,71.941,40.3957
