Date,AAPL.US,NVDA.US,MSFT.US,AMZN.US,GOOGL.US,META.US,TSLA.US,AVGO.US,BRK-B.US,WMT.US,LLY.US,JPM.US,V.US,MA.US,ORCL.US,XOM.US,UNH.US,COST.US,PG.US
2012-10-04,20.1525,0.312313,24.1645,13.0235,19.1317,21.95,1.96,2.55708,90.36,19.5408,37.8265,31.6847,31.8637,44.7331,27.3098,59.5534,47.4803,77.8618,51.3173
2012-10-05,19.7239,0.304884,24.0199,12.9255,19.1217,20.91,1.926,2.55848,90.42,19.6453,37.4143,31.6051,32.0036,44.7999,26.879,59.7683,46.7954,78.1009,51.5058
2012-10-08,19.2884,0.301939,23.9642,12.953,18.8776,20.4,1.95,2.51698,90.17,19.6785,39.3926,31.5659,31.6488,44.4849,26.6997,59.851,47.1804,77.7631,51.114
2012-10-09,19.2174,0.295529,23.5616,12.548,18.5349,20.23,1.89133,2.49529,89.26,19.3884,40.196,31.3527,31.1966,43.822,26.2461,59.4951,47.0737,76.4478,50.8181
2012-10-10,19.369,0.290556,23.3205,12.2495,18.5468,19.64,1.89333,2.42132,88.73,19.7225,38.9706,31.6465,31.3509,43.5568,26.2372,58.7841,46.7805,77.9226,50.4018
2012-10-11,18.9827,0.292133,23.2942,12.211,18.7191,19.75,1.888,2.44647,88.71,19.616,39.2549,31.8979,31.7232,44.5457,26.36,58.8755,47.2287,75.4374,50.2972
2012-10-12,19.0319,0.289608,23.4935,12.118,18.5518,19.52,1.84267,2.44984,88.25,19.8244,39.14,31.5345,31.7388,44.6215,26.5987,58.7841,46.7452,74.8465,50.2519
2012-10-15,19.1847,0.293253,23.7453,12.209,18.4576,19.52,1.822,2.46609,89.11,20.1755,40.7517,32.1131,31.9165,44.8547,26.8543,59.0964,47.0891,74.0483,50.824
2012-10-16,19.6391,0.301719,23.7297,12.197,18.5503,19.48,1.87067,2.55221,89.93,20.112,41.6295,32.454,32.2069,45.1509,27.3465,59.6594,46.5896,74.422,51.0391
2012-10-17,19.4814,0.299422,23.8098,12.3745,18.8187,19.88,1.92127,2.53417,90.5,20.1443,41.6354,32.8243,32.5244,45.5296,26.7958,60.31,45.8592,74.2595,51.8106
2012-10-18,19.1207,0.294831,23.7386,12.2425,17.3123,18.98,1.86933,2.52946,90.62,20.0208,41.7454,32.5905,32.369,44.8557,26.6918,60.3673,45.8778,73.9108,51.8106
2012-10-19,18.4319,0.277415,23.0441,12.0,16.9834,19.0,1.84933,2.46609,89.26,19.7752,41.0074,32.0669,31.9353,44.3085,26.1481,59.5135,45.5895,72.7229,51.1368
2012-10-22,19.1629,0.27442,22.5324,11.689,16.9056,19.32,1.85667,2.48149,88.51,19.7821,40.5596,31.8921,31.7113,44.0154,26.4244,59.5369,46.3111,72.8884,51.0835
2012-10-23,18.5372,0.28277,22.5713,11.7155,16.9476,19.5,1.89267,2.46938,86.95,19.5502,40.2684,31.3143,31.1749,43.3505,26.2461,58.2386,46.0167,73.0269,50.2923
2012-10-24,18.6427,0.279014,22.4513,11.4245,16.8714,23.23,1.828,2.43164,86.94,19.5662,39.1766,31.6051,31.1408,42.8461,26.255,58.045,45.8013,73.3647,50.7688
2012-10-25,18.4219,0.279273,22.4366,11.146,16.8829,22.56,1.83467,2.50338,87.15,19.6974,39.6285,31.5747,31.3791,42.3597,26.4779,58.4,46.0425,74.131,52.2574
2012-10-26,18.2544,0.276277,22.7005,11.912,16.8181,21.94,1.82533,2.51331,86.66,19.6411,38.9527,31.1857,31.557,42.6975,26.5898,58.5235,45.6919,74.3791,51.7859
2012-10-31,17.9933,0.27465,22.9629,11.6445,16.9461,21.11,1.8754,2.45379,86.35,19.6193,37.7284,31.5825,31.6586,43.4472,26.666,58.8707,45.8689,75.5221,51.634
2012-11-01,18.0277,0.287758,23.7453,11.607,17.1279,21.21,1.94967,2.563,87.68,19.2076,38.0899,32.4589,32.8274,44.1789,27.0098,59.1537,46.6485,74.5246,51.6399
2012-11-02,17.4316,0.286461,23.7386,11.621,17.1359,21.18,1.92787,2.52355,86.93,19.0288,37.6639,32.1396,32.716,44.2497,26.7799,58.2949,45.9124,73.7494,51.5985
2012-11-05,17.669,0.298543,23.8402,11.7165,17.0123,21.25,2.1,2.54956,86.86,19.1272,37.8442,32.0267,32.282,43.8948,26.8137,58.5283,45.2799,74.9859,51.2098
2012-11-06,17.6157,0.298294,24.0287,11.878,16.9814,21.17,2.07667,2.62112,87.29,19.289,37.8442,32.4874,32.8215,44.47,27.1405,59.1624,46.1897,75.7981,51.4051
2012-11-07,16.9418,0.289108,23.3978,11.603,16.6178,20.47,2.10267,2.5229,85.45,19.1187,37.3756,30.6709,32.5244,43.804,26.4184,57.3001,44.4449,74.6571,50.753
2012-11-08,16.3278,0.290806,23.1827,11.3675,16.2481,19.99,2.08733,2.51399,84.58,18.9532,36.8268,30.6119,32.4123,43.529,26.1035,56.5814,43.7736,72.6901,49.8987
2012-11-09,16.6085,0.279512,23.1985,11.3155,16.5162,19.21,2.02133,2.48732,85.18,18.9089,36.8268,30.7779,32.6103,43.8001,26.041,56.6738,43.3348,73.2431,49.9707
2012-11-12,16.4816,0.273023,22.7064,11.3235,16.5874,20.07,2.07133,2.49699,85.27,18.9532,37.4728,30.7475,32.6787,44.3025,25.9965,56.7438,42.7555,73.6448,50.0249
2012-11-13,16.4836,0.271226,21.9765,11.33,16.4165,19.86,2.1076,2.47229,85.87,18.7787,36.9438,30.3388,32.5,44.4191,25.7578,56.1886,42.7488,73.4175,49.8503
2012-11-14,16.3002,0.264565,21.7744,11.1475,16.2546,22.36,2.092,2.45379,84.88,18.6487,36.2246,29.7699,32.0054,43.6715,25.3794,55.9299,41.9804,72.6911,49.6155
2012-11-15,15.9581,0.265734,21.6269,11.03,16.123,22.17,2.05467,2.39596,85.3,17.9707,36.0225,29.8466,32.0172,43.0943,25.6974,55.9765,41.9804,73.6408,49.4567
2012-11-16,16.0213,0.260861,21.5155,11.2615,16.1211,23.56,2.12267,2.37277,85.91,17.7899,35.9798,29.9537,32.6358,43.7931,25.74,56.1788,42.5122,73.6328,49.8276
2012-11-19,17.1752,0.268228,21.6835,11.4855,16.6446,22.92,2.19467,2.43286,86.76,18.0495,36.8605,30.7553,33.3091,45.1199,25.8618,56.9704,43.3416,74.3114,50.6503
2012-11-20,17.0302,0.265165,21.6689,11.689,16.6885,23.1,2.2,2.43754,86.79,18.0439,36.9853,30.8359,33.4645,45.0153,25.9103,56.8586,43.5267,74.7309,50.9365
2012-11-21,17.054,0.272704,21.8642,11.9015,16.5869,24.32,2.16467,2.43831,87.58,18.0156,37.1636,30.8585,33.5396,45.1927,26.0817,57.1911,43.8466,74.4359,51.0598
2012-11-23,17.3508,0.27458,22.4726,11.994,16.6387,24.0,2.142,2.49259,88.5,18.3576,37.4143,31.1335,33.8719,45.3642,26.5313,57.8943,44.1678,75.3477,51.8944
2012-11-26,17.8987,0.279214,22.2189,12.181,16.4693,25.94,2.15133,2.5289,88.29,18.2814,37.5648,30.9735,33.6704,45.2485,26.564,57.587,43.8466,74.0692,51.8175
2012-11-27,17.7556,0.280542,21.9676,12.17,16.7075,26.15,2.14333,2.5349,88.08,18.1746,37.3678,30.8781,33.565,45.101,26.7879,56.7652,43.0812,74.2645,51.4456
2012-11-28,17.6985,0.28299,22.1943,12.3555,17.0303,26.36,2.214,2.56609,88.27,18.4517,37.6491,30.9371,33.6793,45.3901,27.2812,57.2495,43.2056,78.935,51.7859
2012-11-29,17.8927,0.277875,21.8642,12.5635,17.2345,27.32,2.246,2.60759,87.97,18.522,38.0741,31.2338,33.8855,45.8307,27.3178,57.2621,44.5287,78.3929,51.8293
2012-11-30,17.7715,0.276197,21.588,12.6025,17.396,28.0,2.25467,2.60759,88.08,18.8334,38.4347,31.1287,34.2374,46.063,27.607,57.2757,44.5495,79.9633,52.0749
2012-12-03,17.7972,0.271126,21.4443,12.5165,17.3183,27.04,2.308,2.58608,87.75,18.6566,38.3405,30.9223,33.991,45.8736,27.7229,56.9325,44.1439,80.4805,51.8866
2012-12-04,17.4827,0.279214,21.3926,12.6245,17.2136,27.46,2.26,2.59453,87.27,18.8595,38.5743,30.7397,33.7518,45.5665,27.7823,56.663,43.8551,80.3331,51.6903
2012-12-05,16.3592,0.275977,21.6358,12.698,17.1334,27.71,2.24733,2.56552,87.62,18.8406,38.8597,31.2181,33.8611,45.0581,27.4575,57.0073,44.1003,81.5278,51.7583
2012-12-06,16.6145,0.276416,21.6835,12.6685,17.2156,26.97,2.26,2.60928,87.49,18.8262,38.717,31.4235,33.949,45.3313,27.4822,57.1824,43.9455,81.1322,52.1638
2012-12-07,16.1887,0.275777,21.4586,12.6635,17.0433,27.49,2.278,2.54438,87.33,19.0089,38.8963,32.2497,33.9686,44.8797,27.3891,57.5743,44.2987,81.205,52.4173
2012-12-10,16.0854,0.285295,21.8565,12.3885,17.0736,27.84,2.30467,2.55934,87.1,18.9725,39.2816,32.0571,33.9949,45.2087,27.5139,57.4518,44.563,81.5278,52.3679
2012-12-11,16.438,0.291953,22.1641,12.5345,17.359,27.98,2.352,2.5675,87.27,18.6409,39.6562,32.3057,34.0487,45.3911,27.7487,57.8292,45.0347,80.9997,52.6945
2012-12-12,16.3662,0.288938,22.0967,12.588,17.376,27.58,2.35067,2.56815,89.32,18.128,38.402,32.4069,33.8171,45.5685,27.5574,58.1278,45.4375,80.5135,52.7705
2012-12-13,16.0814,0.289138,21.9932,12.5625,17.504,28.24,2.24067,2.51577,89.44,18.1544,37.8007,32.4127,33.6611,45.6612,27.2712,57.5626,44.7214,80.6181,52.2989
2012-12-14,15.4772,0.290576,21.747,12.4595,17.4857,26.81,2.254,2.32478,89.15,18.0782,37.4569,32.4383,33.5739,45.4638,27.5762,57.2368,44.4478,79.8517,52.1499
2012-12-17,15.7542,0.289138,21.9765,12.693,17.9543,26.75,2.29333,2.38846,89.98,18.1961,37.8859,32.9452,34.0995,46.1248,27.8853,57.7504,44.7053,81.3824,52.1499
2012-12-18,16.2085,0.289858,22.3555,13.02,17.9618,27.71,2.306,2.40913,90.37,18.2749,38.811,33.2389,34.468,46.4617,28.3677,58.1967,45.1905,82.2722,52.1796
2012-12-19,15.98,0.291953,22.1553,12.8995,17.938,27.41,2.30733,2.38846,90.1,18.0176,38.3405,32.9796,34.1063,46.1308,29.4126,57.4732,44.8098,81.3046,51.7099
2012-12-20,15.839,0.291753,22.458,13.075,17.9938,27.36,2.29533,2.38168,90.69,18.1443,38.597,33.738,34.8666,46.9901,29.2877,57.7639,45.6056,81.7332,52.0671
2012-12-21,15.768,0.285076,22.2705,12.846,17.8264,26.26,2.26667,2.34119,89.83,18.0518,38.8369,33.3392,34.4775,46.5265,29.1274,56.6855,45.259,81.9683,51.2472
2012-12-24,15.7937,0.28274,21.9514,12.931,17.6734,26.93,2.28533,2.32551,89.83,18.0303,38.4347,33.2743,34.5736,46.6621,29.0005,56.4822,45.103,81.9294,51.0983
2012-12-26,15.5749,0.28249,21.791,12.4315,17.658,26.51,2.23933,2.30544,89.26,17.8779,38.4514,33.3077,34.2502,45.8297,29.0005,56.5814,44.5885,81.3046,50.7125
2012-12-27,15.6381,0.280672,21.873,12.4155,17.5932,26.05,2.246,2.34204,89.22,17.9313,38.3792,33.0611,34.164,45.9912,28.7044,56.4443,44.7708,80.6779,50.6879
2012-12-28,15.4714,0.279214,21.5401,12.259,17.4367,25.91,2.21467,2.32551,88.55,17.7789,38.089,32.7615,33.993,45.5356,28.4894,55.2987,44.2912,79.8976,50.0762
2012-12-31,16.1564,0.28299,21.6689,12.5435,17.6206,26.62,2.258,2.36309,89.7,17.9413,38.6547,33.3156,34.6615,46.3072,28.75,56.2439,44.6025,81.3435,50.6287
2013-01-02,16.6696,0.293533,22.4081,12.8655,18.0158,28.0,2.35733,2.4295,93.2,18.2071,38.8023,34.0721,35.5349,48.0996,29.9315,57.6483,44.8494,83.5806,51.7435
2013-01-03,16.4588,0.293773,22.1067,12.924,18.0267,27.77,2.318,2.44197,93.62,18.0912,38.9706,34.0023,35.5594,48.1674,29.6017,57.5442,42.7535,84.4476,51.4179
2013-01-04,16.0015,0.303387,21.6903,12.9575,18.3824,28.76,2.29333,2.42647,93.85,18.1596,40.407,34.6036,35.8527,48.1664,29.8603,57.8087,42.838,84.1716,51.5224
2013-01-07,15.9051,0.294671,21.6542,13.423,18.3026,29.42,2.28933,2.41291,93.45,17.986,40.3565,34.6429,36.1056,49.0017,29.7078,57.1405,42.838,83.5188,51.1712
2013-01-08,15.9484,0.288238,21.5401,13.319,18.2663,29.06,2.24533,2.39659,93.81,18.0358,40.6587,34.7126,36.4448,48.8402,29.7176,57.4947,42.2682,83.3653,51.0914
2013-01-09,15.7,0.28177,21.6611,13.3175,18.3863,30.59,2.24267,2.4496,93.32,18.0303,41.5146,34.69,36.9996,50.2149,29.7354,57.2757,43.0708,83.4072,51.3667
2013-01-10,15.8921,0.28227,21.4666,13.267,18.47,31.3,2.23533,2.50263,94.65,17.9759,41.7345,35.2078,36.7065,49.7673,30.1198,57.8972,43.6758,83.0027,51.6577
2013-01-11,15.7976,0.28177,21.7646,13.397,18.4332,31.72,2.194,2.56405,94.39,18.0465,41.6245,35.2009,36.8551,49.862,30.0752,58.2327,43.4357,82.6249,51.6182
2013-01-14,15.2339,0.28157,21.8154,13.6365,18.0158,30.95,2.21733,2.58085,95.36,17.9596,41.3828,35.0005,36.7379,49.3745,30.1633,58.2104,43.8808,82.6977,51.925
2013-01-15,14.7518,0.276416,22.0722,13.595,18.0575,30.1,2.26,2.52886,95.36,18.1391,41.7642,35.36,36.691,49.3077,29.9415,58.1783,44.0946,83.3464,52.1115
2013-01-16,15.365,0.278974,21.9355,13.4465,17.8154,29.85,2.27333,2.58019,95.03,18.1983,41.4839,35.7196,36.6332,49.1682,29.8861,58.1422,44.1289,83.6484,52.1302
2013-01-17,15.2624,0.28274,22.1067,13.524,17.7188,30.14,2.292,2.59885,95.3,18.1045,41.7979,35.4278,36.5592,49.3596,29.8702,58.613,44.7374,83.183,52.3779
2013-01-18,15.1806,0.280871,22.1067,13.606,17.5494,29.66,2.30133,2.57113,95.16,18.1961,42.1396,35.4436,36.1916,49.1403,30.2931,59.0019,44.8649,83.3813,52.58
2013-01-22,15.3255,0.279473,22.0293,13.5095,17.5085,30.73,2.346,2.57113,95.91,18.297,41.8831,35.5054,36.3733,49.0236,30.1376,59.0827,46.0672,84.1626,52.588
2013-01-23,15.6053,0.279912,22.4003,13.4055,18.4705,30.82,2.4,2.56972,96.48,18.2722,41.0658,35.2677,36.3733,48.8163,29.9315,58.9367,45.9788,84.1366,53.1425
2013-01-24,13.6777,0.28134,22.4171,13.681,18.778,31.08,2.466,2.53321,97.31,18.3517,41.6632,35.3768,36.4897,49.2579,30.1445,59.3618,46.2335,84.7714,52.9412
2013-01-25,13.3555,0.286461,22.6174,14.1995,18.774,31.54,2.46533,2.55039,97.39,18.1443,41.7038,35.978,36.5493,48.9908,30.5269,59.6107,46.0844,84.3399,55.0682
2013-01-28,13.6571,0.291054,22.6416,13.802,18.7003,32.47,2.53533,2.57435,97.12,18.2368,41.2549,35.582,35.7558,48.4904,30.6646,59.2042,45.8964,84.4476,55.4608
2013-01-29,13.9125,0.284857,22.7216,13.0175,18.774,30.79,2.53,2.58085,97.24,18.3781,42.5745,35.9486,35.8271,48.901,30.8695,59.6273,46.2855,85.165,56.3823
2013-01-30,13.8698,0.284377,22.5938,13.638,18.778,31.24,2.50133,2.6165,96.88,18.3407,42.4388,35.9554,35.4481,48.6658,30.5269,58.9135,46.1166,84.4774,56.4454
2013-01-31,13.8287,0.28299,22.2705,13.275,18.8237,30.98,2.50067,2.67057,96.93,18.3938,42.0801,35.8916,36.1086,48.893,30.6388,58.4651,45.4034,84.324,56.5046
2013-02-01,13.7724,0.285534,22.6575,13.25,19.32,29.73,2.55333,2.70721,98.0,18.5351,42.4784,36.5066,36.26,48.924,31.24,58.5119,45.8611,85.8197,57.0729
2013-02-04,13.4294,0.280672,22.2617,12.999,18.9069,28.11,2.516,2.62669,96.51,18.311,41.9682,36.3759,35.8252,48.5003,30.308,57.9283,45.8449,84.4386,56.5706
2013-02-05,13.8996,0.287061,22.3105,13.3445,19.0744,28.64,2.542,2.64378,97.91,18.6096,42.4021,37.2218,36.4837,49.1114,30.612,58.3153,47.507,85.1231,56.913
2013-02-06,13.8847,0.284857,22.1787,13.111,19.1844,29.05,2.61133,2.66066,97.83,18.7517,42.2654,37.0842,36.7771,49.3785,30.2842,58.3465,47.1849,84.017,57.2464
2013-02-07,14.2978,0.283678,22.1298,13.0115,19.2791,28.65,2.632,2.61027,97.11,18.7308,42.1485,36.7954,35.918,49.0037,29.8157,57.7144,46.9163,84.1366,57.2464
2013-02-08,14.5048,0.285534,22.3467,13.0975,19.5631,28.55,2.616,2.6369,97.25,18.7949,42.1021,37.101,36.0841,49.4653,30.1108,57.9487,47.4803,84.9099,56.9466
2013-02-11,14.6575,0.288708,22.6018,12.8605,19.4899,28.26,2.56133,2.64302,97.13,18.7751,42.2407,37.1226,35.751,49.1263,30.1633,57.731,46.9722,84.2552,56.9929
2013-02-12,14.289,0.286861,22.6174,12.935,19.447,27.37,2.526,2.62369,97.7,18.7751,42.1655,37.49,35.8584,49.0127,30.2931,57.8525,46.88,84.0678,57.1231
2013-02-13,14.2622,0.285534,22.7394,13.4735,19.5009,27.91,2.56333,2.62595,97.97,18.7722,42.2654,37.1382,35.4657,48.9718,30.1911,57.9867,47.0653,83.9592,57.5562
2013-02-14,14.2492,0.293773,22.7482,13.462,19.6243,28.5,2.55333,2.66066,99.21,18.6224,42.319,37.549,35.7461,49.2479,30.1108,57.8894,46.9163,84.2802,57.721
2013-02-15,14.0532,0.293803,22.7216,13.2545,19.7505,28.32,2.46933,2.62369,99.77,18.2231,42.3873,37.2916,36.2044,49.3387,30.0336,57.7853,47.1376,84.4046,57.5424
2013-02-19,14.0483,0.289858,22.9397,13.4875,20.0982,28.93,2.61867,2.65371,101.02,18.0801,42.8519,37.7278,36.1144,49.3117,30.5427,58.4146,46.5944,84.1804,58.1748
2013-02-20,13.7073,0.285764,22.7961,13.3205,19.74,28.46,2.56933,2.58848,100.22,18.1983,42.941,37.0842,35.6172,48.3767,30.2099,58.1831,45.4034,83.5019,57.9478
2013-02-21,13.6215,0.283678,22.4855,13.297,19.8162,27.28,2.344,2.51377,100.17,18.4758,42.729,36.8121,36.0774,49.0077,29.577,57.9361,45.4289,83.183,57.9183
2013-02-22,13.7666,0.288938,22.7064,13.271,19.9208,27.13,2.40733,2.54508,101.21,18.5119,42.9253,37.3112,36.5345,49.4055,29.9861,58.3348,44.7944,83.5636,57.8788
2013-02-25,13.521,0.283898,22.3888,12.9935,19.6975,27.27,2.292,2.45999,98.58,18.522,42.531,36.3896,35.7256,48.1833,29.577,57.3545,43.8314,82.6877,57.0729
2013-02-26,13.7112,0.28721,22.3888,12.968,19.6817,27.39,2.29533,2.47348,98.72,18.6992,43.055,36.311,36.1682,48.0736,29.6087,57.8826,43.6263,82.1596,57.1971
2013-02-27,13.5753,0.292533,22.7482,13.1625,19.9223,26.87,2.34,2.51519,101.21,18.8431,43.3433,37.5951,36.6352,48.591,29.9227,58.5516,44.2987,83.2149,57.6983
2013-02-28,13.4798,0.293953,22.7394,13.2135,19.9576,27.25,2.322,2.55508,102.16,18.6123,43.2333,37.32,36.3567,48.8402,29.5423,58.5624,43.9568,83.6752,57.2682
2013-03-01,13.1455,0.29507,22.8642,13.287,20.0822,27.78,2.31,2.51577,102.05,18.8634,43.3294,37.3112,36.2258,48.8831,29.8781,58.4856,44.0112,83.7848,57.5039
2013-03-04,12.8253,0.293733,23.0245,13.6555,20.4633,27.72,2.372,2.50433,101.95,19.2643,43.3126,37.4576,36.5493,49.1792,30.2416,58.1724,43.8476,85.4499,57.648
2013-03-05,13.1653,0.297218,23.1896,13.7795,20.8893,27.52,2.44333,2.56311,102.66,19.3854,43.9298,37.7552,36.7329,49.7135,30.5952,58.6022,43.9957,85.2158,57.9262
2013-03-06,12.9978,0.296999,22.9728,13.6895,20.7095,27.45,2.51267,2.59114,103.24,19.2956,43.5672,38.1679,36.9119,49.7603,30.9418,58.5711,44.086,84.7305,58.0396
2013-03-07,13.1484,0.296269,23.0176,13.694,20.7397,28.58,2.54867,2.61104,103.41,19.2806,43.7822,38.6267,36.7828,49.6766,31.0092,58.013,44.2439,84.2382,57.8137
2013-03-08,13.1831,0.297665,22.9072,13.7095,20.713,27.96,2.56467,2.63331,103.63,19.3274,43.6276,38.2976,36.8211,49.9149,30.8101,58.1831,44.2511,85.1231,58.0248
2013-03-11,13.3714,0.294731,22.7961,13.562,20.7952,28.14,2.60667,2.63254,104.07,19.3138,43.5592,38.5107,36.9381,50.0713,30.9577,58.3076,44.5788,84.6249,58.1531
2013-03-12,13.0834,0.295799,22.8292,13.7065,20.6153,27.83,2.608,2.64662,103.01,19.4776,43.5672,38.3565,36.6189,49.3416,30.5685,58.3076,45.0879,85.7121,58.016
2013-03-13,13.0804,0.295799,22.8362,13.755,20.5584,27.08,2.59867,2.68707,103.65,19.4913,43.5493,38.2661,36.5236,49.7513,30.6992,58.3728,44.9778,85.4421,57.7377
2013-03-14,13.2077,0.296049,23.0176,13.287,20.4643,27.04,2.45667,2.7372,103.99,19.378,43.5592,38.9057,36.8181,49.7215,31.3182,58.7472,45.1838,85.0115,58.1827
2013-03-15,13.5487,0.293473,22.929,13.091,20.2841,26.65,2.35267,2.68776,102.79,19.1874,43.6029,38.16,36.3373,48.9858,31.3568,58.4466,45.1838,84.0599,57.3905
2013-03-18,13.9164,0.291473,22.9827,12.8945,20.122,26.49,2.34333,2.63254,102.12,19.121,43.2333,37.768,36.2239,48.576,31.0944,58.0538,45.4053,84.0001,57.2554
2013-03-19,13.8777,0.289538,23.0501,12.8205,20.2097,26.55,2.33867,2.63538,101.77,19.1734,43.3373,37.5352,35.751,48.2501,30.7913,57.9283,45.5438,84.3648,57.9686
2013-03-20,13.8048,0.293033,23.1653,12.864,20.2944,25.86,2.39667,2.68264,102.34,19.3167,43.7385,37.4743,36.5142,48.915,30.8537,57.9634,45.3046,85.156,58.3238
2013-03-21,13.8247,0.288378,22.9925,12.6695,20.2082,25.74,2.40067,2.66907,101.96,19.3548,43.5672,36.8828,36.1605,48.4814,27.8684,57.6589,45.4593,85.5257,58.0485
2013-03-22,14.1053,0.289788,23.1066,12.8875,20.1849,25.73,2.44133,2.68717,102.57,19.6574,43.9555,37.2149,36.685,48.8104,27.5932,58.3942,44.9616,86.8292,58.0889
2013-03-25,14.1556,0.288138,23.0335,12.801,20.1679,25.13,2.502,2.66596,102.4,19.8085,43.9932,37.0135,37.5851,49.0456,26.9622,58.2191,45.2893,87.135,57.648
2013-03-26,14.0828,0.290257,23.0335,13.0155,20.2371,25.2,2.524,2.68651,103.82,19.7873,44.5241,37.1078,38.3745,50.507,27.2039,58.9456,45.9446,87.5496,58.1886
2013-03-27,13.8048,0.293733,23.2062,13.265,19.994,26.09,2.544,2.67482,103.16,19.7903,44.5844,36.4436,38.6491,50.7422,27.5674,59.2383,46.7425,88.0957,57.9311
2013-03-28,13.5171,0.297865,23.391,13.3245,19.7832,25.58,2.526,2.69446,104.2,19.8046,44.9203,36.204,38.925,51.0413,27.8942,58.93,47.2297,87.6602,57.9311
2013-04-01,13.0983,0.288138,23.4006,13.0805,19.9576,25.53,2.92867,2.65247,103.47,19.9628,44.7757,36.4908,38.3482,50.6685,27.9636,59.3618,48.6798,87.4101,58.4135
2013-04-02,13.1249,0.284976,23.5588,13.166,20.2526,25.42,2.956,2.61753,105.14,20.1178,44.6885,36.8347,38.488,50.9894,28.2488,59.2383,50.9687,88.9526,59.3596
2013-04-03,13.191,0.28167,23.3596,12.9515,20.0822,26.25,2.74,2.57509,104.24,20.113,44.963,35.9672,37.7522,50.2937,27.9546,58.8142,50.9136,87.8655,58.7302
2013-04-04,13.0608,0.284277,23.3841,12.954,19.8052,27.07,2.80067,2.59708,105.13,20.1654,45.0273,36.4574,38.1516,50.3873,27.9279,58.7083,51.2107,87.8655,59.046
2013-04-05,12.9239,0.289278,23.4749,12.774,19.5053,27.39,2.758,2.57678,104.15,20.2162,44.6746,36.7787,37.8469,50.1959,27.6357,58.2094,51.2659,87.4021,58.8141
2013-04-08,13.0165,0.288608,23.3841,12.9475,19.3011,26.85,2.78867,2.6015,105.26,20.4549,44.9441,37.2935,38.1078,50.4601,27.919,57.942,51.0949,88.4225,59.2304
2013-04-09,13.0392,0.293253,24.2221,13.057,19.3708,26.59,2.7,2.61065,105.12,20.6741,44.8778,37.3692,37.7522,49.8231,28.5083,58.0538,51.3323,87.3921,58.8338
2013-04-10,13.3063,0.297865,24.7672,13.2385,19.6832,27.57,2.79067,2.65539,106.33,20.4761,45.5474,37.8103,38.2691,50.4651,29.0996,57.9935,51.5231,87.3572,59.5717
2013-04-11,13.2637,0.296529,23.6654,13.4925,19.6885,28.02,2.906,2.67415,106.73,20.5881,45.8773,37.8554,38.4117,51.109,29.0085,58.3465,51.9935,87.5835,59.8953
2013-04-12,13.1249,0.303857,23.5492,13.6435,19.6797,27.4,2.91667,2.62009,107.04,20.7901,45.489,37.6256,37.9829,50.3255,28.8678,58.1967,52.0351,87.6791,60.2051
2013-04-15,12.8195,0.297665,23.468,13.386,19.4774,26.52,2.88667,2.53537,104.52,20.7676,44.6816,36.7954,36.9636,49.2609,28.3033,56.563,50.8462,86.0917,59.8835
2013-04-16,13.0175,0.300841,23.6984,13.617,19.7624,26.92,3.03933,2.59547,107.16,20.8243,45.2264,37.2238,37.7453,50.1939,28.8322,56.6397,51.8536,87.2058,60.2179
2013-04-17,12.3011,0.296899,23.5852,13.37,19.4934,26.63,3.03,2.43215,105.17,20.7787,45.4553,35.919,37.1758,49.6467,28.0319,56.2935,51.2107,86.5491,59.4386
2013-04-18,11.9717,0.291234,23.5492,12.971,19.0788,25.69,3.13133,2.35488,103.0,20.4211,44.5241,35.8051,36.99,49.1951,27.7139,56.6476,49.2771,85.6035,60.0433
2013-04-19,11.9257,0.291903,24.3402,13.016,19.9248,25.73,3.18867,2.34618,105.28,20.7194,45.4176,36.257,37.5754,49.2848,27.9279,57.1902,49.567,86.281,61.2164
2013-04-22,12.1739,0.292353,25.2163,13.1775,19.9308,25.97,3.346,2.37015,105.02,20.6344,45.5405,36.3514,37.4757,49.2988,28.0557,57.6074,48.888,86.874,61.1946
2013-04-23,12.4035,0.299942,25.0298,13.445,20.1245,25.98,3.40067,2.42969,106.68,20.9311,46.1369,36.9762,37.9631,50.1391,28.0061,58.4029,48.3295,88.6068,62.0509
2013-04-24,12.3828,0.310177,25.9783,13.439,20.2626,26.11,3.362,2.44828,106.75,20.6513,44.3309,37.4026,38.2857,50.2359,28.0507,58.4856,48.5363,89.0772,58.4037
2013-04-25,12.4705,0.312713,26.1258,13.735,20.1544,26.14,3.46667,2.44895,107.47,20.8158,44.6331,37.6177,38.6728,50.5329,27.8447,57.5938,48.9884,90.1573,57.9952
2013-04-26,12.7416,0.311344,26.0035,12.7405,19.9631,26.85,3.41333,2.40997,107.1,20.919,44.6588,37.5234,38.3199,50.5498,27.919,57.551,49.1025,90.2719,58.3869
2013-04-29,13.1338,0.315057,26.6747,12.487,20.4025,26.98,3.66267,2.44139,106.61,20.7464,44.2992,37.5528,38.4762,50.8938,27.8179,57.6872,49.5413,89.7358,58.8269
2013-04-30,13.52,0.319704,27.0769,12.6905,20.5396,27.77,3.59933,2.39894,106.32,20.5676,43.8029,37.6256,38.6022,52.2106,28.2845,58.1967,49.4757,89.5674,58.1393
