Date,AAPL.US,NVDA.US,MSFT.US,AMZN.US,GOOGL.US,GOOG.US,META.US,TSLA.US,AVGO.US,BRK-B.US,WMT.US,LLY.US,JPM.US,V.US,MA.US,ORCL.US,XOM.US,UNH.US,COST.US,PG.US
2015-11-02,27.2974,0.697568,46.6449,31.4175,37.2519,36.0555,103.31,14.2527,9.67965,138.4,16.2169,70.3123,53.8456,70.2346,95.2401,35.4633,60.4851,101.981,139.587,62.7455
2015-11-03,27.6167,0.692735,47.445,31.2655,37.3057,36.108,102.58,13.89,9.55334,137.94,16.3569,69.9953,54.0412,72.737,95.9549,35.8684,61.5986,101.117,139.258,63.1155
2015-11-04,27.4817,0.681423,47.6638,32.0475,37.6291,36.4055,103.94,15.442,9.70422,137.43,16.4296,69.4633,54.0962,73.1535,96.3287,36.1179,60.98,98.5145,137.823,63.1253
2015-11-05,27.3595,0.673585,47.647,32.7825,37.8962,36.5625,108.76,15.4513,9.46457,136.57,16.4977,69.0889,54.5816,74.0045,96.4922,35.9962,60.1515,99.8998,137.056,62.5748
2015-11-06,27.3929,0.766897,48.12,32.9685,37.9424,36.688,107.1,15.4907,10.1384,136.38,16.5459,68.959,56.2428,73.5296,97.2778,36.2398,59.9103,98.6574,138.152,61.903
2015-11-09,27.2747,0.76348,47.4519,32.7745,37.6021,36.2445,106.49,15.022,9.88912,134.0,16.4642,68.015,55.3655,72.8659,96.2839,35.7733,58.6295,98.1734,136.069,61.7619
2015-11-10,26.4184,0.74888,46.8823,32.984,37.776,36.416,107.91,14.4333,9.37192,134.73,16.5172,69.0512,55.6003,74.3415,96.4533,35.6168,58.9115,99.6049,137.534,62.0657
2015-11-11,26.2714,0.741573,47.0064,33.6625,38.1243,36.77,109.01,14.6053,9.37948,134.96,16.2078,69.6009,55.3302,74.0621,96.6716,34.8333,58.3932,98.4305,137.514,62.2226
2015-11-12,26.1818,0.738896,46.7164,33.28,37.6898,36.5615,108.02,14.196,9.37099,132.78,16.031,68.8799,54.222,73.251,94.1864,34.4639,56.811,96.9562,137.175,61.1582
2015-11-13,25.412,0.72436,46.2953,32.1175,36.8698,35.85,103.95,13.8127,9.1903,131.96,15.8812,68.6114,53.8614,73.0587,92.8257,33.2803,55.8734,95.7417,135.102,60.5859
2015-11-16,25.831,0.738896,47.102,32.3905,37.3855,36.448,104.04,14.2873,9.4995,133.3,16.2899,70.0607,54.6424,73.8022,94.2064,34.0142,57.8768,97.8123,137.574,61.6819
2015-11-17,25.7245,0.738896,46.7231,32.165,37.1642,36.265,105.13,14.2667,9.54667,133.09,16.8667,70.1201,54.329,73.7338,93.9861,34.0222,57.2077,98.2871,139.716,61.4926
2015-11-18,26.5297,0.75713,47.4987,33.177,37.8632,37.0,107.77,14.738,9.84574,136.22,17.1513,72.1479,55.4146,75.2591,95.0328,34.5273,57.7639,100.765,141.779,62.1723
2015-11-19,26.8756,0.759296,47.5799,33.0635,37.8597,36.9205,106.26,14.7867,9.79016,136.63,17.0858,72.2074,55.5846,74.9708,94.8124,34.8135,57.4478,95.0669,143.164,62.4367
2015-11-20,26.9959,0.765897,47.7996,33.4225,38.7097,37.83,107.32,14.6673,9.88253,136.63,16.9087,72.8563,55.4883,75.0088,95.3568,35.0978,57.0842,97.0998,143.403,62.1091
2015-11-23,26.6342,0.754435,47.7996,33.9495,38.6948,37.799,106.95,14.5167,9.72783,135.99,16.962,73.087,54.946,74.9337,95.2302,34.9195,57.4343,96.3675,143.722,62.2314
2015-11-24,26.8973,0.760545,47.8533,33.5575,38.3426,37.414,105.74,14.55,10.0354,135.54,16.8667,72.3431,54.8616,74.6356,94.3998,35.2057,58.5798,97.2902,142.596,62.6252
2015-11-25,26.7021,0.759546,47.357,33.767,38.3241,37.4075,105.41,15.3093,10.0392,135.13,16.9562,72.2262,54.9294,74.4188,94.0728,35.0274,58.1278,98.3049,142.775,62.1723
2015-11-27,26.6479,0.765897,47.5709,33.663,38.4591,37.513,105.45,15.4407,10.1675,134.63,16.8582,72.1479,55.1838,74.6776,94.5592,34.9562,58.1141,98.239,143.841,62.0105
2015-11-30,26.7663,0.773925,47.9401,33.24,38.0047,37.13,104.24,15.3507,10.1996,134.21,16.5625,70.7601,54.78,73.9067,93.8415,34.768,58.4214,96.8732,141.939,61.3051
2015-12-01,26.5366,0.799046,48.7068,33.953,39.0479,38.352,107.12,15.8127,10.3883,136.43,16.6052,74.6078,55.5453,74.7431,93.8505,35.0008,58.5878,99.9296,141.819,62.2078
2015-12-02,26.3109,0.792936,48.6979,33.8005,38.752,38.119,106.07,15.466,10.3383,135.27,16.5622,72.9315,54.7632,73.9341,93.057,34.5273,56.912,101.544,141.649,62.0825
2015-12-03,26.0655,0.791339,47.8094,33.3125,38.2713,37.627,104.38,15.514,11.3234,132.66,16.7576,71.6368,54.0588,73.2313,91.9634,33.7349,56.0961,99.2562,143.931,62.0431
2015-12-04,26.9318,0.823471,49.3164,33.632,38.8197,38.3405,106.18,15.3587,11.5376,136.23,16.9341,74.7067,55.7722,75.2044,94.5892,34.9373,56.419,101.621,146.661,63.7537
2015-12-07,26.7613,0.807844,49.2286,33.4915,38.5099,38.1625,105.61,15.4087,11.6374,135.6,17.1725,74.5017,55.0472,74.4089,93.7459,34.6372,54.9446,100.054,146.951,64.1977
2015-12-08,26.7484,0.818809,49.2108,33.8665,38.617,38.1185,106.49,15.1147,11.5554,133.36,16.9201,74.5264,54.1866,73.9614,94.0927,34.5541,53.3925,100.025,148.485,63.6886
2015-12-09,26.1572,0.798069,48.4967,33.2395,37.9898,37.5805,104.6,14.968,11.3866,131.71,16.7832,72.3282,53.776,72.8465,93.7459,34.4214,54.1093,99.3031,140.424,63.6472
2015-12-10,26.2843,0.80469,48.7528,33.116,37.8647,37.473,105.42,15.138,11.5205,131.71,16.9057,73.2356,53.8998,73.0664,93.5465,34.0697,54.1491,100.301,142.317,63.7202
2015-12-11,25.6093,0.792706,47.6833,32.0075,37.3855,36.9435,102.12,14.468,11.2932,130.31,16.8487,71.8379,52.6353,71.1901,90.8799,33.1962,53.1854,100.099,140.703,63.7132
2015-12-14,25.4448,0.794655,48.6365,32.8955,37.9893,37.3885,104.66,14.572,11.1431,132.02,17.1412,73.0356,52.7994,71.9015,92.2884,33.5913,54.3932,99.9981,142.297,64.1316
2015-12-15,24.9982,0.80444,48.6883,32.932,37.8672,37.17,104.55,14.7393,11.2036,134.88,16.9289,73.7596,54.3026,73.5384,94.332,34.0886,56.8294,101.516,141.819,65.2721
2015-12-16,25.1874,0.809302,49.5119,33.7885,38.6893,37.9045,106.79,15.634,11.2847,135.88,17.1158,74.4235,55.4795,74.6971,95.8761,34.7154,56.6261,102.559,143.115,66.3434
2015-12-17,24.6532,0.797101,49.1317,33.5325,38.3524,37.4715,106.22,15.5593,11.0188,133.97,16.741,74.3651,54.4498,73.6027,95.1913,32.9485,55.7742,102.892,141.281,65.7682
2015-12-18,23.9919,0.78418,47.7459,33.207,37.7058,36.9655,104.04,15.364,10.9961,129.53,16.7048,73.1129,52.9094,71.3885,92.2784,32.4295,55.289,99.9683,138.64,64.0014
2015-12-21,24.2809,0.802721,48.3641,33.2255,37.9026,37.3885,104.77,15.504,11.4339,131.19,16.9028,74.2075,53.8456,72.1829,92.9992,32.4949,55.2753,101.335,140.165,64.6742
2015-12-22,24.2612,0.80344,48.823,33.1575,38.2179,37.5,105.51,15.33,11.3789,133.14,17.1842,74.0975,53.9606,72.3784,93.4787,32.6415,55.5535,101.363,141.759,65.201
2015-12-23,24.5735,0.806655,49.2384,33.185,38.2866,37.5155,104.63,15.3133,11.4931,134.15,17.3395,74.3481,54.8212,73.4826,94.618,32.9485,57.3702,102.448,142.187,65.4664
2015-12-24,24.4453,0.809302,49.1025,33.1395,38.1537,37.42,105.02,15.3713,11.4772,133.89,17.2659,74.0441,54.7162,73.2032,94.4825,33.0218,56.7574,102.133,142.217,65.3598
2015-12-28,24.1625,0.808573,49.3515,33.76,38.9707,38.1255,105.93,15.2633,11.48,133.12,17.2438,73.7329,54.5364,73.4533,94.4277,32.8247,56.3344,102.123,141.699,65.4664
2015-12-29,24.5982,0.821744,49.8809,34.6985,39.5547,38.83,107.26,15.8127,11.6026,134.14,17.4868,74.3898,55.0983,74.0904,95.5701,33.0475,56.63,103.417,143.025,65.8284
2015-12-30,24.2789,0.814695,49.6689,34.4535,39.3723,38.55,106.22,15.8727,11.5574,133.26,17.5079,74.3481,54.7072,73.2889,94.7546,32.9386,55.8812,102.644,143.065,65.5897
2015-12-31,23.8177,0.80419,48.9353,33.7945,38.76,37.944,104.66,16.0007,11.3837,132.04,17.4001,72.674,54.2504,72.5347,93.3043,32.5939,55.7675,101.544,142.008,65.05
2016-01-04,23.8381,0.789852,48.3376,31.8495,37.8348,37.092,102.22,14.894,11.1601,130.75,17.4454,71.4753,52.6186,70.8082,90.8609,32.0274,55.4163,100.49,140.274,64.1977
2016-01-05,23.2372,0.802462,48.5564,31.6895,37.9389,37.129,102.73,14.8953,10.7864,131.25,17.8596,72.5442,52.708,71.3397,91.0333,31.9284,55.89,100.698,140.613,64.4028
2016-01-06,22.7829,0.769331,47.6755,31.6325,37.8293,37.181,102.97,14.6027,10.4543,131.33,18.0374,72.0865,51.9486,70.4016,89.6418,32.0917,55.4212,99.6933,139.317,63.7784
2016-01-07,21.821,0.738777,46.0178,30.397,36.9162,36.3195,97.92,14.3767,10.1194,129.48,18.4585,70.2171,49.8491,69.0181,88.0009,31.3935,54.5353,96.7476,136.119,63.222
2016-01-08,21.9353,0.72296,46.1565,30.3525,36.4135,35.7235,97.33,14.0667,10.0573,128.33,18.0352,70.0775,48.7281,68.1707,86.3202,31.0379,53.4353,95.0766,133.728,62.2314
2016-01-11,22.292,0.72419,46.1305,30.887,36.5211,35.8015,97.51,13.8567,10.0431,128.36,18.2286,69.2316,48.6574,69.143,86.9842,31.2974,52.7186,94.5923,136.039,62.8047
2016-01-12,22.6142,0.73636,46.554,30.8945,37.1324,36.3035,99.37,13.998,10.1891,128.8,18.0586,69.3435,48.7625,69.9266,87.8085,31.6896,53.802,96.8991,137.215,62.6744
2016-01-13,22.0318,0.713934,45.5509,29.0905,35.8486,35.028,95.44,13.354,9.67026,126.25,17.575,68.3954,47.4225,68.3751,85.6453,30.5309,54.1229,94.275,133.738,62.1328
2016-01-14,22.5168,0.699516,46.8481,29.65,36.4374,35.736,98.37,13.7453,9.82125,128.07,17.8987,71.19,48.1357,69.0276,87.1058,31.1707,56.6057,95.6082,134.674,62.3765
2016-01-15,21.9736,0.661433,44.9789,28.509,35.3962,34.7225,94.97,13.666,9.40987,126.14,17.5779,70.0686,47.1749,67.1888,85.1868,30.5655,55.5009,94.3131,132.222,61.4215
2016-01-19,21.8683,0.666765,44.596,28.724,35.8241,35.0895,95.26,13.648,9.41741,127.76,17.7574,71.7834,47.1484,66.7764,82.7963,30.9538,54.6587,97.1842,132.292,62.854
2016-01-20,21.8978,0.670461,44.7999,28.5885,35.7982,34.9225,94.35,13.2467,9.71275,124.83,17.2685,71.2583,45.9114,66.1111,81.7486,30.406,52.3568,99.0644,130.858,62.6576
2016-01-21,21.7883,0.678326,44.5266,28.751,36.2022,35.3295,94.16,13.3313,9.76659,125.62,17.5639,70.2084,45.6944,66.9348,82.6986,30.5655,53.0133,97.9549,132.212,63.3926
2016-01-22,22.9445,0.694124,46.1205,29.819,37.1384,36.2625,97.94,13.5033,9.76559,127.04,17.7935,71.1405,47.1022,68.0,84.509,31.1805,54.7804,98.6671,135.122,63.9205
2016-01-25,22.498,0.693424,45.6792,29.8265,36.5484,35.5835,97.01,13.0913,9.76473,124.13,18.0098,70.4748,46.0333,67.1018,83.3207,30.7636,52.9267,97.8582,132.562,63.5011
2016-01-26,22.6211,0.700264,46.0178,30.0625,36.5569,35.652,97.34,12.904,9.75517,125.89,18.1661,70.6878,47.2093,67.2368,83.5449,31.5599,54.8737,98.3421,130.578,65.12
2016-01-27,21.1369,0.691937,45.1809,29.1675,35.7494,34.9995,94.45,12.538,9.59572,125.19,18.1517,70.5173,47.1749,66.328,81.4416,31.2697,53.8632,96.9562,129.91,65.1112
2016-01-28,21.2848,0.684479,45.9195,31.7675,37.2799,36.548,109.11,12.6467,9.91085,126.01,18.2286,66.2467,47.3763,64.8505,80.1167,31.655,55.0808,96.1213,131.536,65.9567
2016-01-29,22.0199,0.714653,48.5485,29.2805,37.8592,37.1475,112.15,12.7407,10.4864,129.77,18.8353,68.2211,49.2095,69.6747,85.4938,32.5306,55.6974,99.4063,132.82,67.4997
2016-02-01,21.8171,0.714913,48.2548,28.7405,38.3993,37.6,115.09,13.1293,10.8007,128.66,19.1594,67.6188,48.6829,69.574,85.111,32.5374,54.5809,100.035,132.99,67.0291
2016-02-02,21.3735,0.684719,46.7507,27.605,38.9044,38.2325,114.61,12.1853,10.4506,125.7,18.9786,65.8049,47.1651,68.6566,82.5152,31.6728,53.3633,98.2685,130.578,66.2852
2016-02-03,21.7992,0.688043,46.0081,26.5535,37.3336,36.3475,112.69,11.5653,10.3033,126.24,18.8102,65.6286,47.4814,69.574,83.0365,31.971,56.1467,97.3278,128.974,67.0103
2016-02-04,21.9716,0.688292,45.8667,26.813,36.3697,35.4005,110.49,11.6887,10.6741,127.44,18.8529,64.0654,48.3017,68.9191,82.9029,32.6514,57.1123,98.5618,125.975,66.6818
2016-02-05,21.3844,0.644868,44.2441,25.1065,35.0609,34.1785,104.07,10.84,10.0693,126.56,19.0177,64.1011,47.7604,66.9172,79.4718,31.9808,57.2924,96.4059,126.642,67.0951
2016-02-08,21.613,0.61539,43.582,24.405,35.0808,34.137,99.75,9.86867,9.55894,126.78,18.9891,63.9901,46.7603,63.3885,77.4461,31.9046,58.0635,94.9435,129.273,68.2672
2016-02-09,21.6081,0.621882,43.4678,24.1035,34.9244,33.9055,99.54,9.88333,9.3891,127.72,18.6791,63.6008,46.4803,63.9145,78.7152,31.4311,57.8117,95.9315,130.08,68.284
2016-02-10,21.4424,0.620514,43.8476,24.524,35.2148,34.206,101.0,9.578,9.34663,126.58,18.6735,63.4611,45.9194,65.7504,80.0021,31.5302,57.2844,97.3278,130.538,67.4435
2016-02-11,21.3115,0.617287,43.8301,25.191,35.1905,34.1555,101.91,10.0313,9.1253,125.09,18.5409,62.0276,43.8906,64.1752,78.8487,31.2152,57.4673,95.4852,129.293,66.0218
2016-02-12,21.3785,0.627802,44.544,25.354,35.2168,34.12,102.01,10.0693,9.54381,128.07,18.7852,61.8979,47.5473,66.0015,81.5183,31.8402,58.4982,96.5014,131.076,66.9226
2016-02-16,21.9806,0.658508,45.3898,26.055,35.7524,34.55,101.61,10.3447,9.90046,128.56,18.7051,63.6869,48.2585,66.6416,82.7564,31.9808,58.6354,99.3974,131.476,67.3172
2016-02-17,22.3206,0.674901,46.5698,26.705,36.4663,35.42,105.2,11.2453,10.2497,130.26,18.765,64.8589,48.6043,67.6451,83.7493,32.8168,59.1974,102.094,133.04,68.1301
2016-02-18,21.8959,0.732907,46.3659,26.25,35.7459,34.8675,103.47,11.118,9.96657,130.86,18.1993,63.8088,47.8135,66.9054,82.6209,32.8168,59.5232,101.373,131.076,67.7404
2016-02-19,21.8466,0.742672,46.0385,26.745,35.9751,35.0455,104.57,11.1053,10.0948,131.05,18.3527,63.0609,47.8223,67.177,83.3386,32.9505,59.5564,101.563,131.116,67.5825
2016-02-22,22.0357,0.769091,46.7759,27.975,36.3208,35.323,107.16,11.8493,10.2458,131.99,18.6286,63.4085,48.4433,68.6133,84.3324,33.2466,59.4775,104.66,132.292,67.8637
2016-02-23,21.5392,0.77101,45.4718,27.647,35.7349,34.7925,105.46,11.814,10.0533,130.74,18.8696,63.8088,46.4155,67.7593,82.7863,32.7445,58.6431,104.546,132.562,67.6012
2016-02-24,21.8604,0.776393,45.6283,27.702,35.9148,34.978,106.88,11.9333,10.2223,131.03,19.0519,64.3566,46.4312,67.4781,82.9887,32.8168,58.8492,103.763,135.66,67.3921
2016-02-25,22.0093,0.778108,46.2847,27.7575,36.3243,35.2875,108.07,12.4953,10.3874,132.31,19.3122,64.9817,47.1484,68.8118,83.9467,33.4051,59.2042,104.593,136.418,68.0373
2016-02-26,22.0426,0.772957,45.5756,27.7615,36.1121,35.2535,107.92,12.6893,10.4421,131.92,18.878,63.9217,47.5875,68.3038,84.0892,33.11,59.0176,104.715,131.944,67.0103
2016-02-29,21.9925,0.767932,45.2024,27.626,35.7319,34.8885,106.93,12.7953,10.5082,134.17,18.8305,62.5309,46.5658,67.9842,83.4672,32.9505,57.8612,102.789,132.272,66.3434
2016-03-01,22.8666,0.801942,46.7114,28.952,36.9745,35.9405,109.82,12.4233,10.8564,136.94,18.8637,63.1748,48.9629,70.0996,86.5216,34.035,58.6801,105.019,132.691,67.1199
2016-03-02,22.9167,0.806655,47.0405,29.0105,36.8405,35.9425,109.95,12.556,10.7414,136.73,18.792,64.2853,49.4237,69.7792,86.3202,33.826,59.7031,104.66,134.694,68.2119
2016-03-03,23.0913,0.799526,46.5063,28.8745,36.4474,35.621,109.58,13.0493,10.7713,136.84,18.7731,63.6205,49.5897,69.4108,86.1757,33.9459,59.4873,105.144,133.658,68.4497
2016-03-04,23.4352,0.797071,46.223,28.757,36.3791,35.5445,108.39,13.4027,11.4546,137.97,18.9545,63.9217,49.6645,69.401,86.4727,33.9459,59.4056,105.126,133.04,68.9874
2016-03-07,23.1732,0.791936,45.3351,28.14,35.5112,34.758,105.73,13.686,11.2555,138.72,19.2704,63.7484,49.5721,67.563,84.79,34.3668,60.9742,105.107,130.648,68.6638
2016-03-08,22.9807,0.777509,45.8861,28.013,35.5477,34.6985,105.93,13.5067,10.9516,137.8,19.3122,63.3988,48.6122,66.3221,83.3974,34.1777,59.6535,105.01,133.07,68.6332
2016-03-09,23.0025,0.777012,46.9438,27.9735,36.1395,35.262,107.51,13.9147,11.1346,139.13,19.3092,63.8692,48.8961,66.3778,83.7194,34.4728,59.4873,104.964,134.913,68.5463
2016-03-10,23.0145,0.775793,46.2396,27.9465,36.4762,35.641,107.32,13.6787,11.3281,138.62,19.276,63.4185,48.4717,65.9477,83.4373,34.0856,59.3268,105.819,134.774,67.986
2016-03-11,23.2598,0.789072,47.147,28.4805,37.109,36.341,109.41,13.8333,11.6725,140.65,19.207,64.835,49.0759,67.2688,85.0622,34.8927,59.3345,108.419,134.634,67.549
2016-03-14,23.319,0.791039,47.2368,28.6685,37.3765,36.5245,109.89,14.3433,11.6215,139.72,19.261,64.1912,48.8961,67.139,85.3423,34.667,59.4941,108.534,134.594,67.0705
2016-03-15,23.7919,0.787075,47.6099,28.851,37.3929,36.4165,110.67,14.556,11.6442,140.4,19.4698,61.872,48.9629,67.5356,85.8099,34.7056,59.7897,108.191,135.95,67.183
2016-03-16,24.1005,0.810539,48.282,28.7135,37.7313,36.8045,112.18,14.7953,11.695,139.83,19.4414,62.9509,48.7281,67.9646,86.4358,36.0308,59.8257,108.229,135.83,67.2116
2016-03-17,24.062,0.80369,48.5584,27.972,37.787,36.889,111.02,15.092,11.9272,142.4,19.2874,59.979,48.5887,68.6889,87.7786,36.3805,60.7126,107.926,135.63,68.3757
2016-03-18,24.0906,0.827984,47.5192,27.604,37.6341,36.88,111.45,15.516,11.9988,142.16,19.1441,61.6195,50.0221,69.2905,88.6449,37.1609,60.7865,109.816,135.013,68.7042
2016-03-21,24.0877,0.830431,47.8504,27.699,37.9704,37.1045,111.85,15.888,12.031,142.13,19.4352,61.0113,50.0033,69.2809,88.6837,37.2788,60.3673,109.835,135.72,68.8453
2016-03-22,24.2729,0.828963,48.0358,28.024,37.8652,37.0375,112.25,15.616,12.1783,142.18,19.4066,62.4635,49.8216,68.5187,88.1155,37.0708,60.7291,110.945,134.206,68.3658
2016-03-23,24.1389,0.843142,47.946,28.4815,37.7412,36.903,112.54,14.8387,12.0395,140.96,19.2897,61.8088,49.5721,69.4108,88.4705,36.5082,60.4607,112.476,135.332,68.4329
2016-03-24,24.0354,0.844381,48.1628,29.1475,37.6056,36.765,113.05,15.1833,12.0404,140.11,19.4447,61.7711,49.1939,69.6298,88.2561,36.7013,60.626,111.46,133.518,68.4921
2016-03-28,23.9278,0.852977,47.565,28.9935,37.5279,36.6765,113.69,15.3507,12.05,141.29,19.4779,61.3352,49.1289,69.572,87.6131,36.3883,60.7992,111.735,134.594,68.2672
2016-03-29,24.4976,0.866617,48.6043,29.693,38.1562,37.2385,116.14,15.342,12.1291,141.9,19.4538,62.2723,48.8215,70.7926,89.0945,36.4597,61.0219,112.505,136.896,68.4152
2016-03-30,24.9224,0.875704,48.9043,29.9345,38.2782,37.5265,114.7,15.126,12.3481,142.46,19.673,62.3407,49.3815,72.1078,90.0844,36.7013,61.017,112.37,138.939,68.3194
2016-03-31,24.7912,0.872537,49.0645,29.682,38.0072,37.2475,114.1,15.318,12.1584,141.88,19.5844,62.5398,48.9797,71.8245,90.7463,36.6488,60.3459,111.716,138.919,68.0136
2016-04-01,25.0179,0.885238,49.3682,29.925,38.3446,37.4955,116.06,15.8393,12.4198,143.79,19.7476,63.7671,49.5151,72.8689,92.0622,36.8736,59.8909,112.589,139.527,69.02
2016-04-04,25.2741,0.876712,49.2449,29.6595,38.1178,37.2645,112.55,16.466,12.2762,143.22,19.7586,63.5561,49.3265,73.0897,91.2766,36.7935,60.0368,112.2,139.049,68.7575
2016-04-05,24.9814,0.875464,48.4716,29.307,37.7915,36.89,112.22,17.0313,12.2009,141.2,19.6287,63.4372,48.6221,72.2866,90.6027,36.3101,59.3501,110.091,137.534,68.7131
2016-04-06,25.2387,0.876712,48.9696,30.104,38.2648,37.2845,113.71,17.6947,12.3971,141.7,19.7417,64.9292,48.9993,73.4484,91.1719,36.5082,60.1436,110.955,138.202,69.2517
2016-04-07,24.6879,0.867595,48.3836,29.5715,37.8687,37.014,113.64,17.1467,12.1961,140.81,19.5069,64.7806,47.7565,72.8591,89.9777,35.8079,59.4639,109.95,134.036,68.7812
2016-04-08,24.7173,0.873286,48.3485,29.73,37.8363,36.9575,110.63,16.6713,12.2886,141.06,19.462,64.6083,48.1073,73.2842,90.2478,36.1566,60.0727,108.905,133.698,68.7486
2016-04-11,24.7982,0.87869,48.2458,29.7965,37.7402,36.805,108.99,16.6613,12.2442,140.99,19.2731,64.223,48.4914,73.0799,89.9378,36.1843,60.1515,109.484,131.426,68.358
2016-04-12,25.1214,0.877691,48.5505,30.1585,38.078,37.1545,110.61,16.5213,12.2302,142.4,19.673,64.7627,49.3893,73.7404,90.3136,36.3468,60.8945,109.892,132.691,68.4408
2016-04-13,25.4808,0.899728,49.1737,30.741,38.4561,37.586,110.51,16.9687,12.5471,144.04,19.7733,65.2759,51.4849,74.8573,92.134,37.146,61.2407,110.727,133.896,68.1379
2016-04-14,25.4938,0.902146,49.1816,31.0375,38.6295,37.66,110.84,16.7907,12.4991,143.72,19.673,65.6831,52.148,75.44,92.5376,37.0837,61.6744,110.911,133.498,68.3204
2016-04-15,24.9914,0.909182,49.4365,31.2945,38.8592,37.95,109.64,16.9673,12.2339,143.45,19.7476,65.5979,51.5497,75.2073,93.0271,36.8826,61.3428,110.358,135.033,68.5582
2016-04-18,24.4523,0.905239,50.1593,31.7675,39.2418,38.3305,110.45,16.9253,12.266,144.38,19.9765,67.064,51.8808,76.4953,93.9801,37.0837,61.9254,110.766,135.152,69.0002
2016-04-19,24.3183,0.889184,50.0957,31.395,38.6723,37.6965,112.29,16.4913,11.8893,145.95,19.9498,67.0937,52.7572,75.8347,93.5674,36.9212,62.2375,113.092,135.481,69.375
2016-04-20,24.3704,0.892627,49.3857,31.6495,38.6061,37.6335,112.42,16.6647,12.0583,146.09,19.7896,66.9451,53.5214,76.2117,94.2014,36.9569,62.6644,116.074,134.654,67.9367
2016-04-21,24.1005,0.891651,49.5548,31.55,38.9159,37.957,113.44,16.5527,11.9073,144.86,19.5782,67.1948,52.9929,75.8738,93.8535,36.8578,62.6576,115.231,133.508,67.3092
2016-04-22,24.0384,0.888175,46.0014,31.025,36.7553,35.9385,110.56,16.9167,11.8281,146.11,19.6489,67.5959,53.2975,74.2955,93.7677,36.5974,63.1896,116.238,132.162,67.4375
2016-04-25,23.9025,0.892627,46.2933,31.31,36.9765,36.1575,110.1,16.788,11.7328,146.18,19.8642,67.6921,52.9929,73.3837,93.3151,36.6687,63.0467,115.933,133.588,67.8193
2016-04-26,23.7359,0.893356,45.6976,30.844,36.1375,35.407,108.76,16.916,11.865,147.02,19.815,66.2388,53.264,73.7502,93.5953,36.5548,63.2625,116.331,134.554,66.2694
2016-04-27,22.2487,0.913597,45.2552,30.3285,35.9427,35.292,108.94,16.7647,11.9253,147.6,19.8501,66.4498,53.4154,73.9671,94.663,36.7331,63.8616,115.088,134.196,66.5526
2016-04-28,21.5705,0.886455,44.332,30.1,35.1226,34.551,116.73,16.514,11.6452,146.07,19.7046,66.4063,52.9929,72.953,93.5075,36.2646,63.5513,114.469,133.906,66.4421
2016-04-29,21.3214,0.870071,44.3147,32.9795,35.2661,34.6505,117.58,16.0507,11.4706,145.48,19.121,65.5979,52.655,72.5356,93.3251,35.8436,63.8197,114.128,130.987,66.7449
2016-05-02,21.2977,0.881584,44.9631,34.1925,35.5915,34.9105,118.57,16.12,11.496,146.89,19.3268,66.6569,53.1462,73.6821,94.0758,36.2368,64.3459,114.489,133.478,67.4523
2016-05-03,21.6504,0.871059,44.2247,33.566,35.2941,34.618,117.43,15.488,11.2686,144.83,19.1581,66.223,52.1254,72.4907,92.8058,35.6822,63.6107,114.783,133.876,67.5598
2016-05-04,21.4236,0.851229,44.3047,33.549,35.44,34.785,118.06,14.8373,11.18,144.24,19.2128,65.0223,51.2982,72.3794,92.6134,35.3276,63.4842,114.431,133.966,67.9762
2016-05-05,21.336,0.856043,44.3693,32.9525,35.6064,35.0705,117.81,14.102,11.2186,143.88,19.218,65.373,51.0221,72.6521,92.5566,35.2751,63.5571,114.668,130.718,67.7265
2016-05-06,21.2198,0.865119,44.7668,33.6975,36.128,35.556,119.48,14.3287,11.1657,144.62,19.5157,64.7905,51.3237,72.9892,93.0271,35.4405,63.8976,114.44,129.492,68.4171
2016-05-09,21.2358,0.8639,44.4826,33.9875,36.3248,35.645,119.24,13.928,11.2071,142.91,19.7157,65.6514,50.9985,73.4582,93.0659,35.395,63.9413,114.964,131.376,68.4092
2016-05-10,21.3785,0.880587,45.3254,35.1535,36.8355,36.159,120.5,13.9127,11.378,144.78,19.6701,66.7697,51.6902,74.3797,93.9522,35.9822,64.9644,115.761,132.242,68.7082
2016-05-11,21.1725,0.883061,45.3529,35.678,36.3955,35.7645,119.53,13.9307,11.3224,142.87,19.1285,66.7183,51.4977,72.7263,92.7669,35.6574,64.6541,113.272,130.1,68.4349
2016-05-12,20.6729,0.871059,45.761,35.8965,36.272,35.6655,120.28,13.8133,11.0967,143.31,19.2548,66.4121,51.4672,73.2822,92.2276,35.8059,65.2795,112.428,129.732,68.6539
2016-05-13,20.7131,1.0036,45.38,35.496,36.1106,35.5415,119.81,13.8407,11.0215,141.4,18.7048,66.7341,50.9907,72.2826,91.7571,35.6188,64.5423,111.791,127.748,67.6684
2016-05-16,21.485,1.03315,46.0483,35.533,36.3831,35.8245,118.66,13.886,11.2177,141.85,19.0164,68.4499,51.3739,73.1953,92.5177,35.9406,65.2066,113.225,128.904,68.0028
2016-05-17,21.3943,1.03533,45.1887,34.7635,35.8764,35.3145,117.35,13.644,11.1083,140.34,18.7513,66.7877,51.3739,72.2465,91.9884,35.6098,65.1783,112.268,127.021,67.1593
2016-05-18,21.6406,1.06182,45.4574,34.8725,35.9586,35.3315,117.65,14.078,11.3243,141.47,18.1889,66.7341,53.3554,72.8465,92.0162,35.4901,65.0471,113.102,124.928,66.52
